student_id,semestre,taux_presence,absences,retards
ETU1411,S1,85.27,7,2
ETU1411,S2,66.99,17,1
ETU1412,S1,70.33,15,2
ETU1412,S2,76.43,12,2
ETU1413,S1,81.59,9,2
ETU1413,S2,83.81,8,0
ETU1414,S1,76.67,12,2
ETU1414,S2,68.9,16,1
ETU1415,S1,92.6,4,1
ETU1415,S2,78.38,11,3
ETU1416,S1,83.14,8,3
ETU1416,S2,78.61,11,2
ETU1417,S1,74.39,13,1
ETU1417,S2,82.29,9,5
ETU1418,S1,98.36,1,5
ETU1418,S2,98.59,1,2
ETU1419,S1,69.81,15,3
ETU1419,S2,80.47,10,1
ETU1420,S1,84.88,8,1
ETU1420,S2,100.0,0,0
ETU1421,S1,85.27,7,1
ETU1421,S2,72.91,14,8
ETU1422,S1,90.13,5,7
ETU1422,S2,69.35,15,0
ETU1423,S1,63.26,18,1
ETU1423,S2,86.8,7,2
ETU1424,S1,95.5,2,4
ETU1424,S2,97.38,1,3
ETU1425,S1,79.26,10,2
ETU1425,S2,68.67,16,2
ETU1426,S1,73.2,13,1
ETU1426,S2,83.17,8,3
ETU1427,S1,80.57,10,3
ETU1427,S2,56.56,22,3
ETU1428,S1,73.02,13,6
ETU1428,S2,93.74,3,3
ETU1429,S1,90.65,5,4
ETU1429,S2,84.45,8,3
ETU1430,S1,56.7,22,3
ETU1430,S2,93.32,3,2
ETU1431,S1,64.21,18,3
ETU1431,S2,79.61,10,3
ETU1432,S1,90.77,5,4
ETU1432,S2,76.99,12,3
ETU1433,S1,62.33,19,2
ETU1433,S2,93.63,3,3
ETU1434,S1,83.12,8,3
ETU1434,S2,100.0,0,2
ETU1435,S1,79.89,10,2
ETU1435,S2,82.6,9,2
ETU1436,S1,80.72,10,2
ETU1436,S2,94.85,3,6
ETU1437,S1,88.0,6,1
ETU1437,S2,59.13,20,1
ETU1438,S1,88.86,6,2
ETU1438,S2,79.56,10,1
ETU1439,S1,87.19,6,4
ETU1439,S2,97.36,1,2
ETU1440,S1,63.84,18,1
ETU1440,S2,70.02,15,2
ETU1441,S1,64.57,18,4
ETU1441,S2,81.69,9,3
ETU1442,S1,78.65,11,2
ETU1442,S2,97.67,1,2
ETU1443,S1,71.24,14,2
ETU1443,S2,72.95,14,5
ETU1444,S1,63.5,18,2
ETU1444,S2,62.47,19,0
ETU1445,S1,75.07,12,2
ETU1445,S2,98.36,1,4
ETU1446,S1,76.87,12,3
ETU1446,S2,76.23,12,3
ETU1447,S1,84.33,8,4
ETU1447,S2,50.38,25,0
ETU1448,S1,79.18,10,3
ETU1448,S2,100.0,0,2
ETU1449,S1,94.24,3,1
ETU1449,S2,85.4,7,2
ETU1450,S1,74.61,13,6
ETU1450,S2,78.62,11,2
ETU1451,S1,97.13,1,2
ETU1451,S2,73.61,13,5
ETU1452,S1,71.6,14,3
ETU1452,S2,80.57,10,2
ETU1453,S1,72.78,14,3
ETU1453,S2,63.95,18,1
ETU1454,S1,58.29,21,2
ETU1454,S2,59.05,20,2
ETU1455,S1,76.72,12,0
ETU1455,S2,94.44,3,0
ETU1456,S1,55.13,22,1
ETU1456,S2,81.6,9,2
ETU1457,S1,67.4,16,1
ETU1457,S2,76.36,12,2
ETU1458,S1,74.53,13,3
ETU1458,S2,99.5,0,3
ETU1459,S1,86.66,7,7
ETU1459,S2,100.0,0,2
ETU1460,S1,78.81,11,3
ETU1460,S2,87.86,6,2
ETU1461,S1,68.15,16,3
ETU1461,S2,86.47,7,0
ETU1462,S1,100.0,0,4
ETU1462,S2,82.54,9,2
ETU1463,S1,97.83,1,1
ETU1463,S2,70.89,15,1
ETU1464,S1,92.96,4,1
ETU1464,S2,84.36,8,0
ETU1465,S1,94.31,3,2
ETU1465,S2,79.25,10,5
ETU1466,S1,78.33,11,2
ETU1466,S2,75.96,12,4
ETU1467,S1,96.03,2,2
ETU1467,S2,92.83,4,3
ETU1468,S1,78.75,11,1
ETU1468,S2,100.0,0,5
ETU1469,S1,60.58,20,2
ETU1469,S2,70.87,15,4
ETU1470,S1,87.59,6,1
ETU1470,S2,98.12,1,5
ETU1471,S1,69.37,15,3
ETU1471,S2,90.09,5,3
ETU1472,S1,83.33,8,1
ETU1472,S2,94.52,3,3
ETU1473,S1,73.09,13,1
ETU1473,S2,67.96,16,1
ETU1474,S1,76.8,12,1
ETU1474,S2,100.0,0,1
ETU1475,S1,100.0,0,0
ETU1475,S2,96.27,2,2
ETU1476,S1,,3,7
ETU1476,S2,84.17,8,0
ETU1477,S1,68.73,16,1
ETU1477,S2,91.91,4,2
ETU1478,S1,69.67,15,4
ETU1478,S2,86.79,7,1
ETU1479,S1,73.4,13,4
ETU1479,S2,92.89,4,4
ETU1480,S1,79.46,10,4
ETU1480,S2,81.91,9,4
ETU1481,S1,100.0,0,3
ETU1481,S2,88.47,6,3
ETU1482,S1,72.29,14,0
ETU1482,S2,84.51,8,2
ETU1483,S1,69.75,15,5
ETU1483,S2,71.16,14,3
ETU1484,S1,66.01,17,1
ETU1484,S2,81.94,9,2
ETU1485,S1,85.76,7,4
ETU1485,S2,73.68,13,3
ETU1486,S1,89.57,5,0
ETU1486,S2,87.95,6,1
ETU1487,S1,71.83,14,3
ETU1487,S2,82.67,9,2
ETU1488,S1,100.0,0,2
ETU1488,S2,81.91,9,4
ETU1489,S1,82.97,9,3
ETU1489,S2,79.25,10,2
ETU1490,S1,84.92,8,3
ETU1490,S2,69.3,15,1
ETU1491,S1,93.49,3,1
ETU1491,S2,98.47,1,2
ETU1492,S1,96.5,2,2
ETU1492,S2,94.28,3,3
ETU1493,S1,100.0,0,1
ETU1493,S2,84.38,8,0
ETU1494,S1,77.23,11,3
ETU1494,S2,88.34,6,3
ETU1495,S1,67.99,16,1
ETU1495,S2,92.03,4,5
ETU1496,S1,84.06,8,2
ETU1496,S2,100.0,0,2
ETU1497,S1,88.09,6,4
ETU1497,S2,65.95,17,3
ETU1498,S1,88.77,6,3
ETU1498,S2,83.13,8,4
ETU1499,S1,69.62,15,3
ETU1499,S2,84.25,8,2
ETU1500,S1,84.17,8,3
ETU1500,S2,59.56,20,0
ETU1501,S1,77.32,11,4
ETU1501,S2,85.32,7,3
ETU1502,S1,84.15,8,1
ETU1502,S2,99.63,0,1
ETU1503,S1,99.29,0,1
ETU1503,S2,100.0,0,2
ETU1504,S1,89.17,5,3
ETU1504,S2,78.37,11,2
ETU1505,S1,79.95,10,3
ETU1505,S2,96.87,2,2
ETU1506,S1,88.0,6,4
ETU1506,S2,83.0,8,3
ETU1507,S1,71.64,14,2
ETU1507,S2,79.72,10,3
ETU1508,S1,88.29,6,2
ETU1508,S2,100.0,0,4
ETU1509,S1,71.46,14,3
ETU1509,S2,80.42,10,1
ETU1510,S1,74.53,13,4
ETU1510,S2,79.52,10,3
ETU1511,S1,88.25,6,4
ETU1511,S2,84.3,8,0
ETU1512,S1,83.76,8,2
ETU1512,S2,69.1,15,7
ETU1513,S1,100.0,0,3
ETU1513,S2,100.0,0,6
ETU1514,S1,91.35,4,4
ETU1514,S2,77.93,11,5
ETU1515,S1,90.11,5,0
ETU1515,S2,99.0,0,4
ETU1516,S1,83.89,8,7
ETU1516,S2,78.55,11,2
ETU1517,S1,86.59,7,1
ETU1517,S2,76.43,12,2
ETU1518,S1,100.0,0,3
ETU1518,S2,77.11,11,6
ETU1519,S1,89.29,5,3
ETU1519,S2,87.43,6,2
ETU1520,S1,76.47,12,3
ETU1520,S2,97.82,1,4
ETU1521,S1,60.47,20,1
ETU1521,S2,91.49,4,1
ETU1522,S1,72.16,14,4
ETU1522,S2,98.99,1,1
ETU1523,S1,73.62,13,1
ETU1523,S2,97.56,1,3
ETU1524,S1,95.06,2,1
ETU1524,S2,100.0,0,6
ETU1525,S1,72.61,14,1
ETU1525,S2,72.54,14,3
ETU1526,S1,86.27,7,4
ETU1526,S2,80.2,10,10
ETU1527,S1,88.16,6,3
ETU1527,S2,80.94,10,1
ETU1528,S1,80.48,10,2
ETU1528,S2,91.9,4,2
ETU1529,S1,96.92,2,3
ETU1529,S2,92.91,4,1
ETU1530,S1,91.87,4,3
ETU1530,S2,99.3,0,2
ETU1531,S1,94.4,3,0
ETU1531,S2,93.33,3,1
ETU1532,S1,90.05,5,2
ETU1532,S2,59.56,20,2
ETU1533,S1,84.9,8,0
ETU1533,S2,85.71,7,5
ETU1534,S1,84.16,8,2
ETU1534,S2,92.42,4,1
ETU1535,S1,79.29,10,1
ETU1535,S2,83.99,8,0
ETU1536,S1,78.12,11,2
ETU1536,S2,73.06,13,4
ETU1537,S1,81.97,9,0
ETU1537,S2,88.05,6,7
ETU1538,S1,99.17,0,5
ETU1538,S2,94.99,3,1
ETU1539,S1,89.55,5,3
ETU1539,S2,99.14,0,3
ETU1540,S1,71.46,14,3
ETU1540,S2,66.56,17,0
ETU1541,S1,75.15,12,2
ETU1541,S2,86.44,7,3
ETU1542,S1,88.66,6,1
ETU1542,S2,63.47,18,3
ETU1543,S1,87.63,6,0
ETU1543,S2,98.47,1,1
ETU1544,S1,82.54,9,3
ETU1544,S2,63.0,19,2
ETU1545,S1,68.61,16,2
ETU1545,S2,74.42,13,1
ETU1546,S1,76.9,12,1
ETU1546,S2,94.25,3,1
ETU1547,S1,82.09,9,4
ETU1547,S2,100.0,0,1
ETU1548,S1,78.78,11,0
ETU1548,S2,81.78,9,1
ETU1549,S1,71.01,14,3
ETU1549,S2,68.44,16,5
ETU1550,S1,79.81,10,4
ETU1550,S2,96.08,2,7
ETU1551,S1,100.0,0,2
ETU1551,S2,91.66,4,1
ETU1552,S1,72.22,14,0
ETU1552,S2,84.73,8,1
ETU1553,S1,68.26,16,2
ETU1553,S2,72.39,14,4
ETU1554,S1,77.58,11,2
ETU1554,S2,85.69,7,3
ETU1555,S1,82.52,9,3
ETU1555,S2,81.45,9,2
ETU1556,S1,67.62,16,2
ETU1556,S2,85.82,7,7
ETU1557,S1,96.2,2,1
ETU1557,S2,91.44,4,3
ETU1558,S1,96.53,2,2
ETU1558,S2,64.65,18,2
ETU1559,S1,92.87,4,4
ETU1559,S2,83.82,8,2
ETU1560,S1,60.56,20,4
ETU1560,S2,82.34,9,1
ETU1561,S1,99.06,0,0
ETU1561,S2,79.38,10,3
ETU1562,S1,77.24,11,3
ETU1562,S2,95.48,2,0
ETU1563,S1,81.28,9,4
ETU1563,S2,94.98,3,4
ETU1564,S1,78.77,11,1
ETU1564,S2,96.22,2,4
ETU1565,S1,60.39,20,1
ETU1565,S2,74.82,13,4
ETU1566,S1,81.42,9,0
ETU1566,S2,100.0,0,4
ETU1567,S1,95.58,2,0
ETU1567,S2,87.81,6,1
ETU1568,S1,78.97,11,2
ETU1568,S2,70.87,15,3
ETU1569,S1,71.71,14,1
ETU1569,S2,72.17,14,6
ETU1570,S1,88.37,6,4
ETU1570,S2,80.89,10,4
ETU1571,S1,76.23,12,4
ETU1571,S2,52.49,24,4
ETU1572,S1,77.66,11,3
ETU1572,S2,75.0,13,3
ETU1573,S1,84.27,8,2
ETU1573,S2,73.18,13,3
ETU1574,S1,83.57,8,0
ETU1574,S2,69.63,15,5
ETU1575,S1,76.85,12,3
ETU1575,S2,62.57,19,5
ETU1576,S1,68.77,16,3
ETU1576,S2,74.82,13,3
ETU1577,S1,82.31,9,0
ETU1577,S2,76.11,12,2
ETU1578,S1,59.23,20,3
ETU1578,S2,80.25,10,3
ETU1579,S1,80.05,10,4
ETU1579,S2,55.67,22,3
ETU1580,S1,100.0,0,2
ETU1580,S2,84.84,8,3
ETU1581,S1,70.42,15,5
ETU1581,S2,88.67,6,1
ETU1582,S1,100.0,0,3
ETU1582,S2,99.83,0,3
ETU1583,S1,84.76,8,2
ETU1583,S2,91.99,4,2
ETU1584,S1,98.65,1,4
ETU1584,S2,87.3,6,1
ETU1585,S1,85.03,7,1
ETU1585,S2,71.75,14,3
ETU1586,S1,71.81,14,4
ETU1586,S2,100.0,0,2
ETU1587,S1,76.8,12,1
ETU1587,S2,91.83,4,3
ETU1588,S1,91.0,4,2
ETU1588,S2,87.53,6,3
ETU1589,S1,,16,5
ETU1589,S2,82.37,9,2
ETU1590,S1,63.46,18,8
ETU1590,S2,88.2,6,3
ETU1591,S1,85.28,7,4
ETU1591,S2,77.02,11,0
ETU1592,S1,,21,1
ETU1592,S2,59.14,20,2
ETU1593,S1,90.88,5,3
ETU1593,S2,84.63,8,4
ETU1594,S1,100.0,0,2
ETU1594,S2,92.35,4,1
ETU1595,S1,89.15,5,0
ETU1595,S2,91.61,4,1
ETU1596,S1,50.26,25,0
ETU1596,S2,97.16,1,3
ETU1597,S1,85.46,7,2
ETU1597,S2,89.56,5,1
ETU1598,S1,98.72,1,3
ETU1598,S2,72.95,14,3
ETU1599,S1,58.7,21,0
ETU1599,S2,80.91,10,0
ETU1600,S1,78.42,11,3
ETU1600,S2,65.88,17,2
ETU1601,S1,62.38,19,2
ETU1601,S2,98.6,1,2
ETU1602,S1,77.17,11,3
ETU1602,S2,77.72,11,0
ETU1603,S1,64.2,18,2
ETU1603,S2,98.54,1,1
ETU1604,S1,97.39,1,2
ETU1604,S2,69.1,15,5
ETU1605,S1,98.68,1,0
ETU1605,S2,80.11,10,3
ETU1606,S1,81.85,9,1
ETU1606,S2,97.29,1,1
ETU1607,S1,95.46,2,3
ETU1607,S2,89.26,5,4
ETU1608,S1,66.37,17,2
ETU1608,S2,,6,1
ETU1609,S1,73.58,13,4
ETU1609,S2,82.92,9,1
ETU1610,S1,89.01,5,2
ETU1610,S2,81.91,9,1
ETU1611,S1,77.24,11,1
ETU1611,S2,71.41,14,2
ETU1612,S1,76.79,12,5
ETU1612,S2,86.49,7,2
ETU1613,S1,83.15,8,6
ETU1613,S2,87.86,6,5
ETU1614,S1,100.0,0,2
ETU1614,S2,94.62,3,1
ETU1615,S1,82.39,9,1
ETU1615,S2,77.76,11,4
ETU1616,S1,84.45,8,3
ETU1616,S2,71.22,14,3
ETU1617,S1,88.57,6,2
ETU1617,S2,88.11,6,2
ETU1618,S1,76.7,12,2
ETU1618,S2,90.78,5,4
ETU1619,S1,92.68,4,2
ETU1619,S2,96.85,2,1
ETU1620,S1,64.38,18,1
ETU1620,S2,77.52,11,3
ETU1621,S1,77.14,11,4
ETU1621,S2,69.77,15,2
ETU1622,S1,81.8,9,1
ETU1622,S2,100.0,0,1
ETU1623,S1,75.43,12,3
ETU1623,S2,66.06,17,3
ETU1624,S1,90.42,5,5
ETU1624,S2,79.14,10,5
ETU1625,S1,82.14,9,2
ETU1625,S2,80.17,10,2
ETU1626,S1,77.87,11,3
ETU1626,S2,87.79,6,1
ETU1627,S1,82.8,9,4
ETU1627,S2,77.19,11,1
ETU1628,S1,82.69,9,2
ETU1628,S2,64.27,18,3
ETU1629,S1,94.84,3,1
ETU1629,S2,100.0,0,3
ETU1630,S1,74.38,13,3
ETU1630,S2,77.64,11,1
ETU1631,S1,100.0,0,7
ETU1631,S2,85.7,7,5
ETU1632,S1,83.88,8,3
ETU1632,S2,67.86,16,0
ETU1633,S1,95.55,2,1
ETU1633,S2,65.09,17,3
ETU1634,S1,97.51,1,3
ETU1634,S2,91.45,4,3
ETU1635,S1,86.68,7,2
ETU1635,S2,71.76,14,4
ETU1636,S1,72.18,14,3
ETU1636,S2,92.65,4,9
ETU1637,S1,49.68,25,6
ETU1637,S2,80.21,10,5
ETU1638,S1,92.8,4,2
ETU1638,S2,94.0,3,3
ETU1639,S1,58.85,21,0
ETU1639,S2,100.0,0,3
ETU1640,S1,68.67,16,3
ETU1640,S2,81.73,9,5
ETU1641,S1,88.62,6,1
ETU1641,S2,97.65,1,2
ETU1642,S1,54.96,23,3
ETU1642,S2,66.74,17,3
ETU1643,S1,73.07,13,3
ETU1643,S2,79.06,10,2
ETU1644,S1,71.29,14,4
ETU1644,S2,87.74,6,2
ETU1645,S1,100.0,0,6
ETU1645,S2,76.22,12,2
ETU1646,S1,80.19,10,3
ETU1646,S2,90.16,5,2
ETU1647,S1,100.0,0,7
ETU1647,S2,84.3,8,5
ETU1648,S1,80.04,10,2
ETU1648,S2,80.46,10,2
ETU1649,S1,64.77,18,5
ETU1649,S2,84.16,8,3
ETU1650,S1,87.83,6,2
ETU1650,S2,64.61,18,0
ETU1651,S1,78.92,11,3
ETU1651,S2,100.0,0,2
ETU1652,S1,86.1,7,2
ETU1652,S2,92.27,4,4
ETU1653,S1,75.48,12,5
ETU1653,S2,60.29,20,2
ETU1654,S1,69.31,15,2
ETU1654,S2,63.84,18,1
ETU1655,S1,92.48,4,4
ETU1655,S2,,12,2
ETU1656,S1,77.74,11,3
ETU1656,S2,82.91,9,2
ETU1657,S1,80.56,10,4
ETU1657,S2,86.43,7,2
ETU1658,S1,88.63,6,3
ETU1658,S2,90.88,5,2
ETU1659,S1,76.58,12,1
ETU1659,S2,83.69,8,7
ETU1660,S1,60.56,20,1
ETU1660,S2,62.58,19,2
ETU1661,S1,83.59,8,2
ETU1661,S2,74.32,13,5
ETU1662,S1,100.0,0,3
ETU1662,S2,77.91,11,2
ETU1663,S1,95.19,2,2
ETU1663,S2,82.62,9,5
ETU1664,S1,84.98,8,2
ETU1664,S2,78.68,11,1
ETU1665,S1,64.81,18,4
ETU1665,S2,81.32,9,4
ETU1666,S1,84.32,8,2
ETU1666,S2,85.78,7,3
ETU1667,S1,82.44,9,4
ETU1667,S2,77.52,11,2
ETU1668,S1,75.26,12,5
ETU1668,S2,92.27,4,3
ETU1669,S1,93.57,3,3
ETU1669,S2,84.49,8,2
ETU1670,S1,85.97,7,1
ETU1670,S2,85.54,7,3
ETU1671,S1,93.85,3,4
ETU1671,S2,68.76,16,1
ETU1672,S1,69.5,15,1
ETU1672,S2,88.51,6,2
ETU1673,S1,74.67,13,0
ETU1673,S2,82.68,9,4
ETU1674,S1,89.55,5,3
ETU1674,S2,84.24,8,4
ETU1675,S1,90.23,5,3
ETU1675,S2,88.31,6,1
ETU1676,S1,71.14,14,2
ETU1676,S2,86.79,7,1
ETU1677,S1,83.0,9,4
ETU1677,S2,67.65,16,1
ETU1678,S1,47.19,26,3
ETU1678,S2,62.54,19,1
ETU1679,S1,81.84,9,3
ETU1679,S2,84.3,8,1
ETU1680,S1,89.8,5,3
ETU1680,S2,88.23,6,0
ETU1681,S1,78.11,11,2
ETU1681,S2,100.0,0,2
ETU1682,S1,86.63,7,3
ETU1682,S2,93.68,3,2
ETU1683,S1,82.37,9,1
ETU1683,S2,86.88,7,1
ETU1684,S1,96.26,2,3
ETU1684,S2,77.2,11,4
ETU1685,S1,98.44,1,2
ETU1685,S2,72.92,14,2
ETU1686,S1,69.52,15,1
ETU1686,S2,72.85,14,6
ETU1687,S1,92.48,4,3
ETU1687,S2,91.93,4,4
ETU1688,S1,94.36,3,1
ETU1688,S2,67.42,16,3
ETU1689,S1,75.91,12,4
ETU1689,S2,74.47,13,4
ETU1690,S1,83.41,8,4
ETU1690,S2,87.87,6,0
ETU1691,S1,100.0,0,2
ETU1691,S2,100.0,0,5
ETU1692,S1,76.62,12,3
ETU1692,S2,93.9,3,2
ETU1693,S1,92.21,4,1
ETU1693,S2,85.98,7,4
ETU1694,S1,93.54,3,5
ETU1694,S2,72.79,14,2
ETU1695,S1,98.85,1,2
ETU1695,S2,94.25,3,3
ETU1696,S1,85.07,7,6
ETU1696,S2,100.0,0,3
ETU1697,S1,90.18,5,0
ETU1697,S2,73.09,13,5
ETU1698,S1,95.85,2,3
ETU1698,S2,80.64,10,1
ETU1699,S1,80.31,10,1
ETU1699,S2,79.25,10,3
ETU1700,S1,78.75,11,4
ETU1700,S2,88.71,6,3
ETU1701,S1,85.94,7,1
ETU1701,S2,79.72,10,4
ETU1702,S1,91.28,4,6
ETU1702,S2,87.59,6,7
ETU1703,S1,100.0,0,5
ETU1703,S2,65.68,17,2
ETU1704,S1,71.99,14,2
ETU1704,S2,100.0,0,4
ETU1705,S1,72.02,14,3
ETU1705,S2,64.54,18,0
ETU1706,S1,79.62,10,7
ETU1706,S2,74.9,13,2
ETU1707,S1,87.55,6,6
ETU1707,S2,100.0,0,2
ETU1708,S1,65.97,17,0
ETU1708,S2,69.85,15,2
ETU1709,S1,78.27,11,4
ETU1709,S2,71.44,14,5
ETU1710,S1,82.86,9,3
ETU1710,S2,67.41,16,2
ETU1711,S1,68.88,16,4
ETU1711,S2,81.76,9,5
ETU1712,S1,73.48,13,3
ETU1712,S2,100.0,0,2
ETU1713,S1,47.42,26,3
ETU1713,S2,77.83,11,0
ETU1714,S1,84.31,8,1
ETU1714,S2,76.23,12,6
ETU1715,S1,62.06,19,3
ETU1715,S2,94.3,3,3
ETU1716,S1,86.65,7,1
ETU1716,S2,67.67,16,1
ETU1717,S1,81.41,9,2
ETU1717,S2,82.94,9,1
ETU1718,S1,100.0,0,0
ETU1718,S2,79.57,10,2
ETU1719,S1,84.93,8,4
ETU1719,S2,75.21,12,2
ETU1720,S1,69.53,15,2
ETU1720,S2,75.56,12,3
ETU1721,S1,82.35,9,2
ETU1721,S2,86.04,7,1
ETU1722,S1,83.76,8,3
ETU1722,S2,74.49,13,5
ETU1723,S1,91.98,4,0
ETU1723,S2,74.86,13,3
ETU1724,S1,76.97,12,1
ETU1724,S2,77.31,11,3
ETU1725,S1,93.42,3,1
ETU1725,S2,71.24,14,2
ETU1726,S1,62.52,19,1
ETU1726,S2,70.54,15,2
ETU1727,S1,69.26,15,4
ETU1727,S2,65.57,17,5
ETU1728,S1,84.52,8,2
ETU1728,S2,65.91,17,0
ETU1729,S1,87.15,6,0
ETU1729,S2,,3,2
ETU1730,S1,62.29,19,1
ETU1730,S2,89.62,5,2
ETU1731,S1,90.59,5,2
ETU1731,S2,79.22,10,3
ETU1732,S1,78.74,11,2
ETU1732,S2,77.06,11,2
ETU1733,S1,99.51,0,4
ETU1733,S2,91.28,4,2
ETU1734,S1,92.32,4,0
ETU1734,S2,90.4,5,0
ETU1735,S1,74.42,13,5
ETU1735,S2,71.43,14,6
ETU1736,S1,100.0,0,4
ETU1736,S2,75.34,12,4
ETU1737,S1,98.88,1,8
ETU1737,S2,75.1,12,2
ETU1738,S1,69.47,15,4
ETU1738,S2,81.12,9,5
ETU1739,S1,59.08,20,4
ETU1739,S2,98.29,1,2
ETU1740,S1,91.19,4,4
ETU1740,S2,67.27,16,4
ETU1741,S1,64.79,18,2
ETU1741,S2,89.64,5,2
ETU1742,S1,73.47,13,4
ETU1742,S2,94.36,3,2
ETU1743,S1,49.3,25,0
ETU1743,S2,68.78,16,2
ETU1744,S1,92.68,4,4
ETU1744,S2,78.51,11,1
ETU1745,S1,66.68,17,3
ETU1745,S2,49.81,25,3
ETU1746,S1,94.61,3,4
ETU1746,S2,86.85,7,1
ETU1747,S1,94.15,3,3
ETU1747,S2,82.8,9,2
ETU1748,S1,90.85,5,3
ETU1748,S2,76.22,12,5
ETU1749,S1,100.0,0,3
ETU1749,S2,70.82,15,0
ETU1750,S1,51.42,24,2
ETU1750,S2,100.0,0,1
ETU1751,S1,100.0,0,1
ETU1751,S2,67.15,16,3
ETU1752,S1,83.02,8,4
ETU1752,S2,76.61,12,2
ETU1753,S1,95.38,2,2
ETU1753,S2,79.03,10,3
ETU1754,S1,100.0,0,6
ETU1754,S2,77.29,11,4
ETU1755,S1,84.67,8,5
ETU1755,S2,73.43,13,4
ETU1756,S1,100.0,0,1
ETU1756,S2,68.89,16,1
ETU1757,S1,91.94,4,2
ETU1757,S2,98.31,1,4
ETU1758,S1,59.75,20,2
ETU1758,S2,71.84,14,0
ETU1759,S1,84.97,8,3
ETU1759,S2,100.0,0,2
ETU1760,S1,85.28,7,3
ETU1760,S2,80.51,10,1
ETU1761,S1,71.76,14,2
ETU1761,S2,95.03,2,4
ETU1762,S1,56.62,22,4
ETU1762,S2,65.28,17,2
ETU1763,S1,90.27,5,3
ETU1763,S2,57.76,21,4
ETU1764,S1,100.0,0,3
ETU1764,S2,95.14,2,0
ETU1765,S1,65.49,17,1
ETU1765,S2,84.91,8,1
ETU1766,S1,80.89,10,2
ETU1766,S2,90.09,5,0
ETU1767,S1,88.36,6,3
ETU1767,S2,88.63,6,2
ETU1768,S1,91.88,4,2
ETU1768,S2,100.0,0,4
ETU1769,S1,53.45,23,5
ETU1769,S2,68.16,16,5
ETU1770,S1,83.23,8,4
ETU1770,S2,91.13,4,5
ETU1771,S1,72.68,14,5
ETU1771,S2,65.59,17,2
ETU1772,S1,83.26,8,3
ETU1772,S2,87.2,6,2
ETU1773,S1,89.13,5,5
ETU1773,S2,85.91,7,4
ETU1774,S1,85.17,7,5
ETU1774,S2,86.08,7,3
ETU1775,S1,91.4,4,4
ETU1775,S2,74.08,13,2
ETU1776,S1,77.35,11,2
ETU1776,S2,100.0,0,5
ETU1777,S1,69.23,15,4
ETU1777,S2,94.92,3,4
ETU1778,S1,88.11,6,3
ETU1778,S2,81.62,9,3
ETU1779,S1,75.48,12,2
ETU1779,S2,99.35,0,3
ETU1780,S1,92.09,4,5
ETU1780,S2,90.55,5,2
ETU1781,S1,100.0,0,1
ETU1781,S2,99.64,0,2
ETU1782,S1,100.0,0,2
ETU1782,S2,78.85,11,3
ETU1783,S1,86.83,7,3
ETU1783,S2,95.41,2,3
ETU1784,S1,93.32,3,3
ETU1784,S2,71.12,14,4
ETU1785,S1,85.99,7,3
ETU1785,S2,96.93,2,0
ETU1786,S1,80.96,10,0
ETU1786,S2,81.52,9,6
ETU1787,S1,85.58,7,1
ETU1787,S2,67.57,16,5
ETU1788,S1,75.15,12,2
ETU1788,S2,74.62,13,6
ETU1789,S1,76.83,12,4
ETU1789,S2,73.27,13,3
ETU1790,S1,88.27,6,3
ETU1790,S2,99.53,0,4
ETU1791,S1,91.1,4,3
ETU1791,S2,84.98,8,3
ETU1792,S1,88.39,6,1
ETU1792,S2,,11,3
ETU1793,S1,79.06,10,2
ETU1793,S2,82.54,9,4
ETU1794,S1,69.14,15,2
ETU1794,S2,92.75,4,2
ETU1795,S1,85.87,7,2
ETU1795,S2,73.93,13,6
ETU1796,S1,63.55,18,0
ETU1796,S2,90.19,5,4
ETU1797,S1,81.65,9,2
ETU1797,S2,79.05,10,1
ETU1798,S1,92.19,4,2
ETU1798,S2,72.55,14,2
ETU1799,S1,90.08,5,1
ETU1799,S2,72.99,14,4
