age_entrepreneur,niveau_formation,region_togo,budget_demande_fcfa,projet_finance
34.0,Technique/EPL,Centrale,1018844.8455577072,1
25.0,Aucune,Maritime,587372.9908946474,0
19.0,Technique/EPL,Maritime,448604.09500366997,0
25.0,Aucune,Savanes,631584.0589003817,0
24.0,Aucune,Plateaux,666064.6352937561,0
19.0,Universitaire,Kara,271188.506262645,0
20.0,Universitaire,Kara,661359.8139707213,0
29.0,Universitaire,Maritime,824066.2164664813,0
18.0,Commerciale,Kara,1482791.477852921,1
29.0,Universitaire,Maritime,1269236.468375308,0
22.0,Universitaire,Savanes,1433627.0274066667,0
34.0,Aucune,Plateaux,208398.85371211678,1
33.0,Universitaire,Savanes,445475.30863034294,1
32.0,Technique/EPL,Centrale,1283775.761471237,1
32.0,Commerciale,Centrale,861627.9094100245,1
,Commerciale,Centrale,205327.6423854732,0
31.0,Universitaire,Savanes,1832167.495491405,0
19.0,Aucune,Kara,1681966.7289838775,0
28.0,Commerciale,Plateaux,995000.8811622349,0
24.0,Universitaire,Centrale,268775.0299764279,0
23.0,Aucune,Centrale,1654637.6559099793,0
19.0,Technique/EPL,Centrale,1076381.764591718,1
23.0,Universitaire,Plateaux,1723076.6420252807,0
19.0,Aucune,Centrale,1593306.860907043,0
32.0,Commerciale,Plateaux,1824562.067851931,1
19.0,Technique/EPL,Centrale,929827.9003508778,1
23.0,Aucune,Savanes,351200.3076844241,0
18.0,Commerciale,Savanes,1312176.2852941025,0
32.0,Technique/EPL,Plateaux,1168831.6069352843,1
27.0,Universitaire,Savanes,1555777.5216283964,0
34.0,Aucune,Plateaux,386186.2222635122,1
22.0,Aucune,Savanes,416882.1944608369,0
21.0,Universitaire,Savanes,2411004.744181459,0
27.0,Universitaire,Plateaux,1586205.55887121,0
34.0,Universitaire,Kara,2588453.3639455605,1
27.0,Universitaire,Savanes,1621777.8026227807,0
34.0,Universitaire,Centrale,1109204.1659771153,0
22.0,Aucune,Kara,1261700.2105589255,0
19.0,Technique/EPL,Plateaux,2399378.2101996536,1
23.0,Commerciale,Kara,1064663.5352040355,0
19.0,Universitaire,Maritime,1200736.287931406,0
30.0,Universitaire,Maritime,370167.7733505429,0
28.0,Technique/EPL,Savanes,842304.3058166896,1
28.0,Technique/EPL,Savanes,1460180.3008714286,1
33.0,Universitaire,Centrale,516002.94692998554,0
28.0,Commerciale,Kara,425965.25423179264,1
32.0,Universitaire,Maritime,576625.2169752993,0
33.0,Commerciale,Savanes,476413.3081343457,0
28.0,Universitaire,Kara,441960.27699255,0
33.0,Aucune,Savanes,753125.8681164362,0
25.0,Technique/EPL,Savanes,2584212.9567688885,1
21.0,Aucune,Maritime,907367.0995586321,0
25.0,Technique/EPL,Maritime,408156.8904442585,1
21.0,Commerciale,Savanes,280095.3508884464,1
20.0,Technique/EPL,Plateaux,1391241.3448538466,1
20.0,Universitaire,Savanes,682560.156609827,0
22.0,Aucune,Savanes,1925022.4411216057,0
27.0,Technique/EPL,Centrale,1277371.7798567642,0
23.0,Technique/EPL,Centrale,1790819.567208323,1
18.0,Technique/EPL,Centrale,7760701.677815579,1
22.0,Universitaire,Plateaux,1378821.5082024154,0
26.0,Technique/EPL,Plateaux,506609.3821336808,1
29.0,Universitaire,Savanes,2998004.659351054,1
31.0,Aucune,Centrale,1211630.1863237577,0
19.0,Aucune,Plateaux,592319.5905358595,0
34.0,Technique/EPL,Maritime,514042.2865163482,1
31.0,Universitaire,Savanes,411865.61829269567,0
30.0,Universitaire,Kara,1386267.0107574805,0
26.0,Technique/EPL,Savanes,446816.06353752036,1
32.0,Technique/EPL,Kara,1104617.2971291463,1
32.0,Universitaire,Centrale,507388.34100909904,0
28.0,Aucune,Kara,1284617.5084116822,0
33.0,Technique/EPL,Centrale,1887073.7152896344,1
34.0,Commerciale,Maritime,1705191.6114338844,1
21.0,Universitaire,Kara,1630669.87412652,0
18.0,Technique/EPL,Savanes,407913.1323319335,0
25.0,Commerciale,Centrale,292537.4690050798,1
34.0,Universitaire,Savanes,1400475.023657181,0
20.0,Technique/EPL,Plateaux,659415.424719779,1
32.0,Universitaire,Centrale,766243.5996412856,0
32.0,Universitaire,Kara,231644.5414613038,0
,Technique/EPL,Centrale,500532.89067824744,1
31.0,Technique/EPL,Savanes,234256.51522757977,1
19.0,Technique/EPL,Maritime,2313501.223936789,1
30.0,Universitaire,Centrale,478916.18299494556,0
31.0,Technique/EPL,Kara,1014946.9038555039,1
24.0,Commerciale,Plateaux,239759.35168054595,1
20.0,Universitaire,Maritime,1299154.6096145082,0
32.0,Aucune,Plateaux,590124.3994323304,0
31.0,Universitaire,Centrale,2481990.494660967,0
28.0,Technique/EPL,Savanes,2390312.2232037415,1
32.0,Universitaire,Savanes,593473.2265421359,1
30.0,Universitaire,Kara,2512240.5138111794,0
23.0,Technique/EPL,Savanes,5761677.236148372,1
20.0,Technique/EPL,Maritime,1945347.3539422618,1
32.0,Aucune,Savanes,2063500.4918520302,0
22.0,Aucune,Kara,486361.2599209348,0
27.0,Technique/EPL,Centrale,1059679.7985106655,0
24.0,Technique/EPL,Centrale,269624.4072573011,1
34.0,Commerciale,Savanes,299729.6618480547,1
24.0,Technique/EPL,Plateaux,7005751.219889281,1
29.0,Technique/EPL,Centrale,595474.0594095893,1
34.0,Universitaire,Savanes,1579056.2676291121,0
30.0,Aucune,Kara,1843331.1177315945,0
21.0,Commerciale,Savanes,2152092.115143325,1
27.0,Universitaire,Centrale,6244147.186043234,1
20.0,Universitaire,Kara,476407.8463965971,0
26.0,Aucune,Savanes,241187.50595694294,0
30.0,Technique/EPL,Maritime,729654.3060913828,1
32.0,Technique/EPL,Kara,339354.7955739564,1
21.0,Commerciale,Maritime,3340217.5992382187,0
32.0,Aucune,Plateaux,646954.2425253328,0
19.0,Technique/EPL,Kara,1731265.804358061,1
32.0,Commerciale,Maritime,1035127.170803246,1
25.0,Technique/EPL,Centrale,575097.8791544164,1
25.0,Technique/EPL,Centrale,1262305.4479496665,1
34.0,Aucune,Plateaux,463989.21839175496,0
29.0,Commerciale,Kara,214485.86137203933,1
27.0,Aucune,Kara,1645421.9963349102,0
26.0,Universitaire,Kara,1177483.083988966,0
22.0,Universitaire,Plateaux,1636756.9459094217,0
,Technique/EPL,Kara,239716.37332766474,1
19.0,Universitaire,Centrale,2014739.2606929003,0
,Aucune,Maritime,1166337.96091396,0
23.0,Technique/EPL,Centrale,1028727.1860742521,1
22.0,Universitaire,Centrale,1179800.577252186,1
18.0,Commerciale,Maritime,2198291.11693322,1
23.0,Universitaire,Centrale,1084153.9606919447,0
23.0,Universitaire,Plateaux,1069765.9409838188,0
,Aucune,Maritime,4875502.210787052,1
21.0,Aucune,Centrale,1613584.0281196996,0
28.0,Aucune,Savanes,783922.9883345892,0
26.0,Technique/EPL,Centrale,1428938.5376562178,1
20.0,Technique/EPL,Plateaux,693035.5950481086,1
25.0,Technique/EPL,Kara,459905.39120417443,0
22.0,Technique/EPL,Centrale,1108451.2334188311,1
21.0,Technique/EPL,Kara,2833621.5041162344,1
23.0,Universitaire,Savanes,2847042.4058655617,1
19.0,Commerciale,Centrale,618406.4037702631,0
,Technique/EPL,Maritime,950093.1924870727,0
21.0,Commerciale,Kara,437795.2381875633,0
32.0,Commerciale,Savanes,5633246.192014816,1
23.0,Aucune,Maritime,4169541.312324312,0
34.0,Universitaire,Maritime,1248420.049886096,0
23.0,Universitaire,Maritime,1831755.4037065764,0
19.0,Universitaire,Maritime,1455617.6035847878,0
32.0,Technique/EPL,Centrale,1099330.9136890182,1
28.0,Universitaire,Centrale,254823.72639196744,0
25.0,Technique/EPL,Centrale,806537.1787904518,1
30.0,Universitaire,Savanes,1323272.7809391317,0
29.0,Universitaire,Savanes,1331750.175097633,0
22.0,Universitaire,Savanes,667004.3211463478,0
23.0,Universitaire,Plateaux,3042015.744951548,0
21.0,Universitaire,Savanes,383150.3388230584,0
18.0,Aucune,Centrale,893866.3315181398,0
,Technique/EPL,Centrale,1374038.5921414737,1
29.0,Commerciale,Plateaux,1394470.7782097186,0
32.0,Technique/EPL,Plateaux,1245940.970982072,1
18.0,Aucune,Savanes,521981.2389614336,0
31.0,Aucune,Kara,369847.5639709573,0
23.0,Technique/EPL,Plateaux,1210437.4874923895,1
22.0,Commerciale,Maritime,1114547.542460641,0
28.0,Universitaire,Centrale,397665.8936465737,0
21.0,Commerciale,Maritime,1421251.7138184886,0
30.0,Universitaire,Centrale,807285.1152877792,0
28.0,Technique/EPL,Centrale,1301899.4603112151,1
20.0,Technique/EPL,Plateaux,2016259.6409227902,1
18.0,Universitaire,Plateaux,386002.4372223012,0
23.0,Aucune,Maritime,219330.50412064104,0
27.0,Commerciale,Centrale,1710056.8770709059,0
22.0,Commerciale,Maritime,1140833.0077192397,1
27.0,Technique/EPL,Kara,1402772.0908780012,1
29.0,Commerciale,Maritime,2021116.0373501086,1
19.0,Commerciale,Savanes,1823592.2887795353,0
30.0,Universitaire,Maritime,3442148.211508191,0
25.0,Aucune,Savanes,967730.8202762632,0
19.0,Technique/EPL,Savanes,870399.1553276017,1
18.0,Universitaire,Savanes,713975.9138744406,0
22.0,Technique/EPL,Kara,366870.7884606378,1
26.0,Aucune,Maritime,1050051.8592211518,0
34.0,Universitaire,Maritime,524363.3796926085,0
26.0,Aucune,Kara,2742207.5819010013,0
28.0,Universitaire,Centrale,1075126.7261114472,0
32.0,Commerciale,Plateaux,1098549.4937326824,0
23.0,Commerciale,Maritime,638388.164165674,1
20.0,Technique/EPL,Plateaux,253389.54469916885,1
34.0,Commerciale,Kara,232258.52154060482,1
22.0,Aucune,Centrale,750494.0203134059,0
29.0,Aucune,Centrale,288356.3298667568,0
31.0,Universitaire,Centrale,1133556.3168130256,0
28.0,Technique/EPL,Kara,2328404.96823145,1
26.0,Technique/EPL,Savanes,2344853.5451518144,1
19.0,Universitaire,Savanes,1276005.9781094082,0
29.0,Aucune,Plateaux,437282.8308093513,1
20.0,Technique/EPL,Savanes,2187751.2246541204,1
20.0,Technique/EPL,Savanes,2372376.774660524,1
18.0,Universitaire,Centrale,418969.2570072109,0
25.0,Universitaire,Centrale,1537222.6585696405,0
25.0,Technique/EPL,Plateaux,537600.2410770677,1
28.0,Technique/EPL,Maritime,1822727.3894179917,1
26.0,Aucune,Plateaux,6091763.9841023525,0
22.0,Aucune,Plateaux,230486.0174620235,0
31.0,Universitaire,Kara,2476584.7094790316,0
,Technique/EPL,Kara,1174530.554457563,1
22.0,Aucune,Plateaux,3826190.8617206775,0
22.0,Universitaire,Plateaux,825506.3220133939,0
31.0,Universitaire,Plateaux,2079856.0713286728,0
21.0,Universitaire,Savanes,264425.53402568435,0
30.0,Technique/EPL,Kara,608387.9505710341,1
27.0,Technique/EPL,Plateaux,269367.80364152463,1
25.0,Technique/EPL,Centrale,3902699.8565974687,1
25.0,Aucune,Centrale,1898126.5530907295,0
24.0,Universitaire,Savanes,2114248.6548671396,0
25.0,Commerciale,Savanes,2980060.267792967,1
31.0,Universitaire,Maritime,288944.3196873209,0
23.0,Universitaire,Maritime,687105.1787210219,0
18.0,Technique/EPL,Maritime,273684.09635684104,1
32.0,Universitaire,Savanes,436726.76380501274,1
18.0,Technique/EPL,Savanes,460541.4369764079,0
34.0,Universitaire,Savanes,833195.182169968,0
18.0,Technique/EPL,Centrale,512743.04839958233,0
32.0,Aucune,Savanes,306447.8919903133,0
19.0,Technique/EPL,Centrale,383311.3533939617,0
,Commerciale,Maritime,359318.83591295435,1
25.0,Technique/EPL,Maritime,3814766.832999243,1
25.0,Aucune,Maritime,1624172.8043015546,0
24.0,Technique/EPL,Plateaux,3634592.8111842913,1
23.0,Universitaire,Plateaux,779355.1856472514,0
23.0,Universitaire,Kara,526240.6327821875,0
20.0,Universitaire,Kara,1800940.1073184703,0
24.0,Aucune,Kara,594901.9720502682,0
25.0,Universitaire,Plateaux,555794.4369921287,0
27.0,Technique/EPL,Plateaux,464624.60698817665,1
32.0,Commerciale,Kara,338893.14484692167,1
32.0,Universitaire,Kara,496336.8317562342,0
18.0,Aucune,Savanes,639000.8191711649,0
24.0,Aucune,Kara,1320840.1313491105,0
21.0,Aucune,Savanes,264607.6885636641,0
23.0,Technique/EPL,Centrale,436364.23527484154,0
18.0,Technique/EPL,Plateaux,1855605.6297563987,1
22.0,Universitaire,Kara,5383563.061866493,0
18.0,Technique/EPL,Plateaux,619531.2944675591,1
21.0,Technique/EPL,Plateaux,2199957.1820367426,1
19.0,Aucune,Plateaux,368330.2663516988,0
27.0,Aucune,Centrale,286360.86383903964,0
22.0,Commerciale,Maritime,862691.6835373415,0
27.0,Technique/EPL,Kara,560137.3759277891,1
18.0,Universitaire,Maritime,1028756.9932812718,0
23.0,Commerciale,Maritime,1828645.6581731285,0
30.0,Universitaire,Maritime,347512.663134719,0
32.0,Commerciale,Plateaux,1069166.4415363627,1
21.0,Technique/EPL,Savanes,904225.843728193,1
30.0,Commerciale,Plateaux,355576.9468113575,1
32.0,Aucune,Plateaux,1178162.1077519031,1
25.0,Aucune,Maritime,519710.09457124444,0
22.0,Universitaire,Plateaux,869107.1096949889,0
32.0,Commerciale,Maritime,285854.581910108,1
21.0,Commerciale,Savanes,815416.1715059916,0
29.0,Aucune,Kara,565951.3629547136,0
30.0,Technique/EPL,Maritime,1928115.661144482,0
19.0,Commerciale,Savanes,258666.43774561698,1
21.0,Technique/EPL,Kara,742328.8036950722,1
21.0,Universitaire,Centrale,813285.5799895035,0
28.0,Commerciale,Maritime,1491006.2771928369,1
22.0,Technique/EPL,Maritime,1053991.2195648272,1
28.0,Technique/EPL,Centrale,1300250.641618203,1
27.0,Technique/EPL,Centrale,1700804.5438400286,1
25.0,Technique/EPL,Maritime,2181973.500157835,1
23.0,Commerciale,Centrale,576696.176065664,0
23.0,Technique/EPL,Plateaux,972239.5349174069,1
25.0,Commerciale,Kara,2033257.182239636,0
32.0,Aucune,Kara,4751736.625285726,0
31.0,Commerciale,Kara,2402914.5338737806,0
28.0,Technique/EPL,Plateaux,664367.1642007787,1
29.0,Aucune,Centrale,417119.876648513,0
30.0,Aucune,Savanes,872154.1589399757,0
25.0,Universitaire,Centrale,1553406.93726407,0
18.0,Universitaire,Maritime,878394.6773351387,0
32.0,Commerciale,Kara,860062.2980074906,1
25.0,Aucune,Centrale,30323734.629147977,1
28.0,Aucune,Savanes,648482.9164564947,0
29.0,Universitaire,Maritime,2164647.3223044425,0
29.0,Technique/EPL,Plateaux,722231.7620615014,1
21.0,Technique/EPL,Plateaux,597843.8820868782,1
33.0,Commerciale,Savanes,805117.8257517129,0
21.0,Commerciale,Maritime,1637364.3485470058,0
22.0,Commerciale,Kara,334677.2235398131,1
22.0,Universitaire,Centrale,418677.55856222415,0
25.0,Technique/EPL,Maritime,3225054.5124385473,1
27.0,Technique/EPL,Plateaux,392967.9822509712,1
34.0,Universitaire,Savanes,1038698.6813733884,1
26.0,Commerciale,Savanes,1065869.676098229,0
31.0,Aucune,Centrale,872608.475314532,0
25.0,Technique/EPL,Savanes,1234920.1372226416,1
26.0,Aucune,Savanes,461139.75801851787,0
28.0,Universitaire,Maritime,1004441.4165829486,0
18.0,Commerciale,Kara,665491.0347280817,1
31.0,Universitaire,Centrale,1283725.428774483,0
22.0,Technique/EPL,Maritime,352246.6276210457,1
31.0,Commerciale,Kara,1046012.6592375629,0
21.0,Universitaire,Maritime,404898.94517069904,0
18.0,Aucune,Maritime,526621.2061051412,0
25.0,Technique/EPL,Savanes,446808.6236695056,1
32.0,Technique/EPL,Kara,401917.64797961735,1
32.0,Aucune,Centrale,1947040.160103516,0
26.0,Commerciale,Centrale,536462.8313906887,0
26.0,Technique/EPL,Kara,2818992.9190405374,1
27.0,Commerciale,Savanes,3704111.736452182,1
26.0,Technique/EPL,Plateaux,1046905.7004785137,1
20.0,Aucune,Maritime,354318.6703802286,0
28.0,Technique/EPL,Savanes,669281.0797548315,1
23.0,Aucune,Kara,1798163.0302172874,0
19.0,Technique/EPL,Maritime,657902.3123486685,1
24.0,Commerciale,Centrale,291038.25760420156,1
19.0,Universitaire,Plateaux,1013700.0983889578,0
34.0,Universitaire,Centrale,2065110.1532481331,0
28.0,Aucune,Kara,1789274.50289189,0
29.0,Aucune,Maritime,392521.164552017,0
24.0,Aucune,Kara,1317075.5334398083,0
23.0,Universitaire,Maritime,449108.05994845787,0
18.0,Aucune,Savanes,446165.9631117443,0
34.0,Technique/EPL,Plateaux,2272043.1637373576,1
28.0,Universitaire,Savanes,487240.7734921321,0
34.0,Technique/EPL,Savanes,505503.0557664905,1
24.0,Aucune,Kara,200653.60431407037,0
34.0,Technique/EPL,Plateaux,2245380.533288722,1
26.0,Commerciale,Maritime,1773080.9748645832,1
34.0,Universitaire,Maritime,1187059.1119225868,1
25.0,Technique/EPL,Centrale,1587357.9823197974,1
34.0,Aucune,Maritime,364931.91773662984,1
24.0,Commerciale,Kara,813086.4938250955,1
18.0,Universitaire,Savanes,632660.6584843427,0
30.0,Technique/EPL,Savanes,298469.34359420754,1
34.0,Commerciale,Savanes,865785.9080413011,1
30.0,Technique/EPL,Plateaux,2735017.2797059272,1
33.0,Universitaire,Maritime,240883.57876099896,0
25.0,Universitaire,Kara,544550.053403859,0
18.0,Technique/EPL,Plateaux,432614.42908307974,0
31.0,Commerciale,Centrale,472001.20069694397,1
32.0,Universitaire,Kara,2590701.282384658,1
19.0,Universitaire,Kara,831241.5992576712,0
34.0,Aucune,Kara,827920.2956612405,1
23.0,Aucune,Savanes,1629517.7469038651,0
21.0,Technique/EPL,Kara,367817.8901122985,1
18.0,Universitaire,Maritime,867996.8270904791,0
25.0,Technique/EPL,Kara,762092.9783514891,1
24.0,Universitaire,Savanes,1108597.1300409066,0
20.0,Universitaire,Kara,7923529.52206246,1
27.0,Aucune,Centrale,1667282.7234727733,0
,Universitaire,Centrale,707274.7738643459,0
31.0,Aucune,Savanes,1957665.6392285076,0
19.0,Commerciale,Maritime,387183.39236116805,0
18.0,Technique/EPL,Maritime,230937.34889873723,0
24.0,Aucune,Plateaux,428719.5338309462,0
25.0,Technique/EPL,Savanes,616139.2083323083,1
18.0,Technique/EPL,Kara,914535.8101105604,0
,Universitaire,Savanes,1154847.4309407133,0
25.0,Universitaire,Plateaux,2614698.549791932,0
32.0,Universitaire,Savanes,913051.9925597378,0
22.0,Aucune,Savanes,895701.7298959527,0
20.0,Aucune,Plateaux,251549.12692356863,0
18.0,Aucune,Maritime,235535.52656471496,0
32.0,Universitaire,Kara,1001088.7173364689,0
25.0,Commerciale,Plateaux,776571.2967708982,1
19.0,Technique/EPL,Centrale,2027472.0079048132,0
20.0,Aucune,Maritime,375162.74400455947,0
31.0,Universitaire,Centrale,225288.7439113204,0
31.0,Commerciale,Maritime,796090.8315243777,1
28.0,Universitaire,Kara,471124.64860387327,0
33.0,Commerciale,Kara,250887.45395069878,1
21.0,Technique/EPL,Savanes,1489524.4721100857,0
22.0,Aucune,Centrale,318325.3076111503,0
31.0,Commerciale,Maritime,1137308.8225665996,1
33.0,Universitaire,Kara,529963.117211249,0
24.0,Technique/EPL,Plateaux,390550.5829726725,1
27.0,Universitaire,Kara,677635.1117446678,0
24.0,Commerciale,Plateaux,1816693.0485158283,1
18.0,Universitaire,Maritime,697734.3182437554,0
33.0,Universitaire,Kara,1589377.7065919563,1
21.0,Technique/EPL,Kara,334087.3148911332,1
19.0,Universitaire,Maritime,1681798.8063188635,0
18.0,Universitaire,Kara,470409.8660721168,0
32.0,Commerciale,Plateaux,1331320.8174510563,0
22.0,Commerciale,Kara,1034207.5416502617,0
28.0,Commerciale,Centrale,2847115.7526284796,0
27.0,Aucune,Savanes,689916.6119665636,0
19.0,Universitaire,Plateaux,268455.71810228017,0
,Universitaire,Centrale,219341.32897289153,0
29.0,Universitaire,Maritime,1953646.4518784254,0
22.0,Universitaire,Plateaux,943884.0774735607,0
22.0,Commerciale,Savanes,1692740.140285175,1
23.0,Technique/EPL,Savanes,467128.877244031,1
26.0,Universitaire,Maritime,623247.9072665228,0
19.0,Aucune,Maritime,230566.29797262722,0
29.0,Technique/EPL,Plateaux,3456897.695846931,1
20.0,Universitaire,Kara,1302222.5178123869,0
29.0,Universitaire,Maritime,2906128.365401637,0
34.0,Technique/EPL,Kara,508560.3922012319,1
27.0,Aucune,Centrale,1145368.4487618944,1
31.0,Universitaire,Savanes,1334757.6366812573,0
34.0,Aucune,Kara,582065.5754648314,0
34.0,Aucune,Savanes,2084593.6679081952,0
31.0,Aucune,Kara,3140514.4851815086,1
26.0,Aucune,Centrale,2361564.097437392,0
25.0,Aucune,Maritime,1543491.5173846714,0
19.0,Technique/EPL,Centrale,524988.9739966056,1
30.0,Technique/EPL,Maritime,530751.0925686839,1
24.0,Commerciale,Maritime,3506623.48501243,1
26.0,Universitaire,Savanes,210337.74678407845,0
28.0,Universitaire,Centrale,1458957.0184243082,0
31.0,Aucune,Kara,1425013.1499674364,0
21.0,Technique/EPL,Centrale,1174686.9316163282,0
30.0,Universitaire,Savanes,4816114.465417971,0
19.0,Aucune,Maritime,573791.2176857879,0
22.0,Technique/EPL,Savanes,615472.8142540341,0
28.0,Universitaire,Plateaux,282229.4500449138,0
23.0,Universitaire,Plateaux,784827.6927599994,0
27.0,Aucune,Kara,502523.0249191164,0
21.0,Technique/EPL,Savanes,620660.0215727316,1
26.0,Universitaire,Kara,1999217.9562535265,1
23.0,Aucune,Kara,2940849.983650983,0
19.0,Universitaire,Plateaux,405467.045364507,0
34.0,Universitaire,Kara,666025.8416288361,0
22.0,Commerciale,Plateaux,2839885.542104075,1
23.0,Technique/EPL,Maritime,263801.1511301713,1
29.0,Commerciale,Savanes,296908.03662038804,0
27.0,Universitaire,Kara,377681.52545606485,1
23.0,Technique/EPL,Plateaux,1104393.866370371,1
25.0,Aucune,Centrale,363074.6968560788,0
19.0,Universitaire,Kara,3644409.1497533773,0
29.0,Technique/EPL,Maritime,791881.1850860887,1
30.0,Technique/EPL,Maritime,896187.7190159892,1
24.0,Aucune,Centrale,483236.7884570469,0
27.0,Commerciale,Plateaux,836691.712772077,1
30.0,Universitaire,Kara,1284453.8913974355,0
34.0,Universitaire,Plateaux,1591014.0290675084,0
31.0,Technique/EPL,Maritime,1601887.6376332715,1
19.0,Aucune,Plateaux,1062491.9714380526,0
28.0,Universitaire,Maritime,2547161.783758407,0
18.0,Technique/EPL,Plateaux,1900500.2871341645,0
,Aucune,Centrale,1614891.8581217476,0
28.0,Universitaire,Savanes,257211.32054820683,0
25.0,Commerciale,Centrale,206901.72442149476,1
28.0,Universitaire,Centrale,438824.9609303227,0
21.0,Universitaire,Savanes,1289227.2479973312,1
34.0,Commerciale,Savanes,729664.4467711059,1
24.0,Technique/EPL,Kara,714844.1192801495,1
25.0,Universitaire,Kara,2359237.3111684346,1
20.0,Commerciale,Centrale,2459169.8060308956,1
,Aucune,Centrale,2598823.608157773,0
32.0,Universitaire,Maritime,576699.9360208828,0
