age_entrepreneur,niveau_formation,region_togo,budget_demande_fcfa,projet_finance
30.0,Commerciale,Kara,582072.7256255981,0
21.0,Technique/EPL,Maritime,500278.9486528123,0
18.0,Aucune,Centrale,291667.25048274297,0
34.0,Technique/EPL,Plateaux,294218.64509082306,0
25.0,Aucune,Maritime,414740.72320888843,0
19.0,Commerciale,Plateaux,251882.08659644597,0
25.0,Aucune,Savanes,1184722.2065369943,0
24.0,Universitaire,Centrale,538732.1915090622,0
19.0,Commerciale,Centrale,528151.3066563162,0
20.0,Commerciale,Savanes,603464.5519124719,0
29.0,Universitaire,Centrale,1287068.0037153647,0
18.0,Commerciale,Kara,2245108.7664667172,0
29.0,Commerciale,Plateaux,1623319.1265636466,0
22.0,Universitaire,Maritime,1500223.937513424,0
34.0,Universitaire,Savanes,862406.9126420686,0
33.0,Universitaire,Kara,1383534.9440859107,0
,Universitaire,Maritime,1004665.2104884366,0
32.0,Universitaire,Maritime,443665.86095743964,0
22.0,Technique/EPL,Savanes,433937.0518080905,0
31.0,Technique/EPL,Kara,551533.9058581959,0
19.0,Aucune,Maritime,2616904.1834522644,0
28.0,Aucune,Maritime,992779.3354933343,0
24.0,Technique/EPL,Kara,1523903.3078988914,0
23.0,Aucune,Centrale,625502.66551758,0
19.0,Universitaire,Maritime,723768.642197926,0
23.0,Technique/EPL,Plateaux,334177.97720071406,0
19.0,Commerciale,Kara,387890.986702149,0
32.0,Aucune,Maritime,1956526.8218451159,0
19.0,Technique/EPL,Savanes,1079087.995025951,0
23.0,Universitaire,Plateaux,611783.7274302004,0
18.0,Universitaire,Maritime,1823796.5510412196,0
32.0,Aucune,Plateaux,483052.6788331939,0
27.0,Commerciale,Plateaux,3931064.819276881,0
34.0,Commerciale,Centrale,622841.6206538512,0
22.0,Technique/EPL,Plateaux,611449.4096024003,0
21.0,Technique/EPL,Centrale,573838.4049677176,0
27.0,Commerciale,Kara,330235.7047169282,0
34.0,Universitaire,Centrale,317812.32683387975,0
27.0,Universitaire,Savanes,1244422.541475108,0
34.0,Commerciale,Maritime,2280386.344329705,0
22.0,Technique/EPL,Kara,1763129.4454706733,0
19.0,Technique/EPL,Kara,352111.6198154101,0
23.0,Technique/EPL,Savanes,988738.0677014347,0
19.0,Universitaire,Centrale,4673890.866797479,0
30.0,Universitaire,Maritime,246352.513449296,0
28.0,Universitaire,Centrale,1268235.9354253917,0
28.0,Technique/EPL,Plateaux,966045.5263797392,0
33.0,Technique/EPL,Centrale,285583.6895784503,0
28.0,Technique/EPL,Kara,235564.22253262572,0
32.0,Universitaire,Maritime,4781103.467700371,0
33.0,Universitaire,Centrale,230481.19963279372,0
28.0,Aucune,Maritime,787937.5317722403,0
33.0,Commerciale,Maritime,902428.1651828354,0
25.0,Aucune,Plateaux,324747.39689554746,0
21.0,Commerciale,Plateaux,385199.82917627407,0
25.0,Aucune,Kara,633563.7118626046,0
21.0,Universitaire,Savanes,1634123.6671587664,0
20.0,Aucune,Maritime,907413.3076802647,0
20.0,Commerciale,Savanes,1215840.0391169589,0
22.0,Technique/EPL,Kara,4411410.323801596,0
27.0,Aucune,Maritime,1661041.3356644483,0
23.0,Technique/EPL,Maritime,769800.094123287,0
18.0,Aucune,Savanes,791388.603334583,0
22.0,Aucune,Centrale,1164357.8597299904,0
26.0,Commerciale,Plateaux,1294715.5162141912,0
29.0,Technique/EPL,Centrale,894570.0440235692,0
31.0,Universitaire,Savanes,1235246.644248737,0
19.0,Universitaire,Plateaux,223813.8056288028,0
34.0,Universitaire,Centrale,761457.494656059,0
31.0,Aucune,Plateaux,527030.2592180325,0
30.0,Technique/EPL,Maritime,338313.60375366,0
26.0,Universitaire,Centrale,304856.767903118,0
32.0,Commerciale,Plateaux,1124303.1598516793,0
32.0,Technique/EPL,Plateaux,941498.5900167895,0
28.0,Technique/EPL,Plateaux,492472.35019573104,0
33.0,Technique/EPL,Centrale,836672.444722634,0
34.0,Commerciale,Kara,877731.2493544943,0
21.0,Technique/EPL,Centrale,416924.1574501678,0
18.0,Technique/EPL,Savanes,1255820.2541706986,0
25.0,Commerciale,Centrale,1718315.3812678026,0
34.0,Aucune,Plateaux,1767641.3891909425,0
20.0,Aucune,Maritime,1122484.4501664569,0
32.0,Universitaire,Centrale,916699.537652756,0
32.0,Commerciale,Centrale,262947.40683730715,0
31.0,Technique/EPL,Plateaux,539440.4558208059,0
31.0,Technique/EPL,Maritime,297912.1534596628,0
19.0,Technique/EPL,Maritime,3519336.168184621,0
30.0,Technique/EPL,Savanes,345118.4309392151,0
31.0,Universitaire,Centrale,364609.83138227556,0
24.0,Technique/EPL,Maritime,2403433.3770789085,0
20.0,Technique/EPL,Maritime,3081123.7553764665,0
32.0,Technique/EPL,Kara,1651703.8288236193,0
31.0,Universitaire,Kara,205419.58311860828,0
28.0,Universitaire,Maritime,201347.17799347764,0
32.0,Commerciale,Savanes,674977.2086724659,0
,Aucune,Maritime,354778.8087382996,0
23.0,Commerciale,Plateaux,218557.26807261573,0
20.0,Commerciale,Centrale,823745.5461830037,0
32.0,Technique/EPL,Savanes,3065790.5206058286,0
,Technique/EPL,Plateaux,591295.3375190108,0
27.0,Technique/EPL,Savanes,1282170.2383455948,0
24.0,Technique/EPL,Plateaux,1256229.3301078083,0
34.0,Technique/EPL,Centrale,489123.24866774253,0
24.0,Aucune,Centrale,1251037.8598451186,0
29.0,Technique/EPL,Kara,438681.10420073045,0
34.0,Commerciale,Plateaux,330117.1290921095,0
30.0,Technique/EPL,Kara,1408594.4194211748,0
21.0,Commerciale,Plateaux,320407.395520169,0
27.0,Universitaire,Kara,5979331.3363384,0
20.0,Commerciale,Centrale,402670.07206774893,0
26.0,Universitaire,Savanes,1101751.596096578,0
30.0,Aucune,Kara,729965.2423024625,0
32.0,Universitaire,Plateaux,335117.1319942189,0
21.0,Aucune,Plateaux,228238.8985025909,0
32.0,Technique/EPL,Centrale,1174800.2170104678,0
19.0,Commerciale,Plateaux,1843809.7321984507,0
32.0,Aucune,Maritime,2045259.3743286303,0
25.0,Technique/EPL,Savanes,859158.3473088181,0
25.0,Universitaire,Kara,1702628.0499077835,0
34.0,Commerciale,Savanes,1317327.7356339972,0
29.0,Universitaire,Centrale,1488277.0398378335,0
27.0,Technique/EPL,Kara,878453.6712785033,0
26.0,Universitaire,Kara,1203515.9687541642,0
22.0,Technique/EPL,Maritime,1837456.3565532807,0
23.0,Universitaire,Centrale,707305.4527727697,0
19.0,Commerciale,Plateaux,1839788.3674180596,0
30.0,Universitaire,Maritime,1096529.3867758159,0
23.0,Commerciale,Maritime,381403.2078504027,0
22.0,Aucune,Savanes,224993.91913382857,0
18.0,Universitaire,Savanes,650598.8856424646,0
,Commerciale,Savanes,991193.0211262447,0
23.0,Aucune,Maritime,2031459.2948871725,0
33.0,Commerciale,Plateaux,336376.2125935283,0
21.0,Technique/EPL,Kara,1810470.1834604507,0
28.0,Universitaire,Savanes,2187840.385021856,0
26.0,Commerciale,Plateaux,363328.0649959048,0
20.0,Universitaire,Centrale,2107805.6693603373,0
25.0,Aucune,Savanes,4962241.374678442,0
22.0,Universitaire,Kara,1497693.295531871,0
21.0,Universitaire,Centrale,1736046.576904805,0
23.0,Commerciale,Centrale,5387718.754300288,0
19.0,Technique/EPL,Kara,1130088.6126416735,0
28.0,Technique/EPL,Savanes,568005.1490040255,0
21.0,Universitaire,Maritime,2017267.0433771473,0
32.0,Technique/EPL,Kara,1153177.19304486,0
23.0,Universitaire,Kara,1070350.8729226205,0
34.0,Universitaire,Kara,492541.2665885079,0
23.0,Commerciale,Centrale,1611957.9502452782,0
19.0,Universitaire,Plateaux,285195.50943197776,0
32.0,Universitaire,Maritime,2780806.337807682,0
28.0,Aucune,Savanes,594263.2747266552,0
25.0,Aucune,Savanes,336707.4627597745,0
30.0,Aucune,Plateaux,784053.4017931984,0
29.0,Aucune,Kara,243398.13205719978,0
22.0,Universitaire,Maritime,1353996.6588373322,0
23.0,Universitaire,Savanes,2530012.9249535915,0
21.0,Universitaire,Savanes,2015619.9220612498,0
18.0,Commerciale,Kara,336243.0354618125,0
34.0,Commerciale,Plateaux,334985.17698021437,0
29.0,Commerciale,Maritime,1878972.8003797089,0
32.0,Universitaire,Plateaux,2780373.266589084,0
18.0,Universitaire,Plateaux,817427.3350060344,0
31.0,Technique/EPL,Maritime,891091.5286882932,0
23.0,Aucune,Maritime,583109.9198777336,0
22.0,Technique/EPL,Savanes,2446820.4335114174,0
28.0,Commerciale,Savanes,1235364.020684013,0
21.0,Commerciale,Maritime,540030.7687272088,0
30.0,Technique/EPL,Centrale,554937.6981875699,0
28.0,Technique/EPL,Savanes,2418244.616100983,0
20.0,Commerciale,Centrale,213727.820737668,0
18.0,Aucune,Maritime,589680.206849453,0
23.0,Technique/EPL,Savanes,1008236.3805886311,0
27.0,Commerciale,Plateaux,360424.02193716064,0
22.0,Technique/EPL,Maritime,296619.6664273626,0
27.0,Aucune,Kara,1888894.252128813,0
29.0,Universitaire,Centrale,2448138.4677450527,0
19.0,Commerciale,Maritime,1935037.5351546155,0
30.0,Universitaire,Maritime,2490536.8626612527,0
,Technique/EPL,Savanes,1005447.2102853091,0
19.0,Technique/EPL,Savanes,1872687.243549508,0
18.0,Technique/EPL,Savanes,684577.536011676,0
22.0,Universitaire,Kara,1297416.5882399827,0
26.0,Universitaire,Savanes,4695018.989015621,0
34.0,Aucune,Maritime,455831.6892661553,0
26.0,Commerciale,Savanes,694131.9849763273,0
28.0,Aucune,Plateaux,854017.5817691546,0
32.0,Technique/EPL,Savanes,348517.9748604118,0
23.0,Aucune,Kara,284511.17107276246,0
20.0,Technique/EPL,Plateaux,1970327.971154374,0
34.0,Universitaire,Maritime,3963360.47918542,0
22.0,Universitaire,Maritime,718731.9025642724,0
29.0,Aucune,Centrale,291731.41105738643,0
31.0,Universitaire,Plateaux,268077.32004344335,0
28.0,Aucune,Centrale,2419330.9906983688,0
26.0,Universitaire,Plateaux,823274.6289300531,0
19.0,Commerciale,Plateaux,585702.6530341598,0
,Technique/EPL,Kara,847144.2709674657,0
20.0,Universitaire,Centrale,583171.6072213554,0
20.0,Technique/EPL,Kara,871455.701616006,0
18.0,Aucune,Plateaux,2162949.272342656,0
25.0,Technique/EPL,Maritime,1097227.0320816315,0
25.0,Universitaire,Plateaux,1386308.9750800915,0
28.0,Universitaire,Kara,653611.7944229651,0
26.0,Aucune,Centrale,1541343.4756935805,0
22.0,Commerciale,Centrale,1298463.554367721,0
31.0,Universitaire,Kara,4910036.482636206,0
20.0,Commerciale,Centrale,1050135.2057836943,0
22.0,Universitaire,Savanes,496714.06680216425,0
22.0,Universitaire,Maritime,1830128.8492917411,0
31.0,Aucune,Maritime,755017.3667160388,0
21.0,Aucune,Maritime,5437065.213950173,0
30.0,Commerciale,Centrale,297062.1954206182,0
27.0,Technique/EPL,Centrale,1715710.1783102076,0
25.0,Commerciale,Plateaux,1319943.388121941,0
,Universitaire,Plateaux,1658860.0242499793,0
24.0,Aucune,Maritime,567490.0678252858,0
,Aucune,Savanes,877381.099720476,0
31.0,Technique/EPL,Plateaux,1792131.1409400601,0
23.0,Commerciale,Plateaux,464670.6532456003,0
18.0,Technique/EPL,Centrale,456226.2962200276,0
32.0,Technique/EPL,Savanes,1000845.8794053283,0
18.0,Technique/EPL,Maritime,941420.9950735056,0
34.0,Aucune,Plateaux,531651.3344445883,0
18.0,Technique/EPL,Savanes,553929.6450436874,0
,Aucune,Savanes,525515.7076890128,0
19.0,Commerciale,Maritime,1676271.8577807515,0
31.0,Technique/EPL,Savanes,1255267.970701764,0
25.0,Technique/EPL,Savanes,1986277.6225044932,0
,Technique/EPL,Savanes,3907981.881819166,0
24.0,Technique/EPL,Plateaux,842766.4653629212,0
23.0,Commerciale,Maritime,269022.0305607683,0
23.0,Universitaire,Savanes,249287.2136106786,0
20.0,Aucune,Savanes,550501.2394901756,0
24.0,Universitaire,Plateaux,2896288.4823840084,0
25.0,Aucune,Maritime,940685.5439977824,0
27.0,Aucune,Centrale,517161.02663131076,0
32.0,Commerciale,Plateaux,709437.9112695612,0
,Universitaire,Maritime,1112784.6538667553,0
18.0,Commerciale,Savanes,1258285.4321454295,0
24.0,Technique/EPL,Maritime,367140.7818010513,0
21.0,Universitaire,Maritime,3973639.2534157922,0
,Aucune,Maritime,986957.3852517576,0
18.0,Technique/EPL,Centrale,345821.8319343269,0
22.0,Commerciale,Maritime,2440881.0854170946,0
18.0,Technique/EPL,Centrale,277570.7325259398,0
21.0,Commerciale,Savanes,2583095.102592509,0
19.0,Universitaire,Centrale,5873929.43094552,0
27.0,Aucune,Savanes,1405413.1716788055,0
22.0,Universitaire,Savanes,1671622.302387583,0
27.0,Universitaire,Centrale,611437.1600653464,0
18.0,Technique/EPL,Plateaux,3040043.1103811045,0
23.0,Commerciale,Kara,954414.1866412596,0
30.0,Universitaire,Maritime,1518218.7775103948,0
32.0,Aucune,Kara,2778440.258658308,0
21.0,Universitaire,Maritime,3896104.5312572448,0
30.0,Commerciale,Maritime,1990985.9080836875,0
32.0,Aucune,Savanes,560994.9861583428,0
25.0,Commerciale,Maritime,3597629.2515788367,0
22.0,Technique/EPL,Maritime,1189182.7968907347,0
32.0,Universitaire,Centrale,2868480.650030141,0
21.0,Universitaire,Kara,1327335.9694869895,0
29.0,Technique/EPL,Centrale,567070.1615481933,0
30.0,Technique/EPL,Maritime,662074.3875650612,0
,Universitaire,Savanes,999556.639728801,0
21.0,Technique/EPL,Centrale,1760718.424856876,0
21.0,Universitaire,Centrale,582700.0369209903,0
28.0,Aucune,Plateaux,1066860.6918360828,0
22.0,Commerciale,Maritime,624074.6875409484,0
28.0,Universitaire,Savanes,1891567.0703387249,0
27.0,Commerciale,Centrale,828723.8418705247,0
25.0,Aucune,Centrale,279825.79362504877,0
23.0,Universitaire,Savanes,381584.85400394956,0
23.0,Universitaire,Maritime,263051.27310035395,0
25.0,Technique/EPL,Plateaux,891754.0434548901,0
32.0,Technique/EPL,Centrale,312426.8650991275,0
31.0,Aucune,Plateaux,321196.3197618143,0
28.0,Universitaire,Kara,3031036.1365459124,0
29.0,Universitaire,Maritime,2260855.906980048,0
30.0,Aucune,Kara,801638.0278995362,0
25.0,Universitaire,Kara,4454888.0923563875,0
18.0,Technique/EPL,Kara,200186.54556920592,0
32.0,Aucune,Maritime,1151864.688843898,0
25.0,Commerciale,Maritime,1158228.3937591063,0
28.0,Commerciale,Savanes,811462.2329376271,0
29.0,Universitaire,Plateaux,705751.8056025819,0
29.0,Aucune,Plateaux,807672.732421733,0
21.0,Universitaire,Savanes,736075.8034041038,0
33.0,Technique/EPL,Savanes,1511158.9761554783,0
21.0,Technique/EPL,Kara,345436.76397943683,0
22.0,Technique/EPL,Savanes,420196.9226306414,0
22.0,Universitaire,Centrale,399083.1243554906,0
25.0,Universitaire,Plateaux,504449.3069821947,0
27.0,Technique/EPL,Savanes,944984.6625308786,0
34.0,Universitaire,Centrale,317892.8824448171,0
26.0,Commerciale,Centrale,2226236.719906846,0
31.0,Technique/EPL,Centrale,552912.7887398653,0
25.0,Universitaire,Centrale,377379.37448321993,0
26.0,Commerciale,Kara,1325843.6481656013,0
28.0,Technique/EPL,Centrale,238830.541903276,0
18.0,Technique/EPL,Kara,1167501.305667791,0
31.0,Universitaire,Kara,1397985.5327828482,0
22.0,Universitaire,Centrale,441965.2374086334,0
31.0,Commerciale,Plateaux,242870.00008984597,0
21.0,Technique/EPL,Centrale,651999.259287813,0
18.0,Commerciale,Centrale,303799.7678607147,0
25.0,Aucune,Centrale,323838.91642555414,0
32.0,Aucune,Plateaux,493379.91630392894,0
32.0,Universitaire,Maritime,550221.4194062429,0
26.0,Technique/EPL,Maritime,954959.4820592762,0
26.0,Technique/EPL,Kara,1334421.5103507787,0
27.0,Technique/EPL,Kara,1098379.4530066615,0
26.0,Technique/EPL,Plateaux,360591.772704382,0
20.0,Aucune,Savanes,388846.03392355726,0
28.0,Commerciale,Maritime,2310059.5229471107,0
23.0,Technique/EPL,Kara,1017242.807657137,0
19.0,Universitaire,Maritime,2239742.734352474,0
24.0,Universitaire,Plateaux,664493.2573813719,0
19.0,Commerciale,Plateaux,1152954.735517852,0
34.0,Aucune,Savanes,941630.5655056183,0
28.0,Commerciale,Savanes,8765614.879238088,0
29.0,Universitaire,Plateaux,834718.6097744199,0
24.0,Universitaire,Kara,898141.3845153118,0
23.0,Universitaire,Maritime,424107.7344352475,0
18.0,Commerciale,Centrale,578351.5829903679,0
34.0,Technique/EPL,Savanes,1767383.4801108856,0
28.0,Universitaire,Centrale,2674420.69354587,0
34.0,Universitaire,Kara,645965.4255365736,0
24.0,Universitaire,Savanes,566685.2837797015,0
34.0,Commerciale,Centrale,417157.95649659936,0
26.0,Technique/EPL,Kara,1334730.2664766996,0
34.0,Commerciale,Maritime,590231.2867324636,0
25.0,Aucune,Kara,4602191.7181431465,0
34.0,Aucune,Savanes,594057.6246611804,0
24.0,Aucune,Plateaux,701099.8177579399,0
18.0,Technique/EPL,Maritime,1124661.156871495,0
30.0,Universitaire,Centrale,1817895.0392875473,0
34.0,Aucune,Savanes,833970.5059874889,0
30.0,Aucune,Plateaux,749317.0614727932,0
33.0,Commerciale,Kara,5634786.463101436,0
25.0,Commerciale,Plateaux,210549.0876235757,0
18.0,Commerciale,Savanes,2454416.9208048196,0
31.0,Commerciale,Savanes,361508.64699297544,0
32.0,Universitaire,Plateaux,1741430.1483143824,0
19.0,Aucune,Kara,1162155.5237172565,0
34.0,Technique/EPL,Plateaux,618318.2856766095,0
23.0,Universitaire,Savanes,2270481.4476504945,0
21.0,Technique/EPL,Savanes,212991.25002557805,0
18.0,Universitaire,Centrale,457076.11908501067,0
25.0,Aucune,Centrale,1036769.9979041221,0
24.0,Technique/EPL,Maritime,633158.4431928147,0
20.0,Universitaire,Savanes,1142576.9453253532,0
27.0,Universitaire,Centrale,224405.6020257278,0
27.0,Universitaire,Plateaux,323817.5032792526,0
31.0,Universitaire,Kara,335929.9700195434,0
19.0,Aucune,Plateaux,409837.03439807345,0
18.0,Aucune,Kara,814948.832612105,0
24.0,Commerciale,Centrale,1594845.6172906568,0
25.0,Universitaire,Maritime,2559566.512333868,0
18.0,Aucune,Plateaux,2004070.1169613423,0
20.0,Commerciale,Plateaux,419260.9381406796,0
25.0,Technique/EPL,Plateaux,781875.1663063817,0
32.0,Technique/EPL,Kara,422408.3188620105,0
22.0,Aucune,Centrale,507166.42107137217,0
20.0,Universitaire,Plateaux,900266.4253757589,0
18.0,Universitaire,Plateaux,270539.45045624406,0
32.0,Technique/EPL,Maritime,446123.49115757266,0
25.0,Commerciale,Maritime,2939202.865061733,0
19.0,Technique/EPL,Centrale,827577.2402527148,0
20.0,Technique/EPL,Centrale,789483.8510683018,0
31.0,Aucune,Savanes,214674.29753339055,0
31.0,Technique/EPL,Maritime,484221.06473243114,0
28.0,Aucune,Savanes,2212100.2219209014,0
33.0,Universitaire,Kara,379878.65701527905,0
21.0,Commerciale,Savanes,736357.0264142208,0
22.0,Universitaire,Plateaux,214434.58503482438,0
31.0,Technique/EPL,Savanes,850730.582902791,0
33.0,Aucune,Centrale,221245.19615923177,0
24.0,Technique/EPL,Kara,1912631.6276659733,0
27.0,Technique/EPL,Plateaux,1942134.039630526,0
24.0,Universitaire,Savanes,26249304.75358233,0
18.0,Aucune,Kara,533187.3342730205,0
33.0,Universitaire,Kara,2015461.4647057988,0
21.0,Commerciale,Plateaux,983067.801893369,0
19.0,Technique/EPL,Savanes,668098.4194981758,0
18.0,Commerciale,Kara,1181709.5328890167,0
32.0,Universitaire,Kara,212417.8291456879,0
22.0,Universitaire,Maritime,354271.71101878164,0
28.0,Universitaire,Kara,1555934.0866295088,0
27.0,Technique/EPL,Maritime,479927.6937973298,0
19.0,Technique/EPL,Savanes,1111325.870542572,0
20.0,Technique/EPL,Savanes,686299.8589525202,0
29.0,Technique/EPL,Savanes,2129682.976276424,0
22.0,Universitaire,Centrale,3245244.1240058485,0
22.0,Aucune,Savanes,2350419.7687116996,0
23.0,Commerciale,Kara,515560.41350535565,0
26.0,Universitaire,Plateaux,415873.62767133594,0
19.0,Technique/EPL,Maritime,843281.2021828323,0
29.0,Aucune,Centrale,207361.17794878763,0
20.0,Commerciale,Savanes,226148.29927307315,0
29.0,Commerciale,Savanes,1005847.0963394652,0
34.0,Universitaire,Plateaux,934905.8723217961,0
27.0,Technique/EPL,Plateaux,5418026.511559739,0
31.0,Technique/EPL,Centrale,425448.49987306196,0
34.0,Aucune,Maritime,498546.11187895096,0
34.0,Aucune,Savanes,320520.0003465611,0
31.0,Universitaire,Centrale,2695478.4507170836,0
26.0,Universitaire,Kara,1704228.0081806306,0
25.0,Universitaire,Kara,1927878.6662844492,0
19.0,Commerciale,Centrale,2530612.0850904705,0
30.0,Universitaire,Savanes,944229.9428495402,0
24.0,Technique/EPL,Centrale,800008.796398737,0
26.0,Technique/EPL,Savanes,601062.026413653,0
28.0,Commerciale,Plateaux,1089684.3768961292,0
31.0,Aucune,Centrale,805646.3175028443,0
21.0,Commerciale,Savanes,800687.5809024584,0
30.0,Commerciale,Centrale,2963476.1874855417,0
19.0,Aucune,Centrale,4337138.141484512,0
22.0,Universitaire,Savanes,1792012.566130468,0
28.0,Commerciale,Savanes,1613698.8174492929,0
23.0,Universitaire,Maritime,1341180.0617330265,0
27.0,Commerciale,Centrale,381611.63165066915,0
21.0,Commerciale,Kara,260924.60148622017,0
26.0,Technique/EPL,Centrale,1373528.6824878992,0
23.0,Technique/EPL,Centrale,1504847.9213175878,0
19.0,Commerciale,Savanes,248112.03480417962,0
34.0,Universitaire,Centrale,2831808.171571431,0
22.0,Aucune,Centrale,295564.9156358873,0
23.0,Aucune,Kara,536733.0179013787,0
29.0,Universitaire,Savanes,1315930.8310236565,0
27.0,Commerciale,Centrale,386176.0892540247,0
23.0,Commerciale,Plateaux,257010.54194767695,0
25.0,Universitaire,Maritime,602190.2101912242,0
19.0,Aucune,Kara,1652312.6960240563,0
29.0,Technique/EPL,Centrale,733887.3103060564,0
,Commerciale,Plateaux,1258352.467232401,0
24.0,Aucune,Centrale,1066594.06733878,0
27.0,Technique/EPL,Centrale,222469.0306582637,0
30.0,Aucune,Savanes,4668891.437304094,0
34.0,Universitaire,Savanes,242310.69460474295,0
31.0,Commerciale,Savanes,3635873.8501854776,0
19.0,Technique/EPL,Plateaux,998205.9159011393,0
28.0,Technique/EPL,Centrale,3501144.658200725,0
18.0,Universitaire,Maritime,321889.2539840839,0
21.0,Commerciale,Kara,874145.8922609246,0
28.0,Aucune,Savanes,385732.276931965,0
25.0,Technique/EPL,Savanes,252320.00761665404,0
28.0,Technique/EPL,Centrale,1161102.746422619,0
21.0,Commerciale,Centrale,432920.4661689368,0
34.0,Technique/EPL,Plateaux,1085996.8073952289,0
24.0,Aucune,Plateaux,319194.072893965,0
25.0,Universitaire,Savanes,603446.853304314,0
20.0,Universitaire,Centrale,1721576.1215596,0
19.0,Aucune,Maritime,774567.1680712063,0
32.0,Commerciale,Kara,1188177.290226814,0
