date_inscription,age,genre,region,type_abonnement,depense_mensuelle,nb_commandes_mois_dernier,nb_retours,jours_depuis_derniere_commande,score_satisfaction,churn
2023-05-05,69,Homme,Centrale,Standard,42.57,2,0,169,6.0,0
2023-05-05,28,Homme,Kara,Standard,34.12,2,0,106,7.3,0
2023-05-05,52,Homme,Plateaux,Standard,18.41,1,1,45,4.5,0
2023-05-06,61,Femme,Centrale,Premium,40.24,4,0,169,3.3,0
2023-05-07,67,Femme,Kara,Premium,67.6,5,1,104,5.9,0
2023-05-07,41,Femme,Maritime,Standard,51.95,3,0,157,4.8,1
2023-05-07,32,Femme,Maritime,Standard,26.49,1,0,31,5.3,0
2023-05-08,37,Femme,Maritime,Standard,40.3,4,1,62,5.1,0
2023-05-08,18,Femme,Plateaux,Standard,28.69,3,0,29,8.1,0
2023-05-08,45,Homme,Centrale,Standard,30.62,3,1,166,4.1,0
2023-05-09,24,Femme,Savanes,Standard,15.41,1,0,74,7.0,0
2023-05-10,69,Homme,Plateaux,Standard,69.17,8,0,97,7.1,0
2023-05-10,47,Femme,Centrale,Standard,22.0,2,0,38,8.1,0
2023-05-10,38,Homme,Plateaux,Standard,28.54,2,0,140,5.9,1
2023-05-10,40,Femme,Maritime,Standard,44.44,3,2,147,4.1,0
2023-05-10,35,Homme,Maritime,Standard,35.0,3,0,15,5.3,0
2023-05-11,27,Femme,Centrale,Standard,28.72,3,0,163,5.6,1
2023-05-11,29,Homme,Plateaux,Premium,42.08,4,0,81,7.2,0
2023-05-12,28,Femme,Kara,Premium,65.79,6,1,22,6.4,0
2023-05-12,39,Femme,Kara,VIP,87.66,8,0,48,6.7,0
2023-05-12,44,Homme,Savanes,Standard,24.99,2,1,94,6.8,1
2023-05-13,39,Homme,Maritime,Standard,11.47,1,0,80,5.0,0
2023-05-13,33,Femme,Maritime,VIP,83.47,7,0,82,6.2,0
2023-05-13,19,Femme,Maritime,Standard,34.05,3,0,18,9.0,0
2023-05-14,52,Homme,Centrale,Standard,22.8,1,0,121,5.6,0
2023-05-14,22,Femme,Plateaux,Standard,29.62,2,2,19,7.7,0
2023-05-14,22,Homme,Plateaux,Standard,27.69,3,0,93,6.2,0
2023-05-14,52,Femme,Plateaux,Premium,64.09,7,0,32,6.5,0
2023-05-14,22,Homme,Maritime,Premium,54.09,5,1,155,4.5,1
2023-05-16,47,Femme,Maritime,Premium,66.3,6,1,105,3.9,0
2023-05-16,58,Homme,Savanes,Standard,32.91,4,0,54,6.1,0
2023-05-16,68,Femme,Plateaux,Standard,2.74,0,0,21,9.0,0
2023-05-16,21,Femme,Plateaux,Standard,13.48,0,0,173,6.7,0
2023-05-17,29,Femme,Centrale,VIP,94.6,7,0,152,5.4,0
2023-05-17,58,Homme,Plateaux,Standard,18.96,2,1,61,5.1,0
2023-05-17,45,Homme,Centrale,Standard,19.21,2,0,140,6.7,0
2023-05-18,69,Homme,Plateaux,Standard,17.64,0,0,80,5.0,1
2023-05-18,30,Femme,Maritime,Standard,35.05,2,2,99,5.9,0
2023-05-19,51,Femme,Savanes,Standard,14.5,1,0,99,6.3,0
2023-05-19,24,Femme,Kara,Premium,75.66,8,0,5,5.9,0
2023-05-20,33,Homme,Savanes,Standard,32.91,4,1,58,5.8,0
2023-05-20,61,Femme,Kara,Standard,8.6,1,0,72,6.8,0
2023-05-21,28,Femme,Maritime,Standard,39.31,3,0,91,5.1,1
2023-05-21,21,Femme,Kara,Standard,41.53,2,1,73,5.7,0
2023-05-21,21,Femme,Kara,Standard,19.15,2,0,133,5.6,0
2023-05-22,36,Homme,Kara,Standard,37.93,2,0,146,6.6,0
2023-05-23,67,Femme,Kara,Standard,39.72,5,0,84,7.4,1
2023-05-23,33,Homme,Maritime,Standard,30.02,2,0,47,5.6,0
2023-05-24,33,Homme,Maritime,Standard,18.19,1,2,17,7.6,0
2023-05-24,35,Femme,Centrale,Standard,30.34,3,0,172,4.4,1
2023-05-24,28,Femme,Maritime,VIP,90.89,7,0,47,8.2,0
2023-05-25,27,Femme,Maritime,Standard,24.44,2,0,59,6.7,0
2023-05-25,64,Homme,Maritime,Standard,21.86,1,0,146,3.5,0
2023-05-26,52,Femme,Maritime,Standard,18.64,1,1,88,2.2,1
2023-05-26,65,Homme,Maritime,Standard,39.69,4,0,151,5.2,0
2023-05-26,47,Femme,Plateaux,Premium,30.51,3,0,91,6.6,0
2023-05-27,35,Femme,Plateaux,Standard,26.07,1,1,43,7.1,0
2023-05-28,68,Femme,Maritime,Standard,22.6,2,0,37,5.8,0
2023-05-28,43,Homme,Centrale,Standard,10.02,2,1,70,2.6,1
2023-05-28,20,Femme,Maritime,Premium,56.61,5,0,106,6.5,0
2023-05-28,69,Homme,Maritime,Standard,21.39,3,0,173,5.7,0
2023-05-28,60,Femme,Savanes,Standard,39.01,3,0,177,5.1,0
2023-05-28,32,Homme,Maritime,Standard,27.18,3,0,144,6.8,0
2023-05-28,58,Homme,Maritime,Premium,45.22,2,0,176,4.4,1
2023-05-28,39,Femme,Centrale,Standard,37.79,2,1,66,8.7,0
2023-05-30,61,Homme,Centrale,Standard,31.86,2,2,115,5.8,0
2023-05-31,23,Homme,Maritime,Standard,48.04,5,0,167,5.6,0
2023-06-01,44,Homme,Maritime,Standard,36.52,3,1,117,4.7,0
2023-06-01,64,Homme,Maritime,Standard,46.68,5,0,174,4.5,0
2023-06-02,41,Femme,Maritime,Standard,20.86,2,2,151,3.1,0
2023-06-02,43,Femme,Centrale,Standard,26.76,4,0,112,6.1,0
2023-06-03,30,Homme,Maritime,Standard,36.83,2,0,90,6.3,0
2023-06-03,39,Femme,Savanes,Standard,23.26,1,0,32,8.1,0
2023-06-04,62,Femme,Maritime,Standard,34.88,2,2,141,4.0,0
2023-06-04,21,Femme,Maritime,Standard,56.38,7,1,25,7.6,0
2023-06-06,63,Femme,Maritime,Standard,65.96,6,1,28,5.5,0
2023-06-07,35,Femme,Maritime,Premium,35.71,3,0,69,6.2,0
2023-06-07,57,Femme,Kara,Premium,60.13,6,0,154,5.1,0
2023-06-08,21,Homme,Maritime,Standard,23.17,2,0,40,7.9,0
2023-06-09,62,Femme,Centrale,Standard,13.74,3,0,95,3.1,0
2023-06-10,68,Femme,Kara,Standard,5.8,0,0,105,7.6,0
2023-06-12,67,Homme,Maritime,VIP,30.91,3,0,179,2.4,1
2023-06-12,26,Homme,Maritime,Premium,27.06,2,0,7,8.5,0
2023-06-13,68,Homme,Plateaux,Standard,21.41,3,1,83,6.4,0
2023-06-14,42,Femme,Maritime,Standard,27.81,3,1,39,6.4,0
2023-06-15,27,Femme,Maritime,Premium,78.59,6,0,133,6.6,0
2023-06-15,40,Femme,Centrale,Standard,17.46,3,0,140,4.8,0
2023-06-16,59,Femme,Kara,Premium,50.73,5,0,136,3.6,0
2023-06-16,48,Femme,Plateaux,Standard,6.7,0,1,76,5.1,0
2023-06-17,20,Femme,Maritime,Premium,72.57,6,0,7,6.7,0
2023-06-17,34,Homme,Centrale,Standard,42.97,3,0,29,5.9,0
2023-06-18,43,Homme,Kara,Standard,32.91,3,1,102,5.3,0
2023-06-18,19,Homme,Maritime,Standard,22.93,1,0,136,5.5,0
2023-06-18,39,Homme,Kara,Standard,37.79,4,1,91,4.0,0
2023-06-18,60,Homme,Kara,Standard,48.14,3,0,26,7.5,0
2023-06-19,57,Femme,Kara,Standard,38.9,3,1,150,6.5,0
2023-06-19,48,Homme,Plateaux,Premium,56.45,7,0,124,4.2,0
2023-06-19,36,Homme,Centrale,VIP,70.28,5,0,24,5.0,0
2023-06-20,66,Femme,Centrale,Standard,51.66,3,0,11,6.8,0
2023-06-20,38,Femme,Maritime,Premium,28.33,2,0,169,4.1,1
2023-06-20,41,Homme,Maritime,Premium,17.47,2,0,167,6.7,0
2023-06-20,54,Femme,Maritime,Standard,48.04,5,0,75,7.2,0
2023-06-21,35,Femme,Kara,Standard,18.01,3,1,2,7.6,0
2023-06-21,28,Femme,Maritime,VIP,80.91,6,0,96,6.2,0
2023-06-21,30,Femme,Savanes,Premium,53.88,4,0,111,4.9,0
2023-06-22,50,Femme,Maritime,Standard,42.76,3,0,171,5.1,0
2023-06-22,35,Femme,Plateaux,Premium,47.02,4,0,53,7.6,0
2023-06-22,40,Homme,Kara,Standard,18.82,0,0,82,6.1,0
2023-06-22,24,Femme,Maritime,Standard,55.45,5,0,125,6.8,0
2023-06-22,48,Homme,Savanes,Standard,53.89,5,0,139,4.8,1
2023-06-23,25,Femme,Maritime,Premium,54.67,3,1,77,4.8,0
2023-06-24,45,Femme,Centrale,Standard,90.39,7,0,124,4.7,0
2023-06-24,42,Homme,Maritime,Premium,35.08,3,0,114,4.5,0
2023-06-24,66,Femme,Maritime,Premium,60.69,5,0,54,6.8,0
2023-06-24,55,Femme,Maritime,Standard,21.56,1,0,10,6.5,0
2023-06-24,22,Homme,Maritime,Standard,25.69,2,0,171,4.6,1
2023-06-25,59,Homme,Centrale,Standard,30.5,2,0,149,6.4,0
2023-06-25,45,Homme,Kara,Standard,11.04,1,0,80,5.4,1
2023-06-25,38,Femme,Plateaux,Standard,25.5,2,0,150,7.0,0
2023-06-26,35,Homme,Maritime,Premium,66.2,7,0,10,8.7,0
2023-06-26,65,Femme,Centrale,Standard,19.91,0,0,56,7.5,0
2023-06-26,48,Homme,Maritime,Standard,34.4,4,0,118,5.8,0
2023-06-27,49,Femme,Maritime,Standard,8.58,1,1,78,3.2,0
2023-06-27,64,Femme,Maritime,Standard,63.57,5,0,162,5.8,0
2023-06-27,43,Femme,Maritime,Premium,36.36,4,0,140,6.0,0
2023-06-27,46,Femme,Kara,Standard,22.49,3,1,15,7.4,0
2023-06-28,62,Femme,Centrale,VIP,59.07,5,0,82,6.5,0
2023-06-28,47,Femme,Kara,Standard,2.03,1,1,22,7.6,0
2023-06-28,29,Femme,Maritime,Standard,42.64,5,0,93,8.3,0
2023-06-28,29,Femme,Plateaux,Standard,39.92,5,1,48,6.8,0
2023-06-28,57,Homme,Plateaux,Premium,49.22,4,0,18,6.7,0
2023-06-29,65,Homme,Plateaux,Premium,38.8,4,1,92,5.5,0
2023-06-29,66,Homme,Maritime,Standard,51.05,3,0,58,7.0,0
2023-06-29,36,Femme,Centrale,Standard,36.05,3,1,103,5.5,1
2023-06-29,20,Femme,Savanes,Standard,26.6,3,3,42,2.9,0
2023-06-29,46,Homme,Maritime,Standard,47.99,6,1,175,5.3,0
2023-06-29,64,Femme,Savanes,VIP,28.75,3,0,161,5.8,0
2023-06-30,31,Femme,Maritime,Standard,29.53,2,0,92,4.2,0
2023-06-30,50,Femme,Kara,Standard,27.65,3,0,58,5.5,0
2023-07-01,39,Femme,Maritime,Standard,49.92,5,0,148,6.0,0
2023-07-01,39,Homme,Maritime,Standard,32.79,4,1,62,4.5,0
2023-07-01,18,Femme,Kara,Standard,40.0,1,0,13,7.7,0
2023-07-02,69,Homme,Maritime,Standard,13.3,0,0,101,5.3,0
2023-07-02,29,Femme,Centrale,Standard,32.98,3,0,154,2.7,0
2023-07-02,50,Femme,Plateaux,Standard,9.86,0,0,65,9.0,0
2023-07-02,27,Femme,Kara,Standard,25.8,1,0,68,7.6,0
2023-07-04,20,Femme,Centrale,Standard,9.7,2,0,9,8.4,0
2023-07-04,37,Femme,Plateaux,Standard,36.47,4,0,77,4.2,0
2023-07-04,59,Femme,Plateaux,Standard,37.49,3,1,164,4.6,1
2023-07-04,34,Homme,Maritime,Standard,22.42,3,0,35,8.2,0
2023-07-05,62,Femme,Centrale,Premium,41.6,4,0,72,6.5,0
2023-07-05,43,Femme,Maritime,Standard,28.24,2,0,39,6.4,0
2023-07-05,26,Homme,Maritime,Standard,36.73,3,0,56,8.2,0
2023-07-05,32,Homme,Plateaux,Premium,30.57,1,0,120,5.3,0
2023-07-06,31,Femme,Centrale,Standard,24.86,2,0,31,6.3,0
2023-07-06,49,Homme,Plateaux,Standard,27.5,2,2,179,4.0,0
2023-07-07,26,Femme,Plateaux,Standard,2.0,1,0,68,4.7,0
2023-07-09,19,Femme,Plateaux,Standard,32.72,3,0,159,5.0,0
2023-07-09,29,Homme,Centrale,Standard,2.04,0,0,52,8.0,0
2023-07-10,54,Homme,Maritime,Standard,17.7,3,0,56,7.4,0
2023-07-10,51,Homme,Plateaux,Standard,18.38,1,0,51,6.2,0
2023-07-11,51,Femme,Savanes,Premium,64.35,4,0,174,4.9,0
2023-07-11,29,Homme,Plateaux,Premium,33.07,4,0,36,7.6,0
2023-07-12,30,Homme,Maritime,Standard,11.8,3,0,140,6.4,0
2023-07-12,61,Femme,Maritime,Standard,42.61,4,0,109,6.8,0
2023-07-13,29,Femme,Plateaux,Premium,37.84,4,0,119,4.0,0
2023-07-13,69,Homme,Maritime,Premium,55.92,4,0,146,5.2,1
2023-07-13,25,Femme,Savanes,Standard,67.13,4,1,104,4.8,0
2023-07-14,59,Femme,Plateaux,Standard,31.18,4,0,3,6.3,0
2023-07-14,20,Femme,Maritime,Premium,43.36,5,0,137,5.2,1
2023-07-14,58,Homme,Maritime,Standard,32.33,3,0,21,6.0,0
2023-07-14,40,Femme,Savanes,Premium,54.21,4,0,145,5.4,0
2023-07-14,34,Femme,Centrale,Standard,24.6,2,2,71,5.9,0
2023-07-15,48,Femme,Maritime,Standard,42.08,2,0,178,6.3,0
2023-07-16,37,Femme,Maritime,Premium,63.85,5,0,20,8.2,0
2023-07-16,42,Femme,Kara,Premium,64.17,5,0,36,6.2,0
2023-07-16,39,Homme,Centrale,Premium,65.04,3,0,35,7.8,0
2023-07-17,28,Homme,Maritime,Standard,49.59,2,0,129,4.9,0
2023-07-17,38,Homme,Kara,Premium,56.2,5,0,103,5.3,0
2023-07-17,67,Homme,Plateaux,Premium,6.01,1,0,81,6.4,0
2023-07-18,38,Femme,Centrale,Standard,2.0,0,0,136,7.5,0
2023-07-19,50,Femme,Maritime,Standard,18.17,2,0,60,3.7,1
2023-07-20,26,Femme,Plateaux,Standard,36.66,3,2,100,5.5,0
2023-07-20,23,Homme,Plateaux,Standard,2.0,0,0,160,5.0,0
2023-07-20,20,Homme,Centrale,Premium,82.41,6,0,29,4.7,0
2023-07-21,57,Homme,Centrale,VIP,75.17,5,0,3,6.3,0
2023-07-21,68,Homme,Savanes,Standard,46.31,3,0,119,5.4,0
2023-07-22,32,Homme,Maritime,Standard,21.78,3,0,37,8.0,0
2023-07-22,53,Femme,Centrale,Standard,53.4,3,0,57,6.2,0
2023-07-22,45,Homme,Maritime,Premium,83.27,6,0,16,7.2,0
2023-07-22,69,Homme,Maritime,Premium,52.22,4,0,27,6.4,0
2023-07-23,66,Homme,Plateaux,Standard,25.66,2,1,178,5.9,0
2023-07-23,52,Femme,Savanes,Standard,45.58,3,0,34,5.7,0
2023-07-24,40,Femme,Maritime,Premium,37.94,2,2,121,4.0,1
2023-07-24,56,Homme,Centrale,Standard,24.17,3,0,142,6.1,0
2023-07-24,31,Homme,Centrale,Premium,46.71,3,0,142,5.3,0
2023-07-24,56,Femme,Maritime,Premium,27.96,2,2,20,7.0,0
2023-07-25,45,Homme,Centrale,Premium,48.06,5,0,33,3.6,0
2023-07-25,34,Femme,Plateaux,Standard,59.54,3,1,55,5.0,0
2023-07-25,20,Homme,Centrale,Premium,24.3,3,1,129,7.2,0
2023-07-26,21,Homme,Centrale,Standard,10.48,2,0,83,6.2,1
2023-07-26,42,Femme,Maritime,Standard,23.61,2,0,41,5.4,0
2023-07-26,55,Homme,Maritime,Standard,30.27,3,0,31,6.2,0
2023-07-27,29,Homme,Plateaux,Standard,37.75,4,0,135,6.8,0
2023-07-27,68,Femme,Maritime,Premium,39.69,3,0,42,6.6,0
2023-07-27,39,Homme,Plateaux,Standard,5.59,0,0,147,5.2,0
2023-07-27,26,Femme,Maritime,Standard,21.54,1,0,159,5.5,0
2023-07-27,58,Femme,Maritime,Premium,31.26,2,0,110,4.4,0
2023-07-29,25,Femme,Centrale,VIP,47.67,4,1,10,4.3,0
2023-07-29,26,Femme,Kara,Standard,62.43,5,0,88,5.5,0
2023-07-30,58,Femme,Maritime,Standard,27.0,3,0,35,9.1,0
2023-07-30,61,Homme,Maritime,Standard,20.51,1,0,10,10.0,0
2023-07-30,40,Femme,Centrale,Standard,19.58,3,1,0,7.0,0
2023-07-30,55,Homme,Centrale,Standard,37.98,3,0,98,6.7,0
2023-07-30,26,Homme,Maritime,Premium,51.98,3,0,113,5.5,0
2023-07-30,51,Homme,Plateaux,Standard,2.78,0,0,63,5.8,0
2023-07-31,59,Homme,Kara,Premium,45.13,4,0,33,8.1,0
2023-07-31,39,Homme,Maritime,Premium,28.08,0,0,117,5.7,0
2023-08-01,21,Homme,Savanes,Standard,53.49,5,0,141,5.5,1
2023-08-01,38,Homme,Kara,Standard,9.49,2,0,8,8.5,0
2023-08-02,66,Homme,Plateaux,VIP,68.65,6,0,102,6.7,0
2023-08-03,46,Femme,Maritime,Standard,54.14,5,0,17,7.2,0
2023-08-03,42,Homme,Kara,Standard,25.29,1,0,16,4.8,0
2023-08-04,64,Femme,Plateaux,VIP,68.03,6,1,110,2.8,0
2023-08-04,34,Femme,Savanes,VIP,69.32,7,0,38,7.5,0
2023-08-04,65,Homme,Centrale,Premium,42.51,4,0,68,4.6,0
2023-08-04,45,Homme,Savanes,Standard,34.47,4,0,111,4.1,0
2023-08-05,55,Homme,Kara,Premium,42.8,6,0,178,4.7,0
2023-08-05,20,Femme,Maritime,Standard,62.8,6,0,76,8.7,0
2023-08-05,56,Homme,Maritime,Premium,46.8,2,1,10,7.6,0
2023-08-05,63,Femme,Centrale,Premium,20.05,2,0,142,6.2,0
2023-08-05,51,Femme,Kara,VIP,64.41,4,1,5,7.7,0
2023-08-05,32,Femme,Maritime,Standard,37.0,3,0,60,8.5,0
2023-08-06,63,Femme,Plateaux,Premium,35.5,4,0,56,4.7,0
2023-08-07,19,Homme,Maritime,Standard,29.37,1,0,70,8.5,0
2023-08-07,49,Femme,Savanes,Standard,16.52,1,0,42,7.2,0
2023-08-07,55,Femme,Kara,Premium,53.64,4,0,114,6.6,0
2023-08-07,55,Femme,Maritime,Premium,46.11,5,1,63,3.5,0
2023-08-07,26,Femme,Maritime,Standard,31.57,3,1,58,5.2,0
2023-08-07,62,Femme,Centrale,Standard,37.16,3,1,125,5.1,1
2023-08-08,18,Homme,Maritime,Premium,72.94,5,2,137,1.5,0
2023-08-08,34,Femme,Kara,Premium,49.67,3,1,33,8.1,0
2023-08-09,48,Femme,Maritime,Standard,52.17,4,0,94,6.0,0
2023-08-09,50,Homme,Plateaux,Standard,21.62,2,3,170,2.0,1
2023-08-09,41,Homme,Centrale,Standard,31.87,3,1,127,4.3,0
2023-08-09,29,Femme,Centrale,Standard,38.5,2,0,102,5.1,0
2023-08-09,34,Femme,Maritime,VIP,63.65,6,0,56,6.7,0
2023-08-09,41,Femme,Maritime,Premium,42.16,5,0,93,7.8,0
2023-08-09,46,Femme,Centrale,Standard,25.97,0,0,107,5.3,0
2023-08-10,53,Femme,Kara,Standard,26.69,2,0,39,8.0,0
2023-08-11,21,Femme,Plateaux,Standard,33.21,4,0,82,5.4,0
2023-08-11,44,Homme,Savanes,Standard,29.03,1,0,43,6.8,0
2023-08-11,49,Homme,Maritime,Premium,54.07,4,0,11,7.8,0
2023-08-12,31,Homme,Maritime,Standard,13.5,0,0,167,5.8,1
2023-08-12,50,Homme,Kara,Standard,37.83,2,1,170,3.1,1
2023-08-12,54,Homme,Savanes,Standard,5.44,1,0,160,5.0,0
2023-08-13,67,Femme,Kara,Premium,47.22,4,0,132,7.3,1
2023-08-13,69,Femme,Maritime,Standard,13.46,2,0,23,6.5,1
2023-08-14,42,Femme,Maritime,Standard,36.58,4,0,139,4.6,1
2023-08-15,56,Femme,Centrale,Standard,11.06,0,0,121,3.6,0
2023-08-15,34,Homme,Plateaux,VIP,38.15,3,1,125,3.4,0
2023-08-15,31,Femme,Maritime,Standard,11.23,2,0,121,6.1,0
2023-08-16,32,Femme,Kara,Premium,35.76,2,0,140,4.5,0
2023-08-17,39,Femme,Maritime,VIP,67.11,6,0,48,7.3,0
2023-08-17,24,Femme,Centrale,Premium,53.34,4,0,58,5.9,0
2023-08-17,67,Homme,Plateaux,Premium,35.24,3,1,26,6.0,0
2023-08-17,52,Femme,Plateaux,Standard,5.56,2,0,128,4.9,0
2023-08-18,23,Homme,Plateaux,Standard,13.48,1,0,115,4.9,0
2023-08-18,56,Femme,Maritime,Premium,45.17,4,0,152,6.8,0
2023-08-18,60,Homme,Kara,VIP,69.79,7,1,83,5.3,0
2023-08-18,58,Homme,Centrale,Premium,51.9,5,0,56,7.4,0
2023-08-19,54,Homme,Plateaux,Premium,45.07,5,0,177,6.8,0
2023-08-19,34,Femme,Plateaux,Standard,67.62,5,0,41,7.0,0
2023-08-19,58,Femme,Plateaux,Standard,20.56,2,0,49,6.5,0
2023-08-19,27,Homme,Centrale,Premium,34.52,1,0,173,7.2,1
2023-08-20,60,Homme,Kara,Premium,45.32,5,1,44,4.9,0
2023-08-20,50,Homme,Centrale,Standard,31.19,4,0,22,4.2,0
2023-08-20,49,Homme,Centrale,Premium,38.24,3,0,112,5.6,0
2023-08-20,29,Homme,Maritime,Standard,47.57,4,0,125,6.4,0
2023-08-20,29,Femme,Kara,Standard,18.4,2,0,74,7.8,0
2023-08-21,53,Femme,Maritime,Premium,39.11,3,1,138,3.5,0
2023-08-21,21,Femme,Plateaux,Standard,28.43,3,0,62,6.8,0
2023-08-21,66,Homme,Maritime,Premium,48.89,4,2,164,4.2,0
2023-08-21,34,Homme,Plateaux,Standard,15.17,1,0,160,5.3,0
2023-08-21,28,Femme,Plateaux,Standard,28.96,3,0,116,4.2,0
2023-08-21,24,Femme,Centrale,Standard,10.99,0,0,153,5.6,0
2023-08-22,56,Homme,Plateaux,Standard,43.77,3,0,119,5.1,0
2023-08-22,30,Femme,Plateaux,Standard,33.79,3,0,26,5.9,0
2023-08-23,23,Femme,Maritime,Standard,38.5,2,0,137,7.4,0
2023-08-23,33,Femme,Maritime,Standard,27.76,2,0,120,3.4,1
2023-08-23,27,Femme,Centrale,Premium,54.27,4,2,129,4.1,0
2023-08-23,34,Homme,Maritime,Standard,30.51,4,0,97,3.4,0
2023-08-24,28,Femme,Plateaux,Premium,27.17,3,1,110,5.7,0
2023-08-24,69,Femme,Maritime,Standard,36.78,4,0,32,5.7,1
2023-08-24,45,Homme,Maritime,Standard,41.29,2,0,56,7.4,0
2023-08-26,25,Femme,Maritime,Premium,31.97,0,0,18,6.8,0
2023-08-26,56,Femme,Maritime,Standard,10.66,1,0,95,7.9,0
2023-08-26,44,Homme,Plateaux,Standard,9.28,0,1,109,4.7,0
2023-08-28,65,Homme,Maritime,VIP,86.73,9,0,97,6.9,0
2023-08-28,53,Homme,Savanes,Standard,20.35,1,0,61,4.7,0
2023-08-28,18,Homme,Kara,Standard,20.51,2,0,170,4.8,0
2023-08-28,59,Femme,Maritime,Premium,45.12,4,1,79,4.8,0
2023-08-29,44,Homme,Plateaux,Premium,63.41,5,0,160,5.9,0
2023-08-30,57,Femme,Plateaux,Premium,51.91,5,0,27,9.1,0
2023-08-30,25,Femme,Maritime,Premium,61.93,6,0,127,6.2,0
2023-08-30,42,Femme,Maritime,Standard,36.99,4,1,177,5.5,1
2023-08-31,56,Homme,Plateaux,Premium,54.11,5,1,109,6.4,0
2023-08-31,45,Homme,Plateaux,Standard,29.11,2,0,178,7.0,1
2023-09-01,63,Homme,Centrale,Standard,29.66,0,0,113,3.7,1
2023-09-01,25,Homme,Savanes,Standard,18.97,4,0,26,5.6,0
2023-09-01,64,Homme,Savanes,Standard,32.59,1,1,91,6.0,0
2023-09-01,56,Homme,Maritime,Standard,40.45,3,0,166,5.6,0
2023-09-01,68,Homme,Plateaux,Premium,43.56,4,1,145,6.1,0
2023-09-01,30,Femme,Centrale,Premium,47.65,4,1,147,4.3,1
2023-09-01,27,Homme,Centrale,Premium,37.62,2,0,68,3.6,0
2023-09-02,20,Femme,Kara,Standard,27.18,4,0,126,5.3,0
2023-09-02,66,Femme,Maritime,Standard,46.24,5,0,134,6.1,0
2023-09-04,40,Homme,Centrale,Standard,38.1,3,0,1,6.5,0
2023-09-04,68,Homme,Kara,Premium,21.75,3,0,164,6.5,1
2023-09-05,66,Femme,Kara,VIP,89.66,8,1,40,6.5,0
2023-09-05,46,Homme,Plateaux,VIP,88.24,6,1,48,8.0,0
2023-09-05,39,Homme,Plateaux,Standard,17.7,1,0,34,5.3,0
2023-09-05,47,Femme,Maritime,Premium,67.37,5,0,37,8.1,0
2023-09-05,29,Homme,Savanes,Standard,24.82,2,0,110,4.3,0
2023-09-06,63,Femme,Maritime,VIP,68.91,7,0,20,7.6,0
2023-09-07,69,Homme,Maritime,Standard,47.0,3,0,147,5.6,0
2023-09-07,65,Homme,Savanes,Standard,27.09,4,0,159,4.4,1
2023-09-07,31,Homme,Kara,VIP,81.51,7,0,61,7.5,0
2023-09-08,51,Femme,Savanes,Standard,52.54,5,0,0,5.6,0
2023-09-08,33,Femme,Plateaux,Standard,41.51,4,1,17,6.1,0
2023-09-08,36,Homme,Kara,Standard,60.43,5,1,127,3.8,0
2023-09-08,30,Femme,Maritime,Standard,14.5,1,0,32,7.6,0
2023-09-08,31,Homme,Maritime,Premium,45.27,4,0,103,6.4,0
2023-09-08,41,Femme,Savanes,Standard,14.46,1,0,25,6.7,0
2023-09-09,20,Femme,Savanes,Standard,38.18,4,0,66,8.1,0
2023-09-10,33,Femme,Plateaux,Premium,60.35,3,0,101,7.4,0
2023-09-10,47,Femme,Maritime,Standard,49.15,2,0,42,7.1,0
2023-09-11,46,Femme,Kara,Standard,34.5,4,0,23,5.5,0
2023-09-11,55,Femme,Kara,Premium,49.96,4,0,75,5.9,0
2023-09-11,36,Femme,Savanes,VIP,71.18,7,0,173,3.6,0
2023-09-11,67,Homme,Maritime,Premium,64.03,5,1,60,6.2,0
2023-09-12,38,Femme,Kara,Premium,51.81,4,1,32,7.5,0
2023-09-12,51,Homme,Plateaux,Premium,27.1,4,0,30,7.1,0
2023-09-14,32,Femme,Plateaux,Standard,42.9,2,0,16,6.9,0
2023-09-14,20,Femme,Centrale,Standard,33.0,3,0,39,9.0,0
2023-09-16,56,Homme,Plateaux,Standard,28.43,4,0,136,8.7,1
2023-09-17,64,Homme,Plateaux,Standard,6.57,2,0,45,7.1,0
2023-09-19,68,Femme,Savanes,Standard,24.45,3,0,111,5.7,0
2023-09-19,41,Femme,Plateaux,Standard,24.76,2,0,102,3.0,0
2023-09-20,33,Femme,Plateaux,Premium,40.14,4,0,10,6.9,0
2023-09-20,44,Femme,Maritime,Standard,19.52,0,0,23,5.6,0
2023-09-21,28,Homme,Maritime,Standard,47.19,3,0,166,6.2,0
2023-09-21,61,Femme,Kara,Standard,12.84,1,0,0,3.6,0
2023-09-21,51,Femme,Plateaux,Standard,29.96,1,1,56,6.6,0
2023-09-21,36,Femme,Plateaux,Premium,29.07,2,1,115,3.8,0
2023-09-22,45,Homme,Maritime,Standard,25.73,3,0,24,7.7,0
2023-09-22,29,Homme,Centrale,Premium,46.86,4,0,122,8.0,0
2023-09-23,39,Homme,Centrale,Standard,21.63,2,0,44,6.4,0
2023-09-23,36,Femme,Centrale,Standard,31.82,2,0,3,7.0,0
2023-09-23,31,Homme,Savanes,Standard,17.98,1,0,44,6.9,0
2023-09-24,27,Homme,Centrale,Standard,17.81,1,0,80,7.4,0
2023-09-24,45,Homme,Centrale,Standard,56.37,6,0,84,4.1,0
2023-09-25,20,Homme,Maritime,Standard,52.04,4,0,138,4.9,0
2023-09-25,42,Femme,Kara,Standard,51.41,4,0,162,4.0,0
2023-09-25,25,Femme,Maritime,Standard,44.91,3,0,56,6.6,0
