date,pluviometrie_mm,temperature_moy_c,demande_sang_simulee
2023-03-31,7.2,27.6,221
2023-04-01,0.2,28.4,200
2023-04-02,0.0,28.5,231
2023-04-03,3.5,28.3,251
2023-04-04,9.0,28.0,211
2023-04-05,0.1,28.5,210
2023-04-06,1.3,28.6,240
2023-04-07,3.4,28.4,239
2023-04-08,8.4,27.7,206
2023-04-09,18.3,27.7,209
2023-04-10,0.6,28.7,214
2023-04-11,0.2,28.5,197
2023-04-12,0.1,28.4,204
2023-04-13,0.7,28.7,204
2023-04-14,0.2,28.8,211
2023-04-15,2.8,28.7,222
2023-04-16,0.1,28.4,226
2023-04-17,2.0,27.6,247
2023-04-18,0.3,28.0,209
2023-04-19,10.7,27.9,246
2023-04-20,16.6,28.2,228
2023-04-21,0.0,28.7,228
2023-04-22,4.6,28.6,236
2023-04-23,9.2,27.0,207
2023-04-24,2.7,27.1,223
2023-04-25,0.0,28.1,220
2023-04-26,0.4,27.8,225
2023-04-27,9.1,27.9,221
2023-04-28,1.1,27.8,254
2023-04-29,13.4,27.4,211
2023-04-30,0.3,26.4,218
2023-05-01,3.9,27.9,213
2023-05-02,1.2,28.1,216
2023-05-03,1.8,28.1,218
2023-05-04,1.2,27.8,246
2023-05-05,0.0,27.9,245
2023-05-06,7.3,27.9,216
2023-05-07,0.3,27.9,215
2023-05-08,0.0,28.3,234
2023-05-09,1.6,28.9,220
2023-05-10,0.0,29.5,231
2023-05-11,6.3,28.9,226
2023-05-12,2.3,28.5,200
2023-05-13,1.7,28.8,247
2023-05-14,2.8,28.7,251
2023-05-15,29.2,26.6,215
2023-05-16,0.7,27.9,220
2023-05-17,1.7,28.1,230
2023-05-18,5.7,27.3,230
2023-05-19,7.1,27.4,235
2023-05-20,1.6,27.3,251
2023-05-21,5.2,27.1,215
2023-05-22,4.6,26.9,206
2023-05-23,2.0,27.9,196
2023-05-24,2.1,27.4,203
2023-05-25,0.9,27.5,224
2023-05-26,4.2,28.3,252
2023-05-27,1.8,27.4,218
2023-05-28,0.3,27.9,228
2023-05-29,4.9,27.8,226
2023-05-30,1.8,28.0,240
2023-05-31,5.5,28.0,262
2023-06-01,1.3,27.0,216
2023-06-02,13.4,26.2,217
2023-06-03,1.0,26.3,240
2023-06-04,1.7,26.9,235
2023-06-05,0.7,27.4,254
2023-06-06,23.1,26.8,233
2023-06-07,5.4,25.6,219
2023-06-08,14.5,26.0,235
2023-06-09,9.0,26.4,243
2023-06-10,12.4,25.6,240
2023-06-11,6.4,26.4,234
2023-06-12,0.0,26.6,247
2023-06-13,0.4,26.6,248
2023-06-14,8.3,26.7,251
2023-06-15,6.1,26.2,228
2023-06-16,0.8,26.1,225
2023-06-17,0.3,26.8,231
2023-06-18,4.3,26.8,250
2023-06-19,4.0,25.7,221
2023-06-20,16.1,25.9,243
2023-06-21,8.1,24.7,232
2023-06-22,10.7,25.6,236
2023-06-23,1.8,25.5,255
2023-06-24,26.8,24.9,241
2023-06-25,3.3,25.3,240
2023-06-26,0.0,25.6,218
2023-06-27,0.0,25.7,249
2023-06-28,18.3,24.9,249
2023-06-29,0.2,25.1,272
2023-06-30,0.9,25.3,240
2023-07-01,2.4,25.6,249
2023-07-02,11.1,25.2,253
2023-07-03,0.6,25.6,269
2023-07-04,6.3,25.8,254
2023-07-05,0.4,25.4,260
2023-07-06,2.1,25.7,264
2023-07-07,11.5,26.0,249
2023-07-08,10.6,25.3,245
2023-07-09,6.3,24.7,249
2023-07-10,5.3,25.5,259
2023-07-11,1.1,25.8,223
2023-07-12,8.2,24.7,242
2023-07-13,2.2,25.1,230
2023-07-14,0.7,25.9,261
2023-07-15,0.9,26.1,217
2023-07-16,1.2,25.7,230
2023-07-17,8.0,25.6,248
2023-07-18,0.7,26.1,270
2023-07-19,1.3,26.5,246
2023-07-20,2.8,26.4,240
2023-07-21,9.0,25.9,270
2023-07-22,25.9,25.3,220
2023-07-23,7.3,24.5,206
2023-07-24,26.8,25.0,245
2023-07-25,0.8,25.3,221
2023-07-26,0.7,25.6,212
2023-07-27,3.3,25.8,241
2023-07-28,0.6,25.4,234
2023-07-29,2.7,25.1,216
2023-07-30,3.1,25.5,206
2023-07-31,5.2,25.5,241
2023-08-01,3.5,25.6,247
2023-08-02,1.5,25.3,234
2023-08-03,1.1,25.0,274
2023-08-04,0.8,25.1,228
2023-08-05,0.7,25.4,221
2023-08-06,1.7,25.4,234
2023-08-07,0.7,25.6,240
2023-08-08,0.7,25.6,241
2023-08-09,3.8,25.5,232
2023-08-10,1.0,25.4,241
2023-08-11,0.7,25.3,218
2023-08-12,1.2,25.3,256
2023-08-13,2.4,25.6,233
2023-08-14,2.7,24.9,251
2023-08-15,0.7,25.1,239
2023-08-16,0.1,25.1,241
2023-08-17,15.2,25.0,240
2023-08-18,1.6,24.9,238
2023-08-19,5.6,24.6,242
2023-08-20,0.0,25.0,251
2023-08-21,0.4,25.7,231
2023-08-22,0.6,25.6,229
2023-08-23,17.7,25.6,215
2023-08-24,0.6,25.6,229
2023-08-25,1.2,25.6,197
2023-08-26,0.8,25.7,234
2023-08-27,1.3,25.8,211
2023-08-28,2.6,25.6,191
2023-08-29,0.4,26.1,215
2023-08-30,8.1,26.0,202
2023-08-31,4.5,25.3,223
2023-09-01,3.0,25.7,199
2023-09-02,12.0,24.5,209
2023-09-03,8.5,24.0,187
2023-09-04,3.3,25.1,208
2023-09-05,9.4,25.0,179
2023-09-06,1.8,25.2,191
2023-09-07,0.8,25.7,227
2023-09-08,3.9,26.3,227
2023-09-09,23.6,24.7,224
2023-09-10,1.0,25.4,204
2023-09-11,2.8,26.0,219
2023-09-12,4.3,25.4,224
2023-09-13,8.3,25.3,209
2023-09-14,1.6,25.7,249
2023-09-15,1.1,25.5,243
2023-09-16,7.7,25.5,227
2023-09-17,7.2,25.5,225
2023-09-18,1.2,25.1,229
2023-09-19,8.3,25.4,202
2023-09-20,0.2,25.8,230
2023-09-21,0.0,26.3,224
2023-09-22,8.9,25.1,221
2023-09-23,0.3,25.0,228
2023-09-24,10.0,25.4,259
2023-09-25,0.5,25.8,242
2023-09-26,1.4,26.3,226
2023-09-27,0.8,26.7,246
2023-09-28,1.6,26.9,258
2023-09-29,10.6,26.6,254
2023-09-30,2.0,26.4,238
2023-10-01,2.5,26.3,225
2023-10-02,2.4,26.4,248
2023-10-03,0.9,26.4,239
2023-10-04,6.0,26.8,247
2023-10-05,6.9,25.8,242
2023-10-06,4.5,26.4,245
2023-10-07,18.9,26.3,221
2023-10-08,16.0,25.7,249
2023-10-09,16.6,26.0,235
2023-10-10,1.7,26.4,254
2023-10-11,3.9,26.5,213
2023-10-12,2.7,26.3,250
2023-10-13,0.7,26.3,225
2023-10-14,2.1,26.5,212
2023-10-15,1.2,26.8,216
2023-10-16,10.5,26.3,220
2023-10-17,5.5,25.0,236
2023-10-18,0.0,26.1,240
2023-10-19,0.3,27.0,230
2023-10-20,0.6,27.0,236
2023-10-21,2.6,27.2,270
2023-10-22,1.0,26.9,264
2023-10-23,3.4,27.1,242
2023-10-24,2.7,26.6,237
2023-10-25,0.4,27.3,234
2023-10-26,0.4,27.5,246
2023-10-27,0.3,27.2,223
2023-10-28,0.2,27.0,234
2023-10-29,0.8,27.3,212
2023-10-30,1.0,27.6,239
2023-10-31,2.3,26.9,243
2023-11-01,0.2,27.3,226
2023-11-02,0.4,27.6,257
2023-11-03,1.3,27.8,216
2023-11-04,5.9,27.4,210
2023-11-05,4.6,27.3,233
2023-11-06,16.3,27.3,243
2023-11-07,4.4,26.8,246
2023-11-08,1.9,27.0,208
2023-11-09,0.1,27.6,225
2023-11-10,0.5,27.8,208
2023-11-11,2.4,28.0,205
2023-11-12,1.6,27.9,220
2023-11-13,0.7,27.9,216
2023-11-14,3.9,27.7,184
2023-11-15,2.0,27.2,232
2023-11-16,0.0,27.6,232
2023-11-17,0.3,28.1,202
2023-11-18,0.4,28.3,218
2023-11-19,2.1,28.1,219
2023-11-20,0.2,27.7,216
2023-11-21,0.1,27.9,203
2023-11-22,2.0,28.0,202
2023-11-23,0.3,28.2,211
2023-11-24,1.3,28.1,229
2023-11-25,11.3,26.1,220
2023-11-26,10.4,25.1,206
2023-11-27,0.1,26.5,223
2023-11-28,1.1,27.1,169
2023-11-29,2.8,27.3,230
2023-11-30,0.9,27.6,186
2023-12-01,0.2,27.9,206
2023-12-02,1.4,27.7,195
2023-12-03,1.5,27.8,193
2023-12-04,1.2,27.8,229
2023-12-05,0.7,27.7,207
2023-12-06,3.3,27.7,222
2023-12-07,1.7,27.5,209
2023-12-08,1.4,27.8,216
2023-12-09,0.1,27.6,210
2023-12-10,1.4,28.0,190
2023-12-11,0.7,27.8,224
2023-12-12,2.3,27.1,201
2023-12-13,0.0,26.8,185
2023-12-14,0.0,27.3,203
2023-12-15,0.0,26.9,230
2023-12-16,0.0,26.9,221
2023-12-17,0.0,27.4,204
2023-12-18,0.0,27.7,204
2023-12-19,0.2,28.0,204
2023-12-20,0.0,28.5,240
2023-12-21,0.0,27.6,215
2023-12-22,0.0,27.8,216
2023-12-23,0.0,28.1,225
2023-12-24,0.0,28.4,213
2023-12-25,0.0,28.3,205
2023-12-26,0.7,28.4,201
2023-12-27,0.7,28.0,199
2023-12-28,0.0,27.9,200
2023-12-29,0.3,27.9,211
2023-12-30,0.3,28.2,199
2023-12-31,0.0,28.3,209
2024-01-01,0.4,28.3,197
2024-01-02,0.0,28.5,199
2024-01-03,0.6,28.5,167
2024-01-04,0.1,27.9,210
2024-01-05,1.1,27.8,202
2024-01-06,2.1,27.7,211
2024-01-07,0.3,28.2,151
2024-01-08,4.0,28.3,226
2024-01-09,9.3,26.7,192
2024-01-10,0.0,27.6,211
2024-01-11,0.0,28.2,178
2024-01-12,1.7,28.5,202
2024-01-13,0.7,28.1,177
2024-01-14,1.8,28.0,184
2024-01-15,1.4,27.9,222
2024-01-16,0.0,27.9,192
2024-01-17,0.0,27.5,198
2024-01-18,0.0,27.3,209
2024-01-19,0.0,27.6,207
2024-01-20,0.5,27.8,202
2024-01-21,0.0,28.3,205
2024-01-22,0.3,28.4,236
2024-01-23,0.6,28.5,200
2024-01-24,1.5,28.5,204
2024-01-25,0.6,28.3,218
2024-01-26,0.0,28.3,218
2024-01-27,0.0,27.2,219
2024-01-28,0.0,26.9,211
2024-01-29,0.0,27.1,184
2024-01-30,0.0,27.5,226
2024-01-31,0.0,28.3,184
2024-02-01,0.2,28.8,206
2024-02-02,1.3,28.2,190
2024-02-03,0.0,27.7,201
2024-02-04,0.0,27.3,207
2024-02-05,0.0,27.5,207
2024-02-06,0.0,27.0,207
2024-02-07,0.0,27.2,225
2024-02-08,0.0,26.9,206
2024-02-09,0.0,27.5,192
2024-02-10,0.1,28.2,210
2024-02-11,0.0,28.4,213
2024-02-12,0.0,28.9,177
2024-02-13,0.7,28.9,204
2024-02-14,0.2,29.2,205
2024-02-15,2.9,28.4,189
2024-02-16,0.0,28.4,215
2024-02-17,1.2,28.8,192
2024-02-18,0.2,28.8,196
2024-02-19,0.1,28.8,191
2024-02-20,0.8,28.1,194
2024-02-21,0.2,28.7,177
2024-02-22,2.5,28.3,172
2024-02-23,4.0,28.5,218
2024-02-24,0.0,28.5,181
2024-02-25,0.1,28.1,179
2024-02-26,0.3,28.7,162
2024-02-27,0.0,28.9,185
2024-02-28,0.1,29.2,175
2024-02-29,0.2,29.5,219
2024-03-01,0.6,28.7,210
2024-03-02,1.7,29.0,185
2024-03-03,14.4,27.3,230
2024-03-04,0.0,28.1,212
2024-03-05,0.0,28.4,192
2024-03-06,0.2,28.9,160
2024-03-07,1.2,28.5,232
2024-03-08,0.0,28.4,176
2024-03-09,0.0,28.3,173
2024-03-10,0.0,28.6,213
2024-03-11,0.0,29.2,234
2024-03-12,0.0,29.2,219
2024-03-13,0.0,29.0,212
2024-03-14,2.2,28.6,213
2024-03-15,0.0,28.5,216
2024-03-16,0.0,28.7,215
2024-03-17,0.7,29.5,207
2024-03-18,0.4,29.6,204
2024-03-19,0.0,29.2,201
2024-03-20,1.1,29.4,191
2024-03-21,1.0,29.7,198
2024-03-22,0.1,29.1,177
2024-03-23,0.0,29.2,200
2024-03-24,0.0,29.1,187
2024-03-25,0.0,29.4,184
2024-03-26,0.1,29.7,203
2024-03-27,0.0,29.8,221
2024-03-28,4.0,29.4,214
2024-03-29,8.8,28.5,177
2024-03-30,0.1,29.3,186
2024-03-31,0.0,29.3,215
2024-04-01,1.1,29.5,186
2024-04-02,0.5,29.4,197
2024-04-03,0.7,28.5,203
2024-04-04,0.0,29.3,180
2024-04-05,4.3,29.0,196
2024-04-06,13.5,28.4,175
2024-04-07,0.5,29.0,187
2024-04-08,0.9,28.7,204
2024-04-09,0.0,29.0,175
2024-04-10,6.0,29.1,206
2024-04-11,1.0,27.7,199
2024-04-12,0.1,29.3,208
2024-04-13,0.0,28.9,203
2024-04-14,6.8,28.3,220
2024-04-15,0.8,29.4,203
2024-04-16,6.6,28.7,200
2024-04-17,0.3,28.7,208
2024-04-18,0.8,29.7,215
2024-04-19,0.7,30.0,207
2024-04-20,0.0,30.0,209
2024-04-21,4.5,29.7,198
2024-04-22,1.1,28.9,198
2024-04-23,5.1,27.6,187
2024-04-24,0.6,28.2,237
2024-04-25,0.0,29.1,193
2024-04-26,0.5,29.3,203
2024-04-27,0.0,29.7,203
2024-04-28,0.3,29.8,226
2024-04-29,0.6,29.4,205
2024-04-30,0.6,29.8,228
2024-05-01,12.8,28.6,201
2024-05-02,1.8,29.0,215
2024-05-03,3.1,28.7,200
2024-05-04,0.2,28.9,245
2024-05-05,0.2,29.7,195
2024-05-06,3.3,28.8,216
2024-05-07,5.4,28.0,216
2024-05-08,2.7,28.8,212
2024-05-09,0.0,29.1,203
2024-05-10,2.8,29.2,204
2024-05-11,9.3,28.6,210
2024-05-12,3.9,27.6,207
2024-05-13,16.0,27.1,225
2024-05-14,0.0,28.2,244
2024-05-15,3.2,28.5,200
2024-05-16,61.2,26.9,188
2024-05-17,1.5,27.4,207
2024-05-18,1.9,28.0,248
2024-05-19,0.0,28.9,197
2024-05-20,0.7,28.8,234
2024-05-21,2.5,28.9,239
2024-05-22,7.4,27.5,205
2024-05-23,0.9,27.2,228
2024-05-24,2.4,28.2,241
2024-05-25,48.1,25.8,212
2024-05-26,0.7,27.0,239
2024-05-27,0.0,27.6,234
2024-05-28,1.9,28.4,228
2024-05-29,0.0,28.2,233
2024-05-30,5.2,28.3,225
2024-05-31,17.9,26.7,244
2024-06-01,7.8,27.0,230
2024-06-02,9.8,25.6,245
2024-06-03,0.3,26.8,218
2024-06-04,4.3,27.2,265
2024-06-05,0.8,27.2,273
2024-06-06,3.8,26.5,229
2024-06-07,8.3,26.3,263
2024-06-08,0.8,27.0,275
2024-06-09,17.5,26.4,240
2024-06-10,2.8,26.9,289
2024-06-11,3.9,26.4,270
2024-06-12,3.9,26.5,255
2024-06-13,0.8,27.1,259
2024-06-14,10.2,25.9,270
2024-06-15,14.6,25.0,262
2024-06-16,2.4,26.0,246
2024-06-17,6.5,26.7,227
2024-06-18,3.9,26.6,243
2024-06-19,1.3,27.1,226
2024-06-20,13.4,25.9,246
2024-06-21,3.3,26.1,235
2024-06-22,1.5,26.1,236
2024-06-23,0.5,26.3,266
2024-06-24,1.3,26.5,267
2024-06-25,8.9,25.7,246
2024-06-26,15.0,25.6,221
2024-06-27,10.5,26.1,236
2024-06-28,2.2,26.3,259
2024-06-29,5.2,25.9,244
2024-06-30,5.4,26.0,280
2024-07-01,0.8,26.3,245
2024-07-02,10.3,26.5,240
2024-07-03,12.3,25.2,228
2024-07-04,7.5,25.3,235
2024-07-05,5.6,26.1,233
2024-07-06,6.0,26.1,251
2024-07-07,8.0,25.7,258
2024-07-08,6.4,25.5,229
2024-07-09,3.0,25.4,223
2024-07-10,1.6,25.7,210
2024-07-11,5.0,25.6,245
2024-07-12,1.7,25.6,223
2024-07-13,1.2,25.6,211
2024-07-14,1.1,25.6,251
2024-07-15,0.9,25.6,281
2024-07-16,3.0,25.5,240
2024-07-17,0.1,25.4,255
2024-07-18,5.6,25.6,244
2024-07-19,1.8,25.1,241
2024-07-20,2.5,25.1,256
2024-07-21,2.6,24.8,235
2024-07-22,0.4,25.0,242
2024-07-23,0.0,25.0,243
2024-07-24,0.8,24.9,229
2024-07-25,0.9,24.9,253
2024-07-26,1.0,25.1,233
2024-07-27,0.4,24.9,219
2024-07-28,1.3,25.2,236
2024-07-29,1.1,25.1,215
2024-07-30,0.8,25.1,228
2024-07-31,0.0,24.8,226
2024-08-01,0.5,24.9,242
2024-08-02,0.5,25.0,229
2024-08-03,0.1,25.1,217
2024-08-04,0.2,25.0,227
2024-08-05,1.0,24.8,234
2024-08-06,0.6,24.9,219
2024-08-07,0.3,25.2,208
2024-08-08,1.1,25.0,186
2024-08-09,0.1,25.3,189
2024-08-10,0.1,25.1,200
2024-08-11,0.6,25.2,194
2024-08-12,1.5,25.5,200
2024-08-13,1.4,25.4,203
2024-08-14,1.7,25.5,210
2024-08-15,0.1,25.4,201
2024-08-16,0.0,25.4,208
2024-08-17,0.6,25.5,202
2024-08-18,0.1,25.4,169
2024-08-19,0.2,25.1,184
2024-08-20,1.5,25.2,195
2024-08-21,0.0,25.7,178
2024-08-22,1.6,25.6,206
2024-08-23,7.4,24.6,221
2024-08-24,1.2,24.9,216
2024-08-25,0.5,25.1,194
2024-08-26,2.2,25.0,220
2024-08-27,2.1,25.2,200
2024-08-28,1.0,25.2,192
2024-08-29,0.8,25.2,187
2024-08-30,0.7,25.2,192
2024-08-31,0.0,25.3,191
2024-09-01,0.0,25.3,200
2024-09-02,0.3,25.1,202
2024-09-03,0.0,25.2,200
2024-09-04,0.0,25.6,207
2024-09-05,0.0,25.6,219
2024-09-06,0.0,25.7,216
2024-09-07,0.7,25.4,180
2024-09-08,0.4,25.3,163
2024-09-09,0.0,25.6,216
2024-09-10,1.1,26.3,181
2024-09-11,0.9,26.0,198
2024-09-12,0.4,25.7,184
2024-09-13,3.4,25.7,174
2024-09-14,14.8,25.0,208
2024-09-15,1.5,25.9,211
2024-09-16,0.2,25.9,191
2024-09-17,6.6,25.5,161
2024-09-18,24.4,24.9,192
2024-09-19,0.3,25.8,206
2024-09-20,0.8,25.8,178
2024-09-21,1.1,25.7,203
2024-09-22,1.4,26.1,199
2024-09-23,1.0,26.0,207
2024-09-24,0.8,26.2,205
2024-09-25,6.2,25.0,189
2024-09-26,8.2,25.4,221
2024-09-27,7.6,25.8,202
2024-09-28,0.7,25.9,214
2024-09-29,3.6,26.1,200
2024-09-30,5.3,26.1,207
2024-10-01,4.4,25.7,201
2024-10-02,2.0,26.3,212
2024-10-03,4.0,26.2,241
2024-10-04,13.9,25.8,195
2024-10-05,18.3,25.0,194
2024-10-06,5.4,25.4,243
2024-10-07,5.6,25.5,221
2024-10-08,4.2,25.7,214
2024-10-09,1.3,25.7,241
2024-10-10,0.0,26.0,218
2024-10-11,2.0,26.4,256
2024-10-12,7.7,26.6,239
2024-10-13,10.9,24.9,223
2024-10-14,2.0,25.4,267
2024-10-15,1.6,26.1,227
2024-10-16,7.2,26.3,249
2024-10-17,19.9,24.8,244
2024-10-18,0.9,25.6,258
2024-10-19,7.1,26.0,253
2024-10-20,0.9,26.2,230
2024-10-21,5.9,26.3,219
2024-10-22,4.6,26.2,239
2024-10-23,0.6,26.6,226
2024-10-24,1.7,26.7,267
2024-10-25,1.1,26.9,239
2024-10-26,1.7,26.2,232
2024-10-27,0.1,26.8,245
2024-10-28,1.5,27.1,219
2024-10-29,7.2,25.7,227
2024-10-30,0.7,26.2,259
2024-10-31,0.2,27.0,231
2024-11-01,1.9,27.2,225
2024-11-02,1.8,27.0,249
2024-11-03,0.9,27.2,257
2024-11-04,1.0,27.0,245
2024-11-05,1.1,26.8,243
2024-11-06,1.2,27.0,215
2024-11-07,4.2,27.4,203
2024-11-08,1.9,27.7,248
2024-11-09,10.8,27.4,221
2024-11-10,1.6,26.9,222
2024-11-11,2.9,26.7,245
2024-11-12,1.2,27.0,231
2024-11-13,0.6,27.7,226
2024-11-14,3.0,27.6,251
2024-11-15,0.6,27.6,209
2024-11-16,2.2,27.5,230
2024-11-17,4.1,27.4,211
2024-11-18,0.6,27.3,215
2024-11-19,1.1,27.6,235
2024-11-20,0.0,28.2,220
2024-11-21,1.5,28.0,219
2024-11-22,4.2,27.5,226
2024-11-23,1.3,27.5,204
2024-11-24,0.1,27.4,198
2024-11-25,3.1,27.8,194
2024-11-26,0.9,27.9,181
2024-11-27,1.5,27.9,243
2024-11-28,0.1,27.7,195
2024-11-29,0.1,27.8,206
2024-11-30,0.0,28.0,205
2024-12-01,0.0,28.4,214
2024-12-02,0.0,28.3,222
2024-12-03,2.9,28.5,223
2024-12-04,3.1,27.8,201
2024-12-05,1.3,27.7,208
2024-12-06,0.3,27.6,215
2024-12-07,0.2,28.1,207
2024-12-08,0.0,28.3,233
2024-12-09,0.3,28.3,216
2024-12-10,0.0,28.2,215
2024-12-11,0.0,28.8,213
2024-12-12,2.5,28.8,220
2024-12-13,4.0,27.7,206
2024-12-14,0.2,27.7,184
2024-12-15,0.3,28.1,209
2024-12-16,0.0,28.2,193
2024-12-17,0.0,28.2,194
2024-12-18,0.0,28.3,210
2024-12-19,0.0,28.0,219
2024-12-20,0.0,27.1,200
2024-12-21,0.0,27.5,205
2024-12-22,0.0,26.9,226
2024-12-23,0.0,27.3,204
2024-12-24,0.0,27.6,239
2024-12-25,0.1,28.1,209
2024-12-26,0.0,28.7,173
2024-12-27,0.3,28.7,210
2024-12-28,0.0,28.4,204
2024-12-29,0.1,28.4,217
2024-12-30,0.8,28.6,208
2024-12-31,1.1,28.5,196
2025-01-01,1.1,28.7,180
2025-01-02,0.6,28.9,195
2025-01-03,1.6,29.0,184
2025-01-04,0.2,28.7,187
2025-01-05,0.4,28.6,204
2025-01-06,0.4,28.7,220
2025-01-07,0.3,28.5,201
2025-01-08,0.2,28.1,177
2025-01-09,0.3,28.2,202
2025-01-10,0.0,28.6,214
2025-01-11,0.0,28.3,187
2025-01-12,0.0,27.8,193
2025-01-13,0.0,28.1,195
2025-01-14,0.5,28.2,183
2025-01-15,0.9,28.7,204
2025-01-16,0.0,29.0,193
2025-01-17,0.2,29.3,201
2025-01-18,0.0,28.9,182
2025-01-19,1.8,28.5,188
2025-01-20,0.0,28.2,206
2025-01-21,0.0,28.4,189
2025-01-22,0.0,28.2,221
2025-01-23,0.4,27.7,189
2025-01-24,0.0,28.2,198
2025-01-25,0.9,28.0,209
2025-01-26,1.2,28.1,174
2025-01-27,0.7,27.5,169
2025-01-28,0.2,27.9,173
2025-01-29,2.4,27.8,215
2025-01-30,0.5,28.2,187
2025-01-31,1.3,28.4,234
2025-02-01,0.2,28.4,186
2025-02-02,8.2,26.9,198
2025-02-03,0.5,27.4,217
2025-02-04,0.0,28.8,225
2025-02-05,0.0,28.8,226
2025-02-06,0.0,28.8,213
2025-02-07,1.0,28.8,210
2025-02-08,4.0,28.2,205
2025-02-09,0.9,27.9,207
2025-02-10,0.1,28.3,188
2025-02-11,0.7,28.9,184
2025-02-12,2.3,28.2,200
2025-02-13,0.8,28.5,197
2025-02-14,0.6,28.3,193
2025-02-15,0.4,28.3,210
2025-02-16,0.5,28.5,214
2025-02-17,0.0,28.9,201
2025-02-18,0.9,28.5,223
2025-02-19,0.6,28.6,184
2025-02-20,0.1,28.9,198
2025-02-21,0.5,28.8,190
2025-02-22,0.4,28.8,174
2025-02-23,0.0,27.5,201
2025-02-24,0.0,27.9,201
2025-02-25,0.2,28.3,225
2025-02-26,1.2,28.6,211
2025-02-27,0.0,28.5,186
2025-02-28,0.1,28.5,230
2025-03-01,0.0,28.8,220
2025-03-02,1.1,28.9,210
2025-03-03,0.5,28.9,197
2025-03-04,0.6,28.1,186
2025-03-05,5.3,28.5,192
2025-03-06,0.0,29.2,214
2025-03-07,0.8,29.2,226
2025-03-08,0.1,29.2,221
2025-03-09,0.5,29.0,191
2025-03-10,0.3,29.2,181
2025-03-11,0.0,29.4,198
2025-03-12,0.0,29.2,170
2025-03-13,0.2,29.4,201
2025-03-14,0.3,28.7,194
2025-03-15,0.8,29.1,190
2025-03-16,0.0,29.3,173
2025-03-17,0.4,29.0,205
2025-03-18,0.1,29.1,189
2025-03-19,2.1,28.8,179
2025-03-20,0.2,29.0,154
2025-03-21,0.6,28.6,196
2025-03-22,0.0,28.3,223
2025-03-23,0.3,28.4,222
2025-03-24,0.0,29.0,190
2025-03-25,5.3,29.1,188
2025-03-26,6.0,28.6,204
2025-03-27,0.0,28.4,182
2025-03-28,0.1,28.4,201
2025-03-29,0.3,28.9,209
2025-03-30,5.7,28.3,216
2025-03-31,1.7,28.8,196
2025-04-01,0.5,29.0,194
2025-04-02,3.2,28.4,184
2025-04-03,6.3,27.4,185
2025-04-04,0.0,29.2,195
2025-04-05,0.4,29.4,205
2025-04-06,1.8,29.3,213
2025-04-07,0.2,29.0,187
2025-04-08,0.3,29.0,221
2025-04-09,4.9,27.5,197
2025-04-10,0.6,28.8,201
2025-04-11,0.6,27.9,190
2025-04-12,4.6,27.9,167
2025-04-13,0.0,29.2,219
2025-04-14,0.3,29.5,216
2025-04-15,6.3,28.4,201
2025-04-16,0.0,29.0,207
2025-04-17,1.2,28.7,213
2025-04-18,0.1,29.4,182
2025-04-19,3.0,28.6,199
2025-04-20,0.1,29.4,219
2025-04-21,0.0,28.9,188
2025-04-22,0.2,29.8,213
2025-04-23,16.1,26.6,188
2025-04-24,0.2,29.0,216
2025-04-25,0.0,29.4,209
2025-04-26,5.5,27.4,183
2025-04-27,0.4,27.3,225
2025-04-28,0.0,29.0,196
2025-04-29,9.1,28.3,196
2025-04-30,0.0,27.7,209
2025-05-01,1.6,27.9,223
2025-05-02,10.1,27.3,190
2025-05-03,0.0,27.8,211
2025-05-04,2.3,28.8,214
2025-05-05,0.0,28.8,218
2025-05-06,0.8,29.0,213
2025-05-07,0.1,29.5,204
2025-05-08,0.6,28.8,197
2025-05-09,1.6,28.5,214
2025-05-10,0.4,29.0,195
2025-05-11,0.1,29.3,167
2025-05-12,0.6,29.5,222
2025-05-13,5.7,28.4,227
2025-05-14,0.0,28.8,179
2025-05-15,0.5,28.9,199
2025-05-16,0.4,29.1,221
2025-05-17,7.2,28.0,243
2025-05-18,1.1,26.9,212
2025-05-19,0.7,28.8,201
2025-05-20,12.6,28.0,208
2025-05-21,3.2,26.7,232
2025-05-22,1.5,27.5,202
2025-05-23,6.6,26.9,202
2025-05-24,1.8,27.0,200
2025-05-25,0.0,27.8,193
2025-05-26,0.0,28.6,209
2025-05-27,1.0,27.8,233
2025-05-28,4.2,27.3,213
2025-05-29,5.5,26.5,205
2025-05-30,5.3,26.5,206
2025-05-31,0.8,27.9,188
2025-06-01,0.6,28.7,225
2025-06-02,1.3,27.9,209
2025-06-03,2.7,27.6,208
2025-06-04,21.8,25.1,258
2025-06-05,1.1,26.6,214
2025-06-06,0.7,27.0,199
2025-06-07,10.0,26.0,205
2025-06-08,0.0,26.9,231
2025-06-09,4.5,26.7,217
2025-06-10,1.0,27.2,193
2025-06-11,5.0,26.4,229
2025-06-12,0.4,26.6,205
2025-06-13,0.5,27.3,242
2025-06-14,8.8,25.8,239
2025-06-15,5.7,25.8,216
2025-06-16,1.5,26.6,242
2025-06-17,1.3,26.8,225
2025-06-18,6.7,26.6,237
2025-06-19,1.2,26.5,233
2025-06-20,4.4,27.0,208
2025-06-21,1.4,26.4,212
2025-06-22,12.7,25.5,237
2025-06-23,15.3,25.7,214
2025-06-24,6.8,26.2,215
2025-06-25,1.3,26.4,209
2025-06-26,11.4,25.9,231
2025-06-27,2.2,24.9,255
2025-06-28,0.1,26.0,209
