date,temperature_c,precipitations_mm,cas_paludisme,nb_accidents,nb_accouchements,demande_sang
2022-07-11,28.9,24.6,48,4,16,82.7
2022-07-12,28.9,26.1,42,4,14,87.5
2022-07-13,29.5,26.6,42,2,10,81.0
2022-07-14,28.9,24.5,42,2,10,72.5
2022-07-15,29.4,35.0,50,4,18,90.5
2022-07-16,30.8,24.9,43,10,16,85.2
2022-07-17,29.8,25.1,43,7,8,73.0
2022-07-18,28.8,24.9,49,4,11,84.3
2022-07-19,30.0,24.5,47,3,16,87.1
2022-07-20,28.6,23.6,43,7,8,83.8
2022-07-21,27.3,27.3,44,4,9,80.4
2022-07-22,28.1,33.5,50,3,18,85.9
2022-07-23,27.3,23.9,46,3,15,89.9
2022-07-24,28.5,26.2,44,3,10,71.7
2022-07-25,28.8,26.8,47,2,12,85.0
2022-07-26,30.1,28.2,46,1,11,79.6
2022-07-27,28.9,24.0,44,4,9,77.5
2022-07-28,28.5,23.3,45,4,16,85.3
2022-07-29,29.3,23.2,39,5,10,75.3
2022-07-30,26.8,25.5,44,4,15,78.2
2022-07-31,28.7,26.7,45,5,9,78.2
2022-08-01,29.1,22.0,44,3,15,77.3
2022-08-02,27.2,22.5,46,3,13,85.0
2022-08-03,29.3,27.9,45,5,11,79.8
2022-08-04,28.6,25.6,40,3,13,75.1
2022-08-05,27.9,33.0,50,4,5,76.4
2022-08-06,28.7,24.4,42,7,14,91.3
2022-08-07,30.0,21.4,41,6,14,73.3
2022-08-08,28.3,22.3,42,4,8,81.5
2022-08-09,28.3,22.6,45,3,14,80.3
2022-08-10,27.7,19.3,44,2,14,80.5
2022-08-11,27.3,21.2,45,5,9,84.9
2022-08-12,28.6,22.2,50,6,13,90.0
2022-08-13,27.2,18.8,45,12,12,85.3
2022-08-14,27.9,22.5,44,4,12,73.5
2022-08-15,27.4,20.3,43,0,3,75.2
2022-08-16,28.1,26.5,43,3,11,83.1
2022-08-17,28.0,17.1,44,3,15,82.5
2022-08-18,28.5,17.6,40,9,10,87.6
2022-08-19,27.2,19.1,40,2,11,77.0
2022-08-20,27.3,17.1,43,5,11,75.8
2022-08-21,26.7,19.5,42,6,13,81.1
2022-08-22,27.1,19.7,40,4,13,84.3
2022-08-23,27.7,15.4,39,4,13,83.1
2022-08-24,27.9,16.9,46,3,16,87.0
2022-08-25,26.5,16.5,43,11,10,86.1
2022-08-26,27.9,15.4,50,3,12,90.3
2022-08-27,28.3,21.7,39,7,11,78.6
2022-08-28,27.5,18.5,39,3,10,74.5
2022-08-29,28.6,16.5,38,4,17,78.7
2022-08-30,26.4,16.3,38,4,13,80.8
2022-08-31,26.0,14.0,37,3,7,78.6
2022-09-01,25.5,19.4,38,4,12,84.0
2022-09-02,28.1,15.0,38,4,8,84.8
2022-09-03,27.3,14.9,36,6,8,78.2
2022-09-04,26.7,16.6,37,8,9,80.4
2022-09-05,26.9,11.2,39,7,14,84.1
2022-09-06,25.8,14.8,46,4,4,76.4
2022-09-07,28.6,10.1,33,7,13,87.1
2022-09-08,26.7,10.3,36,1,12,80.9
2022-09-09,26.6,9.9,36,7,12,79.4
2022-09-10,27.0,19.8,36,7,8,80.2
2022-09-11,26.8,13.7,39,4,11,79.4
2022-09-12,26.5,11.0,35,5,9,74.9
2022-09-13,25.7,10.9,31,3,15,81.5
2022-09-14,26.6,9.1,35,4,13,76.5
2022-09-15,27.7,15.0,32,6,14,72.7
2022-09-16,27.2,7.8,36,6,11,81.4
2022-09-17,27.4,6.8,39,10,14,86.3
2022-09-18,25.7,5.5,37,6,14,79.7
2022-09-19,25.2,9.1,37,3,11,90.6
2022-09-20,25.9,8.0,35,2,12,79.4
2022-09-21,26.0,5.1,35,4,10,79.5
2022-09-22,26.7,3.3,33,4,17,84.2
2022-09-23,24.5,8.3,32,4,18,80.9
2022-09-24,27.0,2.4,32,6,13,81.6
2022-09-25,25.6,5.6,39,2,19,81.0
2022-09-26,25.3,12.1,29,3,9,76.4
2022-09-27,24.8,2.8,33,5,12,78.1
2022-09-28,24.3,1.4,30,6,19,78.6
2022-09-29,26.2,3.9,30,5,12,77.6
2022-09-30,25.6,5.1,27,4,10,77.4
2022-10-01,24.4,2.4,36,13,16,87.1
2022-10-02,24.4,10.2,32,6,17,81.6
2022-10-03,25.1,0.2,32,8,11,82.1
2022-10-04,26.7,2.1,31,6,7,79.8
2022-10-05,25.1,3.8,29,9,12,79.8
2022-10-06,24.0,6.0,32,8,10,83.2
2022-10-07,25.0,0.6,29,1,13,72.9
2022-10-08,24.9,4.8,25,7,15,71.7
2022-10-09,23.0,2.4,28,8,14,78.8
2022-10-10,25.0,1.5,28,2,11,81.2
2022-10-11,24.8,0.4,27,8,15,77.9
2022-10-12,25.6,6.0,24,2,9,73.0
2022-10-13,26.4,0.5,23,6,12,81.5
2022-10-14,25.8,1.1,24,1,12,82.4
2022-10-15,24.7,1.0,20,7,11,71.8
2022-10-16,24.0,6.2,27,9,10,75.4
2022-10-17,26.9,3.4,31,1,14,72.2
2022-10-18,24.8,4.8,24,3,15,81.8
2022-10-19,24.8,0.9,23,3,16,74.0
2022-10-20,24.7,2.9,21,2,12,71.8
2022-10-21,24.8,2.5,27,2,9,66.2
2022-10-22,24.5,5.4,22,9,14,82.1
2022-10-23,24.2,7.1,29,10,12,85.6
2022-10-24,24.1,0.0,22,4,10,78.1
2022-10-25,24.5,3.4,23,7,5,68.9
2022-10-26,24.1,0.2,23,9,16,86.6
2022-10-27,23.9,2.4,20,3,8,65.0
2022-10-28,24.5,1.0,23,4,12,76.5
2022-10-29,24.2,1.1,24,3,17,75.4
2022-10-30,25.6,1.3,22,6,5,71.2
2022-10-31,22.3,2.9,22,9,14,84.8
2022-11-01,25.2,1.2,23,2,13,74.7
2022-11-02,25.3,4.0,24,13,15,80.6
2022-11-03,22.7,1.6,21,4,19,103.8
2022-11-04,24.0,0.2,20,5,19,98.0
2022-11-05,24.0,4.6,17,5,11,80.4
2022-11-06,23.1,1.0,24,3,11,75.1
2022-11-07,23.6,1.7,22,3,9,87.3
2022-11-08,23.3,3.5,24,3,13,87.4
2022-11-09,25.6,1.2,20,5,19,88.4
2022-11-10,24.9,0.2,23,4,16,79.9
2022-11-11,25.2,1.4,19,6,17,73.1
2022-11-12,24.7,8.7,22,5,15,80.4
2022-11-13,23.2,3.1,26,10,12,81.6
2022-11-14,23.7,3.3,20,5,13,75.6
2022-11-15,24.5,3.0,23,2,12,78.8
2022-11-16,23.1,0.7,21,3,13,78.7
2022-11-17,24.6,1.6,21,5,21,83.0
2022-11-18,23.9,4.2,25,3,18,79.9
2022-11-19,23.8,0.3,23,7,14,77.2
2022-11-20,24.6,1.0,18,9,8,76.6
2022-11-21,24.4,1.0,21,5,11,72.9
2022-11-22,23.7,1.7,20,2,13,75.6
2022-11-23,24.9,11.8,25,1,24,77.5
2022-11-24,23.1,0.2,23,5,11,82.4
2022-11-25,24.5,2.2,19,5,10,77.2
2022-11-26,24.5,0.6,24,7,16,75.9
2022-11-27,23.8,10.6,21,3,12,71.1
2022-11-28,24.3,0.4,20,4,12,72.1
2022-11-29,23.0,1.6,21,4,15,83.7
2022-11-30,24.7,4.0,23,1,20,84.6
2022-12-01,23.9,3.7,18,5,6,75.2
2022-12-02,23.6,1.6,24,3,12,82.1
2022-12-03,24.8,1.3,31,2,10,72.7
2022-12-04,23.4,1.5,23,3,20,79.4
2022-12-05,22.9,0.9,23,6,13,84.4
2022-12-06,22.8,0.7,21,1,16,75.1
2022-12-07,24.5,2.0,19,6,12,77.8
2022-12-08,23.0,0.9,22,2,11,77.3
2022-12-09,25.4,1.0,24,4,15,81.5
2022-12-10,22.4,3.2,19,4,19,72.5
2022-12-11,25.4,10.4,22,1,13,60.9
2022-12-12,24.2,2.8,19,6,6,73.2
2022-12-13,24.0,0.2,29,5,12,71.6
2022-12-14,23.7,0.2,27,1,14,72.1
2022-12-15,24.4,9.1,21,2,9,68.6
2022-12-16,24.1,1.1,18,3,14,72.9
2022-12-17,25.0,0.3,22,5,4,72.0
2022-12-18,24.2,2.7,26,9,11,82.9
2022-12-19,24.3,2.9,19,2,11,74.7
2022-12-20,23.9,3.1,19,4,20,82.8
2022-12-21,24.2,0.9,22,3,12,78.0
2022-12-22,24.5,0.0,23,4,8,64.5
2022-12-23,22.9,10.1,21,2,12,74.0
2022-12-24,23.2,0.9,21,6,6,63.6
2022-12-25,24.9,3.4,25,4,9,73.8
2022-12-26,24.4,3.7,19,7,13,71.0
2022-12-27,24.2,2.8,19,4,11,74.2
2022-12-28,24.4,1.1,23,2,15,78.7
2022-12-29,24.7,0.9,22,7,11,74.8
2022-12-30,24.0,2.7,19,5,14,81.7
2022-12-31,23.8,6.0,25,4,10,74.5
2023-01-01,24.6,8.8,28,4,9,74.4
2023-01-02,23.7,0.3,19,4,10,77.2
2023-01-03,24.8,0.5,22,3,10,72.9
2023-01-04,23.2,8.7,22,3,19,80.3
2023-01-05,25.4,4.0,25,2,16,77.9
2023-01-06,25.0,6.4,21,10,16,85.2
2023-01-07,24.8,0.7,21,9,17,78.1
2023-01-08,25.4,2.7,26,2,13,67.5
2023-01-09,26.0,3.6,21,2,10,71.6
2023-01-10,25.5,3.4,22,5,15,78.0
2023-01-11,23.3,1.6,26,4,17,78.2
2023-01-12,23.8,0.0,19,4,7,76.1
2023-01-13,24.3,2.6,28,5,21,80.6
2023-01-14,24.9,0.9,20,5,15,74.2
2023-01-15,25.3,1.8,25,8,8,80.5
2023-01-16,24.4,9.5,26,6,19,88.2
2023-01-17,25.1,1.5,24,5,10,82.2
2023-01-18,24.4,5.5,22,2,12,72.2
2023-01-19,24.6,0.6,19,2,18,80.3
2023-01-20,24.0,3.3,22,5,15,75.4
2023-01-21,24.4,11.3,26,6,13,75.9
2023-01-22,24.1,0.3,25,5,6,70.6
2023-01-23,24.4,0.0,23,7,9,76.4
2023-01-24,26.1,1.7,20,9,15,82.0
2023-01-25,24.5,0.3,27,7,12,79.9
2023-01-26,27.4,4.1,23,5,13,75.0
2023-01-27,25.8,7.4,23,4,12,80.6
2023-01-28,25.6,1.7,21,7,14,76.3
2023-01-29,24.8,0.9,22,3,11,72.0
2023-01-30,26.1,1.7,22,3,10,75.2
2023-01-31,25.1,3.9,20,11,10,82.9
2023-02-01,25.7,0.0,20,5,15,79.5
2023-02-02,27.7,2.7,19,1,14,72.5
2023-02-03,25.6,2.9,18,6,11,82.8
2023-02-04,26.7,3.0,24,7,4,75.2
2023-02-05,25.2,0.8,21,4,21,78.1
2023-02-06,25.8,3.8,34,7,14,83.9
2023-02-07,27.3,0.3,22,0,10,70.9
2023-02-08,25.4,0.7,23,7,8,79.9
2023-02-09,27.4,6.3,22,8,6,83.8
2023-02-10,26.6,4.0,22,6,17,76.7
2023-02-11,25.6,0.0,28,5,13,79.4
2023-02-12,26.6,0.9,17,6,19,82.2
2023-02-13,27.0,0.7,18,6,15,73.7
2023-02-14,26.7,0.9,22,0,12,71.9
2023-02-15,25.0,0.9,18,4,12,71.4
2023-02-16,25.8,0.2,23,5,10,79.0
2023-02-17,26.2,1.8,25,5,11,77.2
2023-02-18,26.4,4.0,23,6,18,78.7
2023-02-19,27.0,2.8,21,5,13,72.8
2023-02-20,26.7,3.4,22,1,13,77.3
2023-02-21,25.5,0.3,23,3,13,77.9
2023-02-22,26.9,9.1,19,6,14,80.4
2023-02-23,27.2,5.5,23,2,16,78.3
2023-02-24,27.2,4.9,22,2,16,79.6
2023-02-25,27.7,5.2,24,2,8,68.2
2023-02-26,27.5,8.1,20,6,11,80.9
2023-02-27,27.3,2.4,23,6,13,75.4
2023-02-28,26.9,0.7,20,5,14,71.9
2023-03-01,25.7,2.9,20,4,16,71.7
2023-03-02,27.4,4.1,26,1,10,65.8
2023-03-03,27.3,4.0,22,10,8,84.1
2023-03-04,27.4,2.2,19,1,5,66.9
2023-03-05,26.2,0.2,22,11,15,87.6
2023-03-06,26.4,1.4,22,3,14,73.1
2023-03-07,28.2,7.6,17,4,18,82.1
2023-03-08,27.3,2.6,19,3,7,72.3
2023-03-09,28.0,2.3,19,7,9,78.4
2023-03-10,27.5,0.9,23,5,13,81.8
2023-03-11,27.5,1.4,23,4,11,70.0
2023-03-12,28.3,6.8,21,5,11,83.8
2023-03-13,27.2,3.3,32,6,10,87.1
2023-03-14,27.7,4.6,20,2,14,73.5
2023-03-15,27.3,1.8,27,5,15,77.6
2023-03-16,27.4,3.0,25,7,9,79.5
2023-03-17,27.6,0.9,24,2,12,76.6
2023-03-18,28.0,3.7,27,6,15,83.4
2023-03-19,27.5,1.7,29,7,7,71.4
2023-03-20,29.0,1.8,24,1,11,75.3
2023-03-21,27.3,3.1,18,4,16,72.3
2023-03-22,27.9,8.3,23,6,13,82.3
2023-03-23,27.8,0.2,22,4,13,77.6
2023-03-24,29.3,5.2,26,4,13,87.2
2023-03-25,28.4,1.0,19,4,10,65.0
2023-03-26,29.1,1.8,21,8,8,80.6
2023-03-27,27.1,0.1,20,3,12,68.8
2023-03-28,28.6,1.1,30,6,24,84.4
2023-03-29,29.1,2.1,22,2,18,72.2
2023-03-30,28.5,0.2,18,4,13,77.7
2023-03-31,29.3,2.0,18,6,13,74.2
2023-04-01,28.1,8.3,19,5,11,67.6
2023-04-02,29.7,1.2,27,6,11,77.7
2023-04-03,30.5,5.6,26,3,5,75.4
2023-04-04,28.4,3.3,23,1,10,73.5
2023-04-05,28.3,5.3,20,4,7,73.2
2023-04-06,29.9,3.5,24,6,12,87.8
2023-04-07,30.0,3.5,22,2,9,74.1
2023-04-08,28.4,4.0,26,4,14,79.4
2023-04-09,28.5,4.1,23,2,12,72.3
2023-04-10,28.7,4.9,23,5,9,72.8
2023-04-11,27.9,8.0,23,3,21,84.4
2023-04-12,28.2,11.5,26,3,18,78.9
2023-04-13,28.2,10.6,20,5,19,81.9
2023-04-14,28.4,9.4,25,5,11,80.4
2023-04-15,29.1,6.7,22,9,15,73.2
2023-04-16,29.3,7.8,28,10,12,75.9
2023-04-17,30.4,8.3,23,3,11,79.9
2023-04-18,28.4,8.5,23,4,13,76.0
2023-04-19,30.0,10.2,24,6,15,79.9
2023-04-20,29.1,10.7,19,2,16,77.5
2023-04-21,29.3,10.2,25,0,15,74.6
2023-04-22,29.9,10.6,28,6,15,81.5
2023-04-23,28.5,14.9,18,6,12,74.3
2023-04-24,29.7,14.7,24,4,14,80.4
2023-04-25,29.6,11.5,18,4,11,72.9
2023-04-26,29.9,18.2,26,5,13,81.6
2023-04-27,29.7,20.4,18,6,12,83.0
2023-04-28,31.5,12.8,25,5,13,78.2
2023-04-29,29.0,13.3,28,8,9,82.1
2023-04-30,29.2,14.5,26,9,15,82.3
2023-05-01,29.1,21.2,21,1,13,77.7
2023-05-02,29.2,19.4,26,0,11,74.7
2023-05-03,29.1,13.8,33,3,16,82.8
2023-05-04,30.6,15.3,30,3,10,79.7
2023-05-05,30.8,16.6,28,9,15,92.1
2023-05-06,29.3,16.6,27,6,22,84.7
2023-05-07,29.1,15.5,24,3,9,73.6
2023-05-08,30.1,21.1,26,4,10,76.6
2023-05-09,29.3,18.9,30,7,18,93.9
2023-05-10,30.3,21.3,27,0,13,78.4
2023-05-11,30.0,22.1,31,2,10,78.0
2023-05-12,28.6,20.7,26,5,12,79.9
2023-05-13,31.1,18.6,33,2,10,78.3
2023-05-14,31.3,20.0,38,7,9,78.6
2023-05-15,29.4,18.0,33,4,14,75.9
2023-05-16,29.6,21.2,29,5,6,78.2
2023-05-17,30.1,18.7,35,4,13,87.9
2023-05-18,30.2,21.9,41,7,12,94.3
2023-05-19,30.5,19.5,36,4,8,80.1
2023-05-20,31.6,19.3,34,7,21,87.1
2023-05-21,29.8,19.8,35,10,13,87.8
2023-05-22,29.3,19.5,37,4,5,78.0
2023-05-23,28.9,23.6,40,2,11,83.6
2023-05-24,29.4,24.0,34,8,16,88.7
2023-05-25,30.0,22.5,31,2,8,80.6
2023-05-26,31.4,21.1,35,6,11,87.1
2023-05-27,29.6,21.0,37,9,12,88.1
2023-05-28,30.2,21.1,35,5,13,79.5
2023-05-29,30.0,21.8,35,6,12,92.5
2023-05-30,31.0,28.1,35,1,5,77.1
2023-05-31,32.0,22.5,38,2,11,81.9
2023-06-01,29.6,23.2,39,6,19,87.4
2023-06-02,29.6,22.4,37,4,10,81.8
2023-06-03,30.8,23.1,39,2,11,77.7
2023-06-04,30.5,24.7,42,4,10,76.8
2023-06-05,31.5,25.5,35,4,5,77.3
2023-06-06,30.5,23.7,37,4,9,80.9
2023-06-07,29.7,23.2,36,5,15,86.2
2023-06-08,30.4,24.7,39,6,19,83.5
2023-06-09,30.9,24.1,39,8,9,86.2
2023-06-10,30.6,24.2,35,8,11,81.0
2023-06-11,30.4,33.3,43,6,9,81.9
2023-06-12,30.8,26.7,38,3,11,86.3
2023-06-13,30.9,26.3,41,2,15,92.7
2023-06-14,31.0,25.6,40,7,10,89.4
2023-06-15,30.4,25.8,37,3,14,78.7
2023-06-16,29.8,26.6,41,3,11,81.8
2023-06-17,30.0,27.9,39,12,19,95.6
2023-06-18,30.8,28.1,38,8,16,88.6
2023-06-19,29.2,25.1,41,3,15,89.6
2023-06-20,30.1,26.7,45,2,9,82.0
2023-06-21,29.5,26.3,39,2,13,81.2
2023-06-22,29.8,30.9,43,4,14,93.9
2023-06-23,30.8,27.8,39,7,8,85.4
2023-06-24,29.9,27.1,38,3,14,76.0
2023-06-25,29.8,25.3,40,5,17,90.7
2023-06-26,28.6,27.7,46,6,7,80.0
2023-06-27,30.3,25.3,41,4,13,71.6
2023-06-28,30.2,26.2,42,2,12,86.3
2023-06-29,31.4,25.5,39,2,16,88.2
2023-06-30,29.4,28.5,40,6,10,87.4
2023-07-01,29.8,25.7,40,3,9,72.6
2023-07-02,29.8,26.5,52,6,17,89.9
2023-07-03,30.8,31.8,44,3,16,86.3
2023-07-04,29.4,25.6,41,4,11,82.3
2023-07-05,29.7,27.0,40,4,12,90.4
2023-07-06,29.9,26.5,45,1,18,82.6
2023-07-07,29.6,24.9,47,7,6,88.2
2023-07-08,29.0,29.5,44,6,17,92.2
2023-07-09,29.5,24.9,44,7,7,84.0
2023-07-10,30.2,26.6,42,4,9,88.7
2023-07-11,28.5,27.0,42,6,11,89.4
2023-07-12,29.4,27.5,43,6,17,92.8
2023-07-13,28.7,27.9,49,4,14,90.6
2023-07-14,30.1,25.2,45,5,11,89.5
2023-07-15,27.9,24.2,44,9,16,88.6
2023-07-16,28.7,27.9,41,3,11,74.3
2023-07-17,29.4,26.3,46,4,14,92.0
2023-07-18,30.3,29.3,42,9,12,95.7
2023-07-19,29.0,28.9,41,4,13,86.8
2023-07-20,28.5,29.1,43,3,9,103.5
2023-07-21,30.4,25.4,48,5,14,101.4
2023-07-22,27.7,24.5,46,5,14,99.4
2023-07-23,27.1,27.8,39,8,14,91.5
2023-07-24,29.2,24.7,49,3,16,91.8
2023-07-25,28.4,23.4,42,6,9,92.5
2023-07-26,27.9,28.4,45,2,17,89.5
2023-07-27,29.2,28.8,43,4,7,88.3
2023-07-28,28.8,24.1,44,5,9,88.1
2023-07-29,28.1,22.2,44,8,12,86.8
2023-07-30,27.5,23.3,40,6,11,75.8
2023-07-31,29.2,26.5,42,2,10,78.9
2023-08-01,29.0,28.3,44,2,12,81.0
2023-08-02,28.3,21.8,46,6,12,84.4
2023-08-03,29.8,21.1,49,4,10,85.7
2023-08-04,27.5,27.0,44,5,15,84.8
2023-08-05,27.1,21.9,44,2,16,82.0
2023-08-06,27.7,22.5,42,3,14,82.8
2023-08-07,28.1,30.2,41,7,16,87.8
2023-08-08,28.3,19.8,49,5,6,87.4
2023-08-09,27.9,22.5,49,8,7,84.2
2023-08-10,28.3,19.3,49,7,12,87.1
2023-08-11,27.0,20.2,45,1,17,86.1
2023-08-12,29.1,23.4,43,8,15,91.1
2023-08-13,27.8,19.9,42,3,11,83.6
2023-08-14,28.7,35.6,44,3,8,89.5
2023-08-15,28.1,20.1,42,7,15,89.5
2023-08-16,28.1,18.5,46,4,14,88.0
2023-08-17,28.1,17.8,47,3,16,84.8
2023-08-18,28.0,18.0,41,4,14,81.7
2023-08-19,28.1,17.8,39,3,9,78.9
2023-08-20,28.6,16.3,40,5,16,81.6
2023-08-21,27.6,17.1,44,4,12,91.5
2023-08-22,28.0,17.3,44,5,11,81.3
2023-08-23,27.3,18.9,42,2,7,82.7
2023-08-24,28.5,17.9,36,4,17,82.8
2023-08-25,26.7,18.0,43,4,9,81.2
2023-08-26,28.7,14.0,36,6,10,83.0
2023-08-27,27.1,14.4,41,10,10,84.3
2023-08-28,26.0,16.5,43,4,6,80.7
2023-08-29,27.2,14.9,39,7,7,82.0
2023-08-30,26.5,12.5,41,3,15,93.5
2023-08-31,27.6,17.1,32,0,6,72.1
2023-09-01,26.4,16.2,39,4,10,84.0
2023-09-02,26.5,13.8,37,8,11,83.3
2023-09-03,25.3,11.2,37,6,12,83.4
2023-09-04,26.4,15.0,53,1,8,81.8
2023-09-05,24.8,12.9,40,6,7,83.8
2023-09-06,25.4,14.4,38,3,16,87.6
2023-09-07,27.2,13.6,34,8,14,85.4
2023-09-08,27.2,13.9,38,4,13,89.7
2023-09-09,26.9,10.8,37,7,16,90.8
2023-09-10,25.7,8.7,35,9,9,85.8
2023-09-11,26.4,11.2,37,1,17,84.4
2023-09-12,26.4,10.3,35,4,12,71.7
2023-09-13,25.4,11.1,39,4,19,91.0
2023-09-14,27.5,7.2,32,7,12,84.4
2023-09-15,26.9,6.8,33,6,13,84.8
2023-09-16,26.0,12.4,30,7,11,73.1
2023-09-17,26.1,9.5,34,3,19,84.5
2023-09-18,26.2,12.1,38,2,16,79.2
2023-09-19,24.4,8.8,34,1,9,78.8
2023-09-20,25.8,6.8,26,5,15,87.1
2023-09-21,25.4,6.8,40,3,15,84.4
2023-09-22,25.1,9.8,32,3,13,87.1
2023-09-23,25.6,5.4,32,7,11,78.5
2023-09-24,27.2,5.4,33,6,13,84.3
2023-09-25,26.2,2.4,34,1,16,77.4
2023-09-26,25.2,3.4,31,4,14,87.8
2023-09-27,26.1,4.9,31,5,12,87.0
2023-09-28,26.7,1.6,34,10,14,93.2
2023-09-29,26.3,0.9,35,9,12,87.8
2023-09-30,25.5,1.1,28,4,14,73.0
2023-10-01,24.9,0.8,26,7,13,79.1
2023-10-02,26.0,0.7,27,7,18,92.4
2023-10-03,25.7,1.7,26,4,11,80.7
2023-10-04,26.0,7.2,32,6,14,80.0
2023-10-05,25.8,2.1,25,4,16,78.3
2023-10-06,26.1,0.6,22,5,9,83.7
2023-10-07,24.8,0.2,29,8,13,84.8
2023-10-08,26.2,3.6,34,5,12,75.8
2023-10-09,25.3,1.4,29,2,11,72.0
2023-10-10,26.7,5.2,29,7,9,80.9
2023-10-11,24.5,3.2,25,3,17,75.0
2023-10-12,26.4,4.8,26,4,16,82.6
2023-10-13,25.1,1.0,27,8,3,90.0
2023-10-14,24.4,3.5,27,2,16,71.0
2023-10-15,24.5,0.9,25,8,14,81.4
2023-10-16,24.6,8.4,19,0,11,78.7
2023-10-17,25.2,3.0,24,3,12,82.1
2023-10-18,25.2,1.2,22,4,11,78.3
2023-10-19,24.3,0.9,18,6,11,79.1
2023-10-20,24.7,0.6,23,7,18,82.1
2023-10-21,26.4,3.6,22,5,12,75.6
2023-10-22,26.0,0.7,19,9,19,85.2
2023-10-23,25.0,2.7,21,7,12,86.9
2023-10-24,24.6,0.9,24,4,11,77.2
2023-10-25,24.6,3.3,25,6,18,85.7
2023-10-26,25.0,5.1,21,1,10,70.9
2023-10-27,23.7,4.5,19,5,11,79.9
2023-10-28,24.3,4.3,21,6,13,81.2
2023-10-29,23.1,0.6,22,7,15,83.2
2023-10-30,24.7,0.3,21,3,14,74.7
2023-10-31,24.9,3.6,27,8,12,86.4
2023-11-01,24.0,1.4,22,4,15,78.7
2023-11-02,25.6,1.7,22,6,10,84.7
2023-11-03,23.3,0.1,17,5,9,76.6
2023-11-04,23.1,0.9,23,1,10,65.4
2023-11-05,24.4,0.1,24,5,10,75.4
2023-11-06,25.1,6.3,28,2,15,83.2
2023-11-07,25.6,0.8,23,5,14,83.3
2023-11-08,23.8,2.4,19,4,7,73.6
2023-11-09,25.1,0.1,19,9,11,81.2
2023-11-10,24.1,3.3,22,6,13,78.6
2023-11-11,24.0,1.2,23,9,17,83.0
2023-11-12,24.8,6.8,23,6,7,71.9
2023-11-13,24.6,6.6,23,5,14,86.3
2023-11-14,22.8,1.2,24,2,10,73.5
2023-11-15,25.3,6.9,26,2,21,84.9
2023-11-16,25.2,16.7,28,3,16,83.4
2023-11-17,23.6,5.2,28,4,6,82.1
2023-11-18,24.4,5.6,24,4,10,79.7
2023-11-19,24.4,0.9,19,4,10,76.4
2023-11-20,24.3,2.6,19,4,8,77.8
2023-11-21,23.6,0.2,23,7,17,82.3
2023-11-22,23.5,0.3,22,5,6,73.1
2023-11-23,24.0,20.4,24,0,17,75.8
2023-11-24,25.0,1.2,19,3,9,78.9
2023-11-25,24.4,4.1,22,11,10,82.7
2023-11-26,23.7,4.9,28,9,14,88.2
2023-11-27,24.6,5.9,24,4,8,82.2
2023-11-28,21.7,18.1,23,5,12,78.5
2023-11-29,24.9,0.8,24,1,7,74.4
2023-11-30,22.6,0.1,17,1,12,74.8
2023-12-01,23.7,1.6,23,1,10,74.5
2023-12-02,23.1,0.4,18,7,17,78.7
2023-12-03,23.0,0.1,25,7,13,85.6
2023-12-04,24.9,1.3,24,2,15,80.5
2023-12-05,23.6,4.6,19,3,12,77.9
2023-12-06,24.3,2.5,22,2,15,76.4
2023-12-07,24.0,1.1,37,2,14,87.0
2023-12-08,24.4,3.2,24,5,8,75.4
2023-12-09,24.1,0.8,29,2,11,77.5
2023-12-10,23.0,0.0,20,6,12,79.5
2023-12-11,24.9,4.3,23,6,14,82.1
2023-12-12,23.7,2.9,18,2,7,74.7
2023-12-13,22.8,4.3,23,6,12,83.4
2023-12-14,23.7,0.1,39,1,16,85.0
2023-12-15,25.3,5.4,21,1,19,80.7
2023-12-16,24.8,2.9,22,11,11,83.4
2023-12-17,23.9,2.5,30,5,10,79.3
2023-12-18,23.9,2.9,27,2,13,80.5
2023-12-19,23.9,6.0,37,4,10,79.8
2023-12-20,25.8,2.7,22,4,13,80.1
2023-12-21,24.5,2.6,21,4,10,79.6
2023-12-22,24.6,14.0,22,3,17,82.4
2023-12-23,25.1,4.2,20,4,17,82.3
2023-12-24,24.4,1.8,23,7,11,81.7
2023-12-25,24.1,3.7,22,4,10,75.5
2023-12-26,24.1,1.5,27,4,17,84.3
2023-12-27,24.3,0.8,30,3,9,78.9
2023-12-28,24.3,2.7,20,5,12,80.6
2023-12-29,25.0,7.9,19,8,18,87.2
2023-12-30,24.4,7.9,20,5,9,77.3
2023-12-31,25.0,1.3,17,6,16,79.8
2024-01-01,24.4,2.3,26,4,13,87.2
2024-01-02,24.5,0.7,22,5,7,79.3
2024-01-03,22.9,16.3,24,2,13,76.0
2024-01-04,25.3,11.9,23,2,13,77.2
2024-01-05,24.8,3.1,26,2,14,83.1
2024-01-06,25.4,4.9,23,8,12,74.6
2024-01-07,22.3,3.8,19,8,10,73.1
2024-01-08,26.3,2.7,24,3,10,78.8
2024-01-09,24.6,0.2,25,7,11,87.9
2024-01-10,25.6,1.8,23,3,8,82.4
2024-01-11,23.9,3.4,20,3,9,75.9
2024-01-12,25.3,3.4,34,4,8,86.4
2024-01-13,24.0,1.4,25,6,14,81.1
2024-01-14,24.4,8.5,21,11,12,77.6
2024-01-15,26.4,0.5,25,2,10,78.0
2024-01-16,24.8,2.1,20,8,14,82.8
2024-01-17,25.2,3.5,16,5,9,81.3
2024-01-18,25.7,3.6,26,2,9,77.7
2024-01-19,25.5,3.1,23,8,12,80.1
