order_id,date,client_id,product_id,quantity,discount_pct,payment_method,region,delivery_time_days,status
371,15/04/2025,23,23,1,0,carte,Dapaong,6.0,Livrée
372,15/04/2025,80,83,2,0,Mobile_Money,Kara,3.6,Livrée
373,2025-04-15,164,72,2,0,MOMO,Atakpamé,4.6,Livrée
374,2025-04-16,130,68,1,0,Mobile_Money,Sokodé,,En cours
375,2025-04-16,137,53,2,0,MOMO,Kara,5.8,Livrée
376,16/04/2025,137,8,1,15,Carte bancaire,Kpalimé,3.0,Livrée
377,2025-04-16,197,74,1,0,carte,Lomé,2.1,Livrée
378,2025-04-17,89,32,3,0,Mobile Money,Sokodé,4.7,Livrée
379,2025-04-17,164,40,2,5,Carte bancaire,Kara,3.3,Livrée
380,2025-04-17,127,62,1,0,MOMO,Sokodé,2.1,Livrée
381,2025-04-18,200,49,2,5,carte,Dapaong,7.3,Livrée
382,2025-04-18,146,31,2,20,mobile money,Kpalimé,4.1,Livrée
383,2025-04-18,176,12,2,0,Mobile_Money,Atakpamé,4.2,Livrée
384,2025-04-18,226,76,1,0,carte,Kara,4.9,Livrée
385,2025-04-19,174,87,1,0,CB,Atakpamé,4.8,Livrée
386,2025-04-19,40,35,1,15,mobile money,Lomé,2.8,Livrée
387,2025-04-19,140,56,2,5,Cash a la livraison,Kara,6.1,Livrée
388,2025-04-20,78,40,2,10,carte,Dapaong,5.2,Livrée
389,2025-04-20,141,79,2,5,cash,Atakpamé,2.8,Livrée
390,21/04/2025,48,60,1,5,MOMO,Kara,4.7,Annulée
391,2025-04-21,156,38,1,0,Carte bancaire,Kara,3.4,Livrée
392,2025-04-21,61,2,1,10,mobile money,Sokodé,3.7,Livrée
393,21/04/2025,184,32,1,10,carte,Sokodé,3.1,Livrée
394,2025-04-21,66,81,1,0,Mobile Money,Dapaong,4.0,Livrée
395,2025-04-22,106,33,1,0,mobile money,Sokodé,5.0,Livrée
396,2025-04-22,253,78,1,5,Mobile_Money,Dapaong,4.9,Livrée
397,2025-04-22,118,65,2,20,Carte bancaire,Lomé,1.9,Annulée
398,2025-04-22,112,5,1,0,Mobile Money,Lomé,3.3,Livrée
399,2025-04-23,201,11,2,10,Mobile Money,Kpalimé,2.5,Livrée
400,2025-04-23,30,40,3,0,Mobile_Money,Dapaong,6.0,Livrée
401,2025-04-23,159,44,2,5,carte,Kara,5.9,Livrée
402,2025-04-23,8,38,2,0,Paiement à la livraison,Atakpamé,1.0,Livrée
403,2025-04-24,126,47,1,0,Mobile_Money,Sokodé,4.5,Livrée
404,24/04/2025,120,48,2,5,Mobile Money,Atakpamé,1.5,Livrée
405,2025-04-24,149,8888,3,0,MOMO,Kara,4.5,Livrée
406,2025-04-24,146,76,2,15,carte,Lomé,2.9,Livrée
407,24/04/2025,165,13,3,0,Carte bancaire,Kara,,En cours
408,2025-04-24,201,86,2,10,Cash a la livraison,Sokodé,5.7,Livrée
409,2025-04-24,159,48,2,5,Mobile Money,Kpalimé,1.3,Livrée
410,2025-04-24,69,21,2,5,MOMO,Sokodé,4.5,Livrée
411,2025-04-24,67,56,2,0,CB,Sokodé,4.8,Livrée
412,2025-04-25,40,51,1,0,Paiement à la livraison,Kara,,En cours
413,2025-04-25,32,12,3,0,Mobile Money,Sokodé,,En cours
414,2025-04-25,15,78,1,5,Mobile Money,Sokodé,4.2,Livrée
415,25/04/2025,137,84,1,0,Carte bancaire,Lomé,,En cours
416,2025-04-25,69,19,2,10,Mobile Money,Sokodé,4.4,Livrée
417,2025-04-25,64,29,2,0,Paiement à la livraison,Kpalimé,2.9,Livrée
418,2025-04-26,196,10,2,0,mobile money,Atakpamé,4.0,Livrée
419,2025-04-26,250,8,1,0,MOMO,Lomé,2.6,Livrée
420,2025-04-26,86,74,3,0,MOMO,Lomé,2.2,Livrée
421,2025-04-26,170,44,1,10,CB,Lomé,3.5,Livrée
422,2025-04-26,175,50,1,0,Cash a la livraison,Dapaong,7.0,Livrée
423,2025-04-26,245,31,3,5,CB,Kpalimé,,En cours
424,2025-04-27,237,90,2,0,cash,Lomé,3.8,Livrée
425,27/04/2025,22,4,2,10,Mobile Money,Lomé,3.0,Livrée
426,2025-04-27,44,59,2,0,MOMO,Kara,4.2,Livrée
427,2025-04-28,159,78,3,0,Carte bancaire,Dapaong,6.9,Livrée
428,2025-04-28,133,56,2,0,MOMO,Kara,4.2,Livrée
429,28/04/2025,240,73,1,15,MOMO,Lomé,1.2,Livrée
430,2025-04-28,61,33,2,20,mobile money,Sokodé,3.6,Annulée
431,2025-04-28,162,39,1,0,carte,Kara,3.1,Livrée
432,29/04/2025,156,32,2,0,CB,Kpalimé,3.4,Livrée
433,2025-04-29,91,84,1,0,Paiement à la livraison,Lomé,3.6,Livrée
434,2025-04-29,213,11,1,0,Mobile_Money,Lomé,1.0,Livrée
435,2025-04-29,202,27,1,20,mobile money,Kpalimé,4.8,Retournée
436,2025-04-29,143,14,2,0,CB,Kpalimé,,En cours
437,2025-05-01,163,49,3,0,Carte bancaire,Kpalimé,2.3,Livrée
438,2025-05-02,95,86,3,0,Paiement à la livraison,Kpalimé,1.7,Livrée
439,2025-05-02,42,90,1,5,carte,Sokodé,4.8,Livrée
440,2025-05-02,8,83,1,0,Mobile_Money,Kpalimé,3.5,Livrée
441,2025-05-03,103,56,2,0,Paiement à la livraison,Kara,3.3,Annulée
442,2025-05-03,212,81,1,0,cash,Lomé,2.8,Livrée
443,2025-05-03,102,88,2,0,Mobile_Money,Kara,3.3,Livrée
444,2025-05-03,220,83,1,15,Mobile Money,Atakpamé,3.1,Livrée
445,2025-05-04,167,77,3,0,CB,Kpalimé,3.2,Livrée
446,2025-05-04,41,59,2,5,Cash a la livraison,Kpalimé,2.6,Livrée
447,04/05/2025,87,13,1,0,Mobile Money,Atakpamé,,En cours
448,2025-05-05,5,3,1,0,Carte bancaire,Kara,3.1,Livrée
449,2025-05-05,148,1,2,5,mobile money,Kara,4.8,Livrée
450,2025-05-05,94,23,3,0,Mobile_Money,Lomé,2.9,Livrée
451,2025-05-05,114,36,3,0,Mobile Money,Sokodé,3.5,Livrée
452,2025-05-05,15,66,2,15,Mobile_Money,Kpalimé,4.5,Retournée
453,2025-05-06,119,48,1,0,MOMO,Atakpamé,2.5,Livrée
454,06/05/2025,99,48,3,0,carte,Lomé,1.0,Livrée
455,2025-05-06,120,77,2,0,Carte bancaire,Sokodé,4.6,Livrée
456,2025-05-07,165,61,1,0,Cash a la livraison,Lomé,1.6,Livrée
457,07/05/2025,100,19,1,10,Mobile Money,Kara,4.0,Livrée
458,2025-05-07,36,55,3,0,CB,Kpalimé,1.0,Livrée
459,08/05/2025,53,59,1,0,CB,Atakpamé,1.3,Annulée
460,2025-05-08,13,20,1,0,Mobile_Money,Dapaong,5.1,Livrée
461,2025-05-08,73,2,2,0,Carte bancaire,Atakpamé,6.8,Livrée
462,2025-05-09,114,74,1,15,Cash a la livraison,Kara,5.2,Livrée
463,09/05/2025,106,40,2,10,Carte bancaire,Atakpamé,4.0,Retournée
464,09/05/2025,113,46,1,0,Mobile_Money,Atakpamé,2.8,Annulée
465,2025-05-09,44,10,1,10,Mobile_Money,Kara,4.2,Livrée
466,2025-05-09,129,34,1,10,MOMO,Sokodé,5.7,Annulée
467,2025-05-10,154,2,1,0,MOMO,Kpalimé,4.5,Livrée
468,2025-05-10,226,86,2,0,Mobile_Money,Dapaong,5.3,Livrée
469,2025-05-10,252,27,2,0,Carte bancaire,Sokodé,5.1,Livrée
470,2025-05-10,118,58,2,15,CB,Dapaong,4.4,Livrée
471,2025-05-10,136,57,2,10,MOMO,Kara,,En cours
472,2025-05-10,198,62,2,15,Mobile_Money,Sokodé,4.2,Annulée
473,11/05/2025,238,55,3,0,CB,Lomé,2.3,Livrée
474,11/05/2025,218,25,1,15,MOMO,Kara,5.1,Livrée
475,2025-05-12,186,66,3,0,Mobile_Money,Kara,3.4,Retournée
476,2025-05-12,102,45,2,10,MOMO,Kara,1.7,Livrée
477,2025-05-12,207,15,3,0,Mobile_Money,Dapaong,6.5,Livrée
478,2025-05-13,44,78,2,5,mobile money,Dapaong,4.9,Livrée
479,2025-05-13,153,29,3,0,Mobile Money,Dapaong,5.8,Livrée
480,2025-05-13,40,42,1,5,CB,Kara,,En cours
481,2025-05-13,96,28,2,15,Carte bancaire,Dapaong,5.6,Livrée
482,2025-05-13,74,27,1,0,CB,Kara,4.3,Livrée
483,2025-05-14,204,83,1,0,Cash a la livraison,Kara,5.7,Livrée
484,14/05/2025,136,61,2,0,MOMO,Kpalimé,2.3,Annulée
485,2025-05-15,18,5,2,0,Mobile_Money,Atakpamé,3.3,Livrée
486,2025-05-15,35,40,1,0,cash,Lomé,2.1,Livrée
487,2025-05-16,230,70,2,5,Mobile Money,Kara,,En cours
488,2025-05-16,214,48,3,0,MOMO,Lomé,1.0,Livrée
489,2025-05-17,166,3,2,0,Mobile_Money,Dapaong,5.8,Livrée
490,2025-05-17,168,57,3,10,CB,Dapaong,6.2,Livrée
491,2025-05-18,135,84,3,0,carte,Sokodé,3.4,Livrée
492,2025-05-19,119,22,2,15,cash,Kpalimé,2.9,Livrée
493,2025-05-19,151,3,2,10,CB,Dapaong,6.0,Retournée
494,2025-05-19,106,20,3,10,MOMO,Sokodé,6.1,Livrée
495,2025-05-19,44,62,1,10,Cash a la livraison,Dapaong,4.7,Livrée
496,2025-05-19,10,59,3,0,MOMO,Atakpamé,5.4,Retournée
497,2025-05-19,181,22,1,0,mobile money,Lomé,2.5,Retournée
498,2025-05-20,136,5,1,0,Mobile_Money,Kara,4.2,Annulée
499,2025-05-20,197,88,1,0,carte,Kpalimé,2.1,Livrée
500,21/05/2025,139,77,1,0,cash,Lomé,1.0,Livrée
501,2025-05-21,170,83,2,0,Mobile_Money,Lomé,1.4,Livrée
502,2025-05-21,74,48,1,0,mobile money,Lomé,2.7,Livrée
503,2025-05-22,5,15,1,0,cash,Dapaong,,En cours
504,2025-05-22,49,46,2,0,mobile money,Atakpamé,4.9,Livrée
505,2025-05-22,147,60,1,0,Mobile_Money,Sokodé,3.7,Livrée
506,2025-05-22,55,15,1,0,Mobile Money,Sokodé,4.7,Livrée
507,2025-05-23,79,53,1,20,Mobile_Money,Lomé,1.0,Livrée
508,24/05/2025,217,56,1,0,Mobile_Money,Atakpamé,3.5,Livrée
509,2025-05-24,161,79,1,5,MOMO,Atakpamé,,En cours
510,2025-05-24,4,23,1,10,Mobile_Money,Sokodé,3.6,Annulée
511,2025-05-25,242,69,1,15,CB,Lomé,2.0,Livrée
512,2025-05-25,173,42,1,0,MOMO,Atakpamé,4.2,Livrée
513,2025-05-25,229,75,2,0,cash,Kara,4.1,Livrée
514,2025-05-25,182,31,2,0,MOMO,Dapaong,6.9,Livrée
515,2025-05-25,148,25,1,0,CB,Atakpamé,,En cours
516,2025-05-25,250,61,1,5,carte,Lomé,3.2,Livrée
517,2025-05-25,254,69,1,15,Mobile_Money,Kpalimé,4.7,Livrée
518,2025-05-26,173,70,3,0,mobile money,Sokodé,4.4,Livrée
519,2025-05-26,254,53,2,0,Carte bancaire,Lomé,1.1,Livrée
520,2025-05-26,16,62,2,0,Mobile Money,Dapaong,6.5,Livrée
521,26/05/2025,18,79,2,20,MOMO,Kara,2.7,Livrée
522,2025-05-26,165,14,1,0,Mobile Money,Atakpamé,4.4,Livrée
523,2025-05-27,195,29,1,0,Cash a la livraison,Kpalimé,4.6,Livrée
524,2025-05-27,106,48,3,0,mobile money,Sokodé,3.7,Livrée
525,2025-05-28,51,59,2,0,Paiement à la livraison,Kara,4.2,Livrée
526,2025-05-28,52,87,3,0,Cash a la livraison,Kpalimé,1.6,Annulée
527,2025-05-28,141,56,1,0,carte,Sokodé,4.9,Livrée
528,2025-05-28,37,9,2,0,Mobile Money,Kara,3.5,Livrée
529,2025-05-29,47,67,1,0,Mobile Money,Kpalimé,2.5,Livrée
530,2025-05-29,80,72,1,10,Mobile Money,Atakpamé,3.5,Livrée
531,2025-05-30,68,63,2,20,Cash a la livraison,Atakpamé,2.9,Livrée
532,2025-05-30,126,80,3,0,Mobile_Money,Kpalimé,2.2,Annulée
533,2025-05-30,88,59,1,5,mobile money,Kpalimé,1.0,Livrée
534,31/05/2025,27,87,1,0,Cash a la livraison,Sokodé,,En cours
535,2025-06-01,28,67,1,10,MOMO,Lomé,1.0,Livrée
536,2025-06-01,31,20,2,15,mobile money,Kara,3.9,Livrée
537,01/06/2025,18,48,1,0,CB,Atakpamé,4.4,Livrée
538,2025-06-02,212,22,2,15,Mobile Money,Dapaong,5.2,Livrée
539,2025-06-02,217,65,2,0,Mobile Money,Kara,5.0,Livrée
540,2025-06-03,74,41,1,20,Cash a la livraison,Dapaong,4.5,Livrée
541,2025-06-03,201,45,1,0,carte,Dapaong,5.5,Livrée
542,2025-06-03,213,32,1,0,Mobile_Money,Sokodé,3.8,Livrée
543,2025-06-03,76,72,1,5,cash,Atakpamé,4.7,Livrée
544,2025-06-04,29,5,3,0,cash,Kara,4.3,Annulée
545,2025-06-05,175,23,2,15,MOMO,Atakpamé,5.0,Livrée
546,05/06/2025,60,85,2,0,mobile money,Dapaong,4.3,Livrée
547,2025-06-05,9,33,3,10,Paiement à la livraison,Kpalimé,2.2,Livrée
548,06/06/2025,82,47,1,0,Paiement à la livraison,Atakpamé,4.3,Livrée
549,2025-06-06,201,8,2,5,Mobile Money,Atakpamé,3.6,Annulée
550,2025-06-07,153,20,1,10,Mobile Money,Sokodé,2.8,Livrée
551,2025-06-07,72,38,1,0,mobile money,Lomé,1.0,Livrée
552,2025-06-07,124,17,1,10,Mobile_Money,Kara,2.6,Livrée
553,08/06/2025,15,35,2,10,Carte bancaire,Kara,2.7,Retournée
554,2025-06-08,175,68,2,0,Cash a la livraison,Atakpamé,2.7,Livrée
555,2025-06-08,180,29,1,10,mobile money,Kpalimé,2.2,Annulée
556,2025-06-08,46,62,2,0,mobile money,Dapaong,6.9,Livrée
557,2025-06-09,159,79,2,0,MOMO,Sokodé,3.7,Livrée
558,2025-06-09,249,25,2,0,MOMO,Atakpamé,3.5,Livrée
559,2025-06-10,211,2,3,0,MOMO,Sokodé,3.2,Livrée
560,2025-06-10,206,89,1,0,Cash a la livraison,Dapaong,6.5,Livrée
561,2025-06-10,122,26,2,0,MOMO,Kpalimé,3.2,Livrée
562,2025-06-10,255,68,1,5,Mobile_Money,Atakpamé,2.9,Livrée
563,2025-06-10,184,35,1,0,MOMO,Dapaong,6.1,Livrée
564,2025-06-11,240,64,2,0,carte,Lomé,3.2,Annulée
565,2025-06-11,236,23,1,0,MOMO,Dapaong,2.6,Livrée
566,11/06/2025,208,30,3,0,Mobile_Money,Dapaong,5.4,Livrée
567,2025-06-12,218,61,3,0,MOMO,Dapaong,4.9,Livrée
568,2025-06-13,172,49,2,20,Carte bancaire,Lomé,1.3,Livrée
569,2025-06-13,99,34,1,0,cash,Dapaong,6.6,Livrée
570,2025-06-13,239,25,2,0,CB,Atakpamé,4.7,Livrée
571,2025-06-14,158,23,2,0,carte,Atakpamé,2.5,Livrée
572,2025-06-14,51,29,2,5,Cash a la livraison,Dapaong,5.6,Livrée
573,2025-06-14,241,68,1,0,MOMO,Kpalimé,,En cours
574,2025-06-14,52,69,1,0,Carte bancaire,Sokodé,5.8,Livrée
575,2025-06-14,103,41,3,10,Mobile Money,Sokodé,4.3,Livrée
576,14/06/2025,247,70,1,0,Mobile_Money,Lomé,1.3,Livrée
577,2025-06-15,70,29,3,5,cash,Kpalimé,1.5,Livrée
578,2025-06-15,6,48,3,0,Mobile_Money,Kara,3.9,Livrée
579,2025-06-16,134,78,1,10,Cash a la livraison,Atakpamé,2.2,Livrée
580,2025-06-16,20,84,2,10,Mobile Money,Sokodé,2.1,Livrée
581,2025-06-16,223,84,2,0,Mobile Money,Sokodé,5.6,Livrée
582,2025-06-16,111,14,1,0,CB,Lomé,1.9,Livrée
583,2025-06-16,108,58,1,0,Mobile Money,Kara,5.0,Livrée
584,17/06/2025,158,38,2,5,mobile money,Sokodé,3.4,Livrée
585,2025-06-17,168,66,2,15,MOMO,Lomé,5.1,Livrée
586,2025-06-18,143,25,1,15,MOMO,Kpalimé,3.4,Livrée
587,2025-06-18,193,42,2,0,Mobile Money,Kara,3.0,Livrée
588,2025-06-18,25,26,1,15,carte,Atakpamé,2.6,Livrée
589,2025-06-18,135,12,2,5,CB,Dapaong,,En cours
590,2025-06-19,137,79,3,20,MOMO,Kara,4.5,Livrée
591,2025-06-19,153,40,1,0,Mobile_Money,Kpalimé,,En cours
592,2025-06-19,189,89,1,5,Mobile_Money,Kpalimé,2.1,Livrée
593,2025-06-19,141,67,2,10,MOMO,Dapaong,6.0,Livrée
594,2025-06-19,125,4,1,0,mobile money,Atakpamé,1.7,Annulée
595,2025-06-20,215,39,3,0,CB,Kpalimé,3.5,Livrée
596,2025-06-22,199,17,2,0,MOMO,Atakpamé,2.6,Livrée
597,22/06/2025,74,29,2,0,Mobile Money,Dapaong,4.9,Livrée
598,2025-06-22,236,8,2,10,Mobile_Money,Kpalimé,3.1,Livrée
599,23/06/2025,116,82,1,0,Carte bancaire,Atakpamé,3.5,Livrée
600,2025-06-24,10,66,1,0,MOMO,Sokodé,2.9,Livrée
601,2025-06-24,246,66,1,0,mobile money,Dapaong,7.3,Livrée
602,2025-06-25,145,9,1,10,mobile money,Atakpamé,,En cours
603,2025-06-25,35,82,1,0,Mobile Money,Sokodé,2.6,Retournée
604,2025-06-26,211,83,2,5,MOMO,Lomé,3.4,Livrée
605,2025-06-26,124,47,1,10,MOMO,Dapaong,,En cours
606,2025-06-27,26,44,3,20,Carte bancaire,Sokodé,4.5,Livrée
607,2025-06-27,53,70,3,10,carte,Sokodé,6.8,Livrée
608,2025-06-27,23,1,3,0,Mobile Money,Sokodé,4.2,Retournée
609,27/06/2025,244,74,1,0,CB,Dapaong,,En cours
610,2025-06-28,139,35,3,0,cash,Kpalimé,3.1,Livrée
611,2025-06-28,73,54,2,0,Mobile Money,Sokodé,5.3,Livrée
612,2025-06-28,83,63,1,10,Cash a la livraison,Dapaong,,En cours
613,29/06/2025,48,48,1,0,Mobile Money,Lomé,1.3,Annulée
614,2025-06-29,249,4,1,0,Cash a la livraison,Kpalimé,1.1,Livrée
615,29/06/2025,9,4,2,0,Carte bancaire,Dapaong,4.2,Livrée
616,29/06/2025,153,29,2,5,Mobile_Money,Sokodé,3.8,Livrée
617,2025-06-29,78,51,3,10,Cash a la livraison,Kpalimé,4.1,Livrée
618,2025-06-29,41,64,1,0,mobile money,Atakpamé,3.3,Livrée
619,2025-06-29,114,47,2,10,Mobile Money,Sokodé,5.2,Livrée
620,2025-06-30,234,3,1,15,Mobile_Money,Lomé,1.1,Livrée
621,2025-06-30,172,69,2,0,Mobile Money,Dapaong,7.6,Livrée
622,2025-06-30,32,74,1,10,Mobile Money,Kpalimé,3.4,Livrée
623,2025-06-30,87,6,2,0,carte,Kara,4.1,Livrée
624,2025-07-01,104,39,1,0,mobile money,Kara,,En cours
625,2025-07-01,205,82,1,0,Cash a la livraison,Lomé,2.6,Livrée
626,2025-07-01,41,89,3,0,Mobile_Money,Kara,3.7,Livrée
627,2025-07-02,169,31,1,20,mobile money,Lomé,1.6,Livrée
628,2025-07-02,9999,56,1,5,Cash a la livraison,Dapaong,5.8,Livrée
629,2025-07-02,217,21,1,0,Mobile_Money,Sokodé,5.5,Livrée
630,2025-07-04,253,23,3,5,Mobile Money,Sokodé,5.6,Livrée
631,2025-07-05,26,52,2,0,cash,Lomé,2.4,Livrée
632,2025-07-07,149,18,2,10,Paiement à la livraison,Lomé,3.2,Livrée
633,2025-07-07,109,7,1,0,Mobile Money,Atakpamé,2.8,Livrée
634,2025-07-08,203,65,1,0,cash,Sokodé,4.6,Livrée
635,2025-07-09,10,34,2,0,carte,Kpalimé,5.1,Livrée
636,2025-07-09,139,41,1,0,carte,Kara,5.2,Livrée
637,2025-07-09,88,22,1,15,CB,Dapaong,5.4,Annulée
638,2025-07-10,6,78,1,5,MOMO,Lomé,1.8,Livrée
639,2025-07-11,101,44,1,0,MOMO,Sokodé,5.1,Livrée
640,2025-07-13,102,72,2,5,MOMO,Lomé,2.3,Livrée
641,2025-07-13,21,42,3,0,Cash a la livraison,Sokodé,5.4,Livrée
642,2025-07-13,132,34,1,0,Paiement à la livraison,Dapaong,6.5,Annulée
643,2025-07-13,110,68,1,0,Mobile Money,Lomé,2.0,Livrée
644,13/07/2025,146,86,1,0,Cash a la livraison,Lomé,2.6,Livrée
645,2025-07-13,138,23,1,0,MOMO,Dapaong,4.3,Livrée
646,2025-07-14,139,44,3,0,Mobile Money,Sokodé,3.9,Livrée
647,14/07/2025,39,27,1,0,MOMO,Kpalimé,2.3,Livrée
648,14/07/2025,57,89,2,0,CB,Kara,1.7,Livrée
649,2025-07-16,65,8,3,5,CB,Dapaong,7.7,Annulée
650,2025-07-16,133,64,-1,0,MOMO,Kara,1.9,Annulée
651,2025-07-16,253,42,2,5,Mobile_Money,Lomé,2.8,Livrée
652,2025-07-18,141,57,1,0,mobile money,Kara,5.8,Livrée
653,2025-07-18,176,90,2,5,Mobile_Money,Kpalimé,2.7,Livrée
654,2025-07-18,17,59,3,10,carte,Dapaong,5.1,Livrée
655,2025-07-18,211,80,2,0,Cash a la livraison,Atakpamé,4.2,Livrée
656,2025-07-19,8,85,2,0,Paiement à la livraison,Sokodé,4.3,Retournée
657,2025-07-19,208,23,2,0,cash,Lomé,1.1,Livrée
658,20/07/2025,68,46,1,0,CB,Kpalimé,3.7,Livrée
659,2025-07-20,75,40,1,5,mobile money,Lomé,2.3,Livrée
660,2025-07-20,51,54,2,0,mobile money,Atakpamé,3.5,Livrée
661,2025-07-21,237,14,1,20,Mobile_Money,Lomé,1.5,Annulée
662,22/07/2025,254,15,3,0,cash,Kara,3.1,Retournée
663,2025-07-22,141,45,1,0,Mobile_Money,Atakpamé,4.7,Livrée
664,2025-07-22,201,67,1,10,mobile money,Kara,2.8,Livrée
665,2025-07-23,221,88,-1,20,carte,Lomé,1.0,Retournée
666,2025-07-24,103,1,3,0,Carte bancaire,Kara,3.7,Livrée
667,2025-07-24,25,41,1,0,Mobile Money,Kara,4.7,Livrée
668,2025-07-24,172,60,3,0,Mobile Money,Lomé,1.6,Livrée
669,25/07/2025,119,50,3,0,Mobile_Money,Atakpamé,2.8,Retournée
670,26/07/2025,203,3,2,0,mobile money,Kpalimé,3.4,Livrée
671,2025-07-26,156,62,2,10,Mobile Money,Lomé,,En cours
672,2025-07-29,119,31,3,15,CB,Atakpamé,3.6,Livrée
673,2025-07-31,241,80,2,0,Mobile_Money,Sokodé,6.1,Livrée
674,2025-08-02,96,77,1,0,MOMO,Sokodé,4.9,Annulée
675,2025-08-02,226,40,3,0,Mobile_Money,Kpalimé,4.2,Livrée
676,2025-08-02,252,81,2,5,Mobile_Money,Lomé,3.5,Livrée
677,2025-08-03,51,36,1,20,Mobile Money,Kara,3.0,Livrée
678,2025-08-03,36,79,1,0,MOMO,Lomé,3.0,Livrée
679,04/08/2025,112,90,2,0,Cash a la livraison,Sokodé,4.4,Livrée
680,2025-08-05,111,24,1,0,Mobile Money,Kpalimé,1.8,Annulée
681,2025-08-05,181,86,2,0,cash,Lomé,1.0,Livrée
682,2025-08-08,227,51,3,0,Carte bancaire,Lomé,1.3,Annulée
683,2025-08-08,137,4,2,10,Carte bancaire,Kpalimé,2.8,Livrée
684,2025-08-08,13,51,1,0,Mobile_Money,Dapaong,6.7,Livrée
685,2025-08-09,114,6,1,0,MOMO,Sokodé,5.5,Livrée
686,2025-08-09,90,81,2,10,Cash a la livraison,Dapaong,,En cours
687,2025-08-09,239,81,1,10,Mobile_Money,Dapaong,6.3,Livrée
688,2025-08-10,172,50,1,5,cash,Lomé,1.4,Livrée
689,2025-08-10,22,22,1,15,MOMO,Kpalimé,4.0,Retournée
690,10/08/2025,156,36,3,0,mobile money,Lomé,1.1,Livrée
691,2025-08-11,102,38,2,0,CB,Sokodé,4.3,Livrée
692,12/08/2025,238,17,2,0,mobile money,Kara,1.7,Livrée
693,2025-08-12,97,13,1,0,cash,Atakpamé,4.1,Livrée
694,2025-08-13,38,10,3,5,Cash a la livraison,Sokodé,3.3,Livrée
695,2025-08-13,49,83,1,0,mobile money,Dapaong,3.6,Livrée
696,2025-08-14,72,22,1,0,cash,Atakpamé,3.2,Annulée
697,2025-08-14,42,44,2,5,MOMO,Dapaong,6.5,Livrée
698,2025-08-15,146,81,2,15,mobile money,Sokodé,5.3,Livrée
699,2025-08-16,223,27,3,0,MOMO,Lomé,1.0,Livrée
700,2025-08-16,89,45,1,0,CB,Atakpamé,3.7,Livrée
701,2025-08-18,44,68,1,20,MOMO,Kara,4.2,Livrée
702,2025-08-18,73,46,1,10,Mobile_Money,Kpalimé,,En cours
703,2025-08-19,172,29,1,5,mobile money,Dapaong,4.5,Livrée
704,2025-08-20,111,12,2,0,Mobile_Money,Dapaong,6.2,Livrée
705,2025-08-20,96,85,2,15,Carte bancaire,Dapaong,5.0,Livrée
706,2025-08-21,198,72,2,0,mobile money,Kara,5.1,Livrée
707,2025-08-22,260,86,2,0,MOMO,Kara,4.0,Livrée
708,2025-08-22,88,58,3,0,MOMO,Lomé,2.5,Livrée
709,2025-08-24,124,27,2,5,carte,Lomé,1.9,Livrée
710,2025-08-25,102,48,1,10,Mobile Money,Sokodé,4.3,Livrée
711,25/08/2025,18,82,2,0,Paiement à la livraison,Dapaong,7.6,Livrée
712,2025-08-27,19,52,2,0,Mobile Money,Kara,3.1,Livrée
713,27/08/2025,37,31,2,0,Mobile_Money,Atakpamé,4.2,Annulée
714,2025-08-27,224,34,2,5,MOMO,Lomé,2.3,Livrée
715,2025-08-28,189,26,3,0,CB,Kara,3.3,Annulée
716,2025-08-29,90,66,2,0,Mobile Money,Lomé,2.1,Annulée
717,2025-08-29,165,39,1,0,mobile money,Atakpamé,6.3,Retournée
718,29/08/2025,45,87,3,10,CB,Dapaong,,En cours
719,2025-08-29,231,38,2,5,Mobile Money,Sokodé,5.5,Livrée
720,2025-08-29,75,86,2,0,Mobile_Money,Kpalimé,5.1,Livrée
721,2025-08-30,154,67,2,15,cash,Dapaong,4.8,Livrée
722,2025-08-31,63,43,2,0,Mobile_Money,Atakpamé,3.9,Livrée
723,2025-08-31,140,24,1,0,Mobile_Money,Kara,3.6,Livrée
724,2025-08-31,134,3,1,5,Paiement à la livraison,Kara,,En cours
725,2025-09-01,197,83,1,0,Mobile_Money,Dapaong,4.7,Livrée
726,2025-09-01,177,65,1,0,Mobile_Money,Kpalimé,2.6,Livrée
727,2025-09-01,127,45,2,15,mobile money,Dapaong,6.1,Livrée
728,2025-09-01,144,48,1,0,mobile money,Dapaong,5.0,Annulée
729,2025-09-02,257,6,1,0,MOMO,Atakpamé,,En cours
730,2025-09-02,94,85,2,0,Mobile Money,Kpalimé,2.3,Livrée
731,2025-09-02,69,62,1,0,carte,Lomé,,En cours
732,2025-09-02,76,11,2,15,mobile money,Atakpamé,1.7,Livrée
733,2025-09-03,225,33,3,0,Cash a la livraison,Kpalimé,,En cours
734,2025-09-03,73,8,2,0,carte,Kpalimé,,En cours
735,2025-09-03,260,69,1,0,Mobile_Money,Kara,3.5,Livrée
736,2025-09-04,9999,2,2,0,Cash a la livraison,Lomé,,En cours
737,2025-09-04,104,63,3,0,cash,Kpalimé,2.8,Livrée
738,2025-09-04,101,81,2,15,Mobile_Money,Atakpamé,3.7,Annulée
739,2025-09-04,120,41,1,0,carte,Atakpamé,2.8,Livrée
740,04/09/2025,123,74,2,0,Cash a la livraison,Kara,3.9,Livrée
741,2025-09-04,232,85,2,0,cash,Lomé,1.8,Livrée
742,04/09/2025,137,22,1,0,Mobile Money,Kpalimé,4.7,Livrée
