student_id,course_id,note
ETU1092,PROG101,7.11
ETU1092,STAT101,12.9
ETU1092,ANG101,6.9
ETU1092,DATA101,7.52
ETU1092,ALG101,9.69
ETU1092,ELEC101,8.84
ETU1092,GEST101,13.48
ETU1092,PROJ101,11.9
ETU1093,MAT101,14.35
ETU1093,PHY101,16.97
ETU1093,PROG101,14.53
ETU1093,STAT101,18.38
ETU1093,ANG101,14.38
ETU1093,DATA101,9.81
ETU1093,ALG101,14.77
ETU1093,ELEC101,10.21
ETU1093,GEST101,17.81
ETU1093,PROJ101,16.57
ETU1094,MAT101,16.54
ETU1094,PHY101,12.28
ETU1094,PROG101,10.85
ETU1094,STAT101,14.36
ETU1094,ANG101,13.48
ETU1094,DATA101,15.52
ETU1094,ALG101,11.57
ETU1094,ELEC101,15.87
ETU1094,GEST101,14.44
ETU1094,PROJ101,14.41
ETU1095,MAT101,16.15
ETU1095,PHY101,15.04
ETU1095,PROG101,12.58
ETU1095,STAT101,15.58
ETU1095,ANG101,16.29
ETU1095,DATA101,13.97
ETU1095,ALG101,15.29
ETU1095,ELEC101,16.11
ETU1095,GEST101,14.43
ETU1095,PROJ101,14.84
ETU1096,MAT101,14.33
ETU1096,PHY101,12.7
ETU1096,PROG101,15.12
ETU1096,STAT101,14.49
ETU1096,ANG101,15.57
ETU1096,DATA101,14.84
ETU1096,ALG101,12.42
ETU1096,ELEC101,
ETU1096,GEST101,14.58
ETU1096,PROJ101,19.25
ETU1097,MAT101,7.81
ETU1097,PHY101,13.11
ETU1097,PROG101,9.74
ETU1097,STAT101,12.02
ETU1097,ANG101,11.56
ETU1097,DATA101,7.97
ETU1097,ALG101,7.46
ETU1097,ELEC101,8.22
ETU1097,GEST101,10.13
ETU1097,PROJ101,11.31
ETU1098,MAT101,11.87
ETU1098,PHY101,10.5
ETU1098,PROG101,12.45
ETU1098,STAT101,12.4
ETU1098,ANG101,12.21
ETU1098,DATA101,13.33
ETU1098,ALG101,13.22
ETU1098,ELEC101,11.95
ETU1098,GEST101,13.48
ETU1098,PROJ101,13.16
ETU1099,MAT101,13.44
ETU1099,PHY101,10.71
ETU1099,PROG101,10.41
ETU1099,STAT101,11.37
ETU1099,ANG101,9.95
ETU1099,DATA101,9.03
ETU1099,ALG101,13.11
ETU1099,ELEC101,13.95
ETU1099,GEST101,11.55
ETU1099,PROJ101,14.53
ETU1100,MAT101,4.55
ETU1100,PHY101,3.94
ETU1100,PROG101,11.3
ETU1100,STAT101,9.43
ETU1100,ANG101,9.61
ETU1100,DATA101,12.44
ETU1100,ALG101,8.01
ETU1100,ELEC101,5.81
ETU1100,GEST101,6.26
ETU1100,PROJ101,9.76
ETU1101,MAT101,11.2
ETU1101,PHY101,10.06
ETU1101,PROG101,13.45
ETU1101,STAT101,
ETU1101,ANG101,11.59
ETU1101,DATA101,8.01
ETU1101,ALG101,11.61
ETU1101,ELEC101,13.05
ETU1101,GEST101,11.3
ETU1101,PROJ101,13.52
ETU1102,MAT101,12.71
ETU1102,PHY101,15.22
ETU1102,PROG101,16.82
ETU1102,STAT101,15.88
ETU1102,ANG101,20.0
ETU1102,DATA101,18.84
ETU1102,ALG101,16.67
ETU1102,ELEC101,16.98
ETU1102,GEST101,18.23
ETU1102,PROJ101,17.1
ETU1103,MAT101,11.99
ETU1103,PHY101,10.89
ETU1103,PROG101,10.51
ETU1103,STAT101,15.6
ETU1103,ANG101,17.87
ETU1103,DATA101,12.98
ETU1103,ALG101,12.42
ETU1103,ELEC101,13.16
ETU1103,GEST101,13.0
ETU1103,PROJ101,11.64
ETU1104,MAT101,5.34
ETU1104,PHY101,11.86
ETU1104,PROG101,5.34
ETU1104,STAT101,8.99
ETU1104,ANG101,6.36
ETU1104,DATA101,8.58
ETU1104,ALG101,7.47
ETU1104,ELEC101,4.94
ETU1104,GEST101,10.52
ETU1104,PROJ101,7.39
ETU1105,MAT101,4.35
ETU1105,PHY101,8.71
ETU1105,PROG101,7.43
ETU1105,STAT101,6.19
ETU1105,ANG101,10.65
ETU1105,DATA101,5.95
ETU1105,ALG101,4.1
ETU1105,ELEC101,9.91
ETU1105,GEST101,12.43
ETU1105,PROJ101,8.78
ETU1106,MAT101,10.02
ETU1106,PHY101,15.23
ETU1106,PROG101,18.35
ETU1106,STAT101,18.54
ETU1106,ANG101,15.23
ETU1106,DATA101,16.0
ETU1106,ALG101,16.54
ETU1106,ELEC101,17.32
ETU1106,GEST101,18.47
ETU1106,PROJ101,
ETU1107,MAT101,13.67
ETU1107,PHY101,10.83
ETU1107,PROG101,15.17
ETU1107,STAT101,10.41
ETU1107,ANG101,14.25
ETU1107,DATA101,11.19
ETU1107,ALG101,11.22
ETU1107,ELEC101,11.14
ETU1107,GEST101,11.48
ETU1107,PROJ101,15.37
ETU1108,MAT101,9.04
ETU1108,PHY101,9.48
ETU1108,PROG101,11.73
ETU1108,STAT101,15.36
ETU1108,ANG101,12.61
ETU1108,DATA101,10.76
ETU1108,ALG101,6.16
ETU1108,ELEC101,9.32
ETU1108,GEST101,9.67
ETU1108,PROJ101,10.76
ETU1109,MAT101,9.87
ETU1109,PHY101,11.68
ETU1109,PROG101,11.14
ETU1109,STAT101,9.27
ETU1109,ANG101,14.21
ETU1109,DATA101,9.09
ETU1109,ALG101,11.04
ETU1109,ELEC101,10.3
ETU1109,GEST101,12.74
ETU1109,PROJ101,14.81
ETU1110,MAT101,13.34
ETU1110,PHY101,7.5
ETU1110,PROG101,6.98
ETU1110,STAT101,6.4
ETU1110,ANG101,7.59
ETU1110,DATA101,9.13
ETU1110,ALG101,3.61
ETU1110,ELEC101,4.85
ETU1110,GEST101,9.53
ETU1110,PROJ101,11.3
ETU1111,MAT101,17.25
ETU1111,PHY101,15.14
ETU1111,PROG101,17.63
ETU1111,STAT101,17.97
ETU1111,ANG101,15.89
ETU1111,DATA101,18.22
ETU1111,ALG101,12.15
ETU1111,ELEC101,12.34
ETU1111,GEST101,15.71
ETU1111,PROJ101,13.33
ETU1112,MAT101,11.7
ETU1112,PHY101,9.07
ETU1112,PROG101,10.91
ETU1112,STAT101,4.63
ETU1112,ANG101,11.79
ETU1112,DATA101,10.54
ETU1112,ALG101,9.1
ETU1112,ELEC101,11.4
ETU1112,GEST101,10.53
ETU1112,PROJ101,11.86
ETU1113,MAT101,15.82
ETU1113,PHY101,17.2
ETU1113,PROG101,18.01
ETU1113,STAT101,14.38
ETU1113,ANG101,14.87
ETU1113,DATA101,18.78
ETU1113,ALG101,
ETU1113,ELEC101,15.89
ETU1113,GEST101,12.69
ETU1113,PROJ101,12.36
ETU1114,MAT101,11.77
ETU1114,PHY101,10.84
ETU1114,PROG101,13.91
ETU1114,STAT101,10.38
ETU1114,ANG101,13.74
ETU1114,DATA101,13.89
ETU1114,ALG101,10.35
ETU1114,ELEC101,10.74
ETU1114,GEST101,10.52
ETU1114,PROJ101,14.89
ETU1115,MAT101,16.36
ETU1115,PHY101,16.23
ETU1115,PROG101,15.41
ETU1115,STAT101,16.63
ETU1115,ANG101,11.27
ETU1115,DATA101,15.69
ETU1115,ALG101,18.75
ETU1115,ELEC101,14.99
ETU1115,GEST101,18.54
ETU1115,PROJ101,16.32
ETU1116,MAT101,14.95
ETU1116,PHY101,10.18
ETU1116,PROG101,13.74
ETU1116,STAT101,11.15
ETU1116,ANG101,14.18
ETU1116,DATA101,11.81
ETU1116,ALG101,12.33
ETU1116,ELEC101,11.09
ETU1116,GEST101,14.74
ETU1116,PROJ101,14.73
ETU1117,MAT101,12.33
ETU1117,PHY101,11.97
ETU1117,PROG101,12.57
ETU1117,STAT101,11.79
ETU1117,ANG101,16.74
ETU1117,DATA101,12.56
ETU1117,ALG101,14.61
ETU1117,ELEC101,
ETU1117,GEST101,16.97
ETU1117,PROJ101,19.25
ETU1118,MAT101,7.49
ETU1118,PHY101,11.36
ETU1118,PROG101,12.99
ETU1118,STAT101,13.23
ETU1118,ANG101,14.31
ETU1118,DATA101,11.48
ETU1118,ALG101,17.55
ETU1118,ELEC101,12.68
ETU1118,GEST101,15.52
ETU1118,PROJ101,15.99
ETU1119,MAT101,10.01
ETU1119,PHY101,12.06
ETU1119,PROG101,15.34
ETU1119,STAT101,16.36
ETU1119,ANG101,13.9
ETU1119,DATA101,11.13
ETU1119,ALG101,12.07
ETU1119,ELEC101,12.11
ETU1119,GEST101,13.44
ETU1119,PROJ101,12.87
ETU1120,MAT101,9.42
ETU1120,PHY101,9.77
ETU1120,PROG101,11.88
ETU1120,STAT101,14.19
ETU1120,ANG101,16.2
ETU1120,DATA101,13.39
ETU1120,ALG101,10.32
ETU1120,ELEC101,11.09
ETU1120,GEST101,9.39
ETU1120,PROJ101,16.99
ETU1121,MAT101,9.47
ETU1121,PHY101,11.36
ETU1121,PROG101,
ETU1121,STAT101,14.84
ETU1121,ANG101,14.12
ETU1121,DATA101,10.8
ETU1121,ALG101,12.15
ETU1121,ELEC101,14.24
ETU1121,GEST101,10.65
ETU1121,PROJ101,9.42
ETU1122,MAT101,14.65
ETU1122,PHY101,17.08
ETU1122,PROG101,16.34
ETU1122,STAT101,16.55
ETU1122,ANG101,19.24
ETU1122,DATA101,15.4
ETU1122,ALG101,16.35
ETU1122,ELEC101,15.13
ETU1122,GEST101,20.0
ETU1122,PROJ101,19.74
ETU1123,MAT101,8.31
ETU1123,PHY101,7.9
ETU1123,PROG101,13.57
ETU1123,STAT101,12.96
ETU1123,ANG101,11.53
ETU1123,DATA101,9.8
ETU1123,ALG101,6.69
ETU1123,ELEC101,7.12
ETU1123,GEST101,7.55
ETU1123,PROJ101,12.97
ETU1124,MAT101,8.89
ETU1124,PHY101,10.24
ETU1124,PROG101,8.31
ETU1124,STAT101,8.56
ETU1124,ANG101,14.37
ETU1124,DATA101,12.86
ETU1124,ALG101,11.65
ETU1124,ELEC101,10.38
ETU1124,GEST101,9.22
ETU1124,PROJ101,11.91
ETU1125,MAT101,11.08
ETU1125,PHY101,12.45
ETU1125,PROG101,14.33
ETU1125,STAT101,13.27
ETU1125,ANG101,13.57
ETU1125,DATA101,12.24
ETU1125,ALG101,
ETU1125,ELEC101,10.0
ETU1125,GEST101,12.82
ETU1125,PROJ101,12.67
ETU1126,MAT101,17.27
ETU1126,PHY101,12.62
ETU1126,PROG101,8.89
ETU1126,STAT101,11.81
ETU1126,ANG101,13.35
ETU1126,DATA101,15.08
ETU1126,ALG101,
ETU1126,ELEC101,12.88
ETU1126,GEST101,
ETU1126,PROJ101,17.67
ETU1127,MAT101,11.74
ETU1127,PHY101,9.2
ETU1127,PROG101,10.26
ETU1127,STAT101,4.05
ETU1127,ANG101,14.27
ETU1127,DATA101,10.35
ETU1127,ALG101,10.35
ETU1127,ELEC101,
ETU1127,GEST101,9.27
ETU1127,PROJ101,16.49
ETU1128,MAT101,12.1
ETU1128,PHY101,15.07
ETU1128,PROG101,12.21
ETU1128,STAT101,11.19
ETU1128,ANG101,14.99
ETU1128,DATA101,15.2
ETU1128,ALG101,14.75
ETU1128,ELEC101,11.63
ETU1128,GEST101,14.91
ETU1128,PROJ101,12.7
ETU1129,MAT101,11.12
ETU1129,PHY101,10.08
ETU1129,PROG101,10.77
ETU1129,STAT101,11.5
ETU1129,ANG101,10.2
ETU1129,DATA101,13.75
ETU1129,ALG101,10.27
ETU1129,ELEC101,12.64
ETU1129,GEST101,10.28
ETU1129,PROJ101,11.67
ETU1130,MAT101,5.02
ETU1130,PHY101,4.65
ETU1130,PROG101,6.35
ETU1130,STAT101,5.73
ETU1130,ANG101,6.53
ETU1130,DATA101,8.1
ETU1130,ALG101,8.71
ETU1130,ELEC101,8.43
ETU1130,GEST101,4.96
ETU1130,PROJ101,8.29
ETU1131,MAT101,10.63
ETU1131,PHY101,13.97
ETU1131,PROG101,11.6
ETU1131,STAT101,11.56
ETU1131,ANG101,9.99
ETU1131,DATA101,10.54
ETU1131,ALG101,8.58
ETU1131,ELEC101,11.37
ETU1131,GEST101,15.55
ETU1131,PROJ101,11.4
ETU1132,MAT101,8.03
ETU1132,PHY101,6.39
ETU1132,PROG101,7.96
ETU1132,STAT101,9.02
ETU1132,ANG101,14.05
ETU1132,DATA101,12.14
ETU1132,ALG101,12.23
ETU1132,ELEC101,10.24
ETU1132,GEST101,9.21
ETU1132,PROJ101,9.33
ETU1133,MAT101,5.28
ETU1133,PHY101,1.54
ETU1133,PROG101,7.03
ETU1133,STAT101,10.15
ETU1133,ANG101,11.32
ETU1133,DATA101,12.63
ETU1133,ALG101,7.43
ETU1133,ELEC101,4.14
ETU1133,GEST101,11.02
ETU1133,PROJ101,9.57
ETU1134,MAT101,15.79
ETU1134,PHY101,14.74
ETU1134,PROG101,11.42
ETU1134,STAT101,9.67
ETU1134,ANG101,10.82
ETU1134,DATA101,11.06
ETU1134,ALG101,10.75
ETU1134,ELEC101,10.87
ETU1134,GEST101,14.32
ETU1134,PROJ101,12.6
ETU1135,MAT101,12.73
ETU1135,PHY101,9.2
ETU1135,PROG101,11.76
ETU1135,STAT101,11.27
ETU1135,ANG101,10.7
ETU1135,DATA101,12.67
ETU1135,ALG101,9.71
ETU1135,ELEC101,11.53
ETU1135,GEST101,14.09
ETU1135,PROJ101,17.27
ETU1136,MAT101,10.97
ETU1136,PHY101,12.63
ETU1136,PROG101,12.11
ETU1136,STAT101,
ETU1136,ANG101,17.3
ETU1136,DATA101,13.88
ETU1136,ALG101,13.93
ETU1136,ELEC101,16.0
ETU1136,GEST101,13.02
ETU1136,PROJ101,11.72
ETU1137,MAT101,11.05
ETU1137,PHY101,9.76
ETU1137,PROG101,15.89
ETU1137,STAT101,17.31
ETU1137,ANG101,14.57
ETU1137,DATA101,15.1
ETU1137,ALG101,15.07
ETU1137,ELEC101,16.27
ETU1137,GEST101,18.1
ETU1137,PROJ101,10.58
ETU1138,MAT101,5.07
ETU1138,PHY101,6.03
ETU1138,PROG101,5.53
ETU1138,STAT101,6.04
ETU1138,ANG101,8.7
ETU1138,DATA101,2.53
ETU1138,ALG101,7.34
ETU1138,ELEC101,8.09
ETU1138,GEST101,7.58
ETU1138,PROJ101,3.09
ETU1139,MAT101,7.06
ETU1139,PHY101,8.17
ETU1139,PROG101,10.64
ETU1139,STAT101,9.9
ETU1139,ANG101,9.08
ETU1139,DATA101,7.23
ETU1139,ALG101,7.87
ETU1139,ELEC101,4.02
ETU1139,GEST101,7.81
ETU1139,PROJ101,11.96
ETU1140,MAT101,16.34
ETU1140,PHY101,16.93
ETU1140,PROG101,14.34
ETU1140,STAT101,18.9
ETU1140,ANG101,17.64
ETU1140,DATA101,17.96
ETU1140,ALG101,17.81
ETU1140,ELEC101,18.31
ETU1140,GEST101,18.02
ETU1140,PROJ101,17.79
ETU1141,MAT101,6.17
ETU1141,PHY101,5.32
ETU1141,PROG101,9.63
ETU1141,STAT101,9.62
ETU1141,ANG101,11.16
ETU1141,DATA101,7.69
ETU1141,ALG101,7.65
ETU1141,ELEC101,8.69
ETU1141,GEST101,8.89
ETU1141,PROJ101,15.44
ETU1142,MAT101,11.72
ETU1142,PHY101,13.47
ETU1142,PROG101,15.36
ETU1142,STAT101,15.1
ETU1142,ANG101,13.46
ETU1142,DATA101,14.88
ETU1142,ALG101,14.0
ETU1142,ELEC101,13.97
ETU1142,GEST101,14.37
ETU1142,PROJ101,16.27
ETU1143,MAT101,10.04
ETU1143,PHY101,6.59
ETU1143,PROG101,10.68
ETU1143,STAT101,10.52
ETU1143,ANG101,12.64
ETU1143,DATA101,10.66
ETU1143,ALG101,13.47
ETU1143,ELEC101,9.14
ETU1143,GEST101,9.69
ETU1143,PROJ101,14.02
ETU1144,MAT101,11.28
ETU1144,PHY101,11.36
ETU1144,PROG101,12.92
ETU1144,STAT101,12.34
ETU1144,ANG101,14.27
ETU1144,DATA101,13.8
ETU1144,ALG101,10.5
ETU1144,ELEC101,9.06
ETU1144,GEST101,10.67
ETU1144,PROJ101,15.74
ETU1145,MAT101,9.26
ETU1145,PHY101,11.1
ETU1145,PROG101,11.91
ETU1145,STAT101,10.11
ETU1145,ANG101,9.44
ETU1145,DATA101,12.06
ETU1145,ALG101,9.94
ETU1145,ELEC101,7.08
ETU1145,GEST101,9.98
ETU1145,PROJ101,8.15
ETU1146,MAT101,11.98
ETU1146,PHY101,10.62
ETU1146,PROG101,13.72
ETU1146,STAT101,12.92
ETU1146,ANG101,13.88
ETU1146,DATA101,13.8
ETU1146,ALG101,14.09
ETU1146,ELEC101,14.49
ETU1146,GEST101,16.19
ETU1146,PROJ101,12.94
ETU1147,MAT101,14.11
ETU1147,PHY101,11.44
ETU1147,PROG101,11.75
ETU1147,STAT101,9.98
ETU1147,ANG101,8.24
ETU1147,DATA101,13.44
ETU1147,ALG101,12.75
ETU1147,ELEC101,10.4
ETU1147,GEST101,11.86
ETU1147,PROJ101,
ETU1148,MAT101,9.49
ETU1148,PHY101,8.32
ETU1148,PROG101,8.65
ETU1148,STAT101,12.92
ETU1148,ANG101,10.75
ETU1148,DATA101,11.82
ETU1148,ALG101,11.63
ETU1148,ELEC101,10.93
ETU1148,GEST101,12.75
ETU1148,PROJ101,12.7
ETU1149,MAT101,7.33
ETU1149,PHY101,7.74
ETU1149,PROG101,11.69
ETU1149,STAT101,7.93
ETU1149,ANG101,10.16
ETU1149,DATA101,10.51
ETU1149,ALG101,12.0
ETU1149,ELEC101,10.58
ETU1149,GEST101,7.98
ETU1149,PROJ101,10.99
ETU1150,MAT101,12.56
ETU1150,PHY101,11.18
ETU1150,PROG101,12.85
ETU1150,STAT101,11.04
ETU1150,ANG101,13.25
ETU1150,DATA101,11.87
ETU1150,ALG101,8.39
ETU1150,ELEC101,12.1
ETU1150,GEST101,12.61
ETU1150,PROJ101,17.02
ETU1151,MAT101,8.52
ETU1151,PHY101,7.81
ETU1151,PROG101,8.49
ETU1151,STAT101,7.86
ETU1151,ANG101,7.28
ETU1151,DATA101,10.69
ETU1151,ALG101,11.26
ETU1151,ELEC101,7.0
ETU1151,GEST101,11.76
ETU1151,PROJ101,14.98
ETU1152,MAT101,16.55
ETU1152,PHY101,14.92
ETU1152,PROG101,10.96
ETU1152,STAT101,10.54
ETU1152,ANG101,15.31
ETU1152,DATA101,13.32
ETU1152,ALG101,8.71
ETU1152,ELEC101,11.48
ETU1152,GEST101,14.91
ETU1152,PROJ101,13.79
ETU1153,MAT101,17.62
ETU1153,PHY101,15.03
ETU1153,PROG101,17.44
ETU1153,STAT101,19.21
ETU1153,ANG101,18.15
ETU1153,DATA101,
ETU1153,ALG101,17.87
ETU1153,ELEC101,18.27
ETU1153,GEST101,20.0
ETU1153,PROJ101,20.0
ETU1154,MAT101,12.97
ETU1154,PHY101,12.99
ETU1154,PROG101,11.58
ETU1154,STAT101,14.57
ETU1154,ANG101,14.65
ETU1154,DATA101,14.7
ETU1154,ALG101,14.67
ETU1154,ELEC101,15.04
ETU1154,GEST101,15.82
ETU1154,PROJ101,16.18
ETU1155,MAT101,13.97
ETU1155,PHY101,12.9
ETU1155,PROG101,15.77
ETU1155,STAT101,13.5
ETU1155,ANG101,17.92
ETU1155,DATA101,12.05
ETU1155,ALG101,12.79
ETU1155,ELEC101,11.74
ETU1155,GEST101,14.87
ETU1155,PROJ101,12.85
ETU1156,MAT101,13.02
ETU1156,PHY101,8.0
ETU1156,PROG101,10.2
ETU1156,STAT101,8.72
ETU1156,ANG101,12.26
ETU1156,DATA101,12.3
ETU1156,ALG101,8.24
ETU1156,ELEC101,10.18
ETU1156,GEST101,14.48
ETU1156,PROJ101,15.51
ETU1157,MAT101,7.84
ETU1157,PHY101,1.37
ETU1157,PROG101,7.19
ETU1157,STAT101,9.02
ETU1157,ANG101,6.87
ETU1157,DATA101,4.72
ETU1157,ALG101,8.75
ETU1157,ELEC101,8.68
ETU1157,GEST101,7.48
ETU1157,PROJ101,5.54
ETU1158,MAT101,4.61
ETU1158,PHY101,8.27
ETU1158,PROG101,7.35
ETU1158,STAT101,8.05
ETU1158,ANG101,9.04
ETU1158,DATA101,6.98
ETU1158,ALG101,4.71
ETU1158,ELEC101,6.82
ETU1158,GEST101,9.37
ETU1158,PROJ101,9.87
ETU1159,MAT101,13.31
ETU1159,PHY101,16.91
ETU1159,PROG101,13.19
ETU1159,STAT101,9.95
ETU1159,ANG101,18.15
ETU1159,DATA101,15.68
ETU1159,ALG101,14.01
ETU1159,ELEC101,15.41
ETU1159,GEST101,15.39
ETU1159,PROJ101,13.44
ETU1160,MAT101,6.6
ETU1160,PHY101,6.67
ETU1160,PROG101,9.38
ETU1160,STAT101,8.47
ETU1160,ANG101,12.71
ETU1160,DATA101,8.88
ETU1160,ALG101,8.17
ETU1160,ELEC101,7.52
ETU1160,GEST101,8.76
ETU1160,PROJ101,9.22
ETU1161,MAT101,6.93
ETU1161,PHY101,9.51
ETU1161,PROG101,9.9
ETU1161,STAT101,9.42
ETU1161,ANG101,7.83
ETU1161,DATA101,11.07
ETU1161,ALG101,10.68
ETU1161,ELEC101,12.41
ETU1161,GEST101,11.57
ETU1161,PROJ101,14.69
ETU1162,MAT101,9.5
ETU1162,PHY101,13.83
ETU1162,PROG101,12.52
ETU1162,STAT101,11.85
ETU1162,ANG101,11.96
ETU1162,DATA101,10.84
ETU1162,ALG101,9.84
ETU1162,ELEC101,14.01
ETU1162,GEST101,11.6
ETU1162,PROJ101,13.46
ETU1163,MAT101,9.98
ETU1163,PHY101,9.65
ETU1163,PROG101,9.58
ETU1163,STAT101,12.05
ETU1163,ANG101,10.86
ETU1163,DATA101,8.06
ETU1163,ALG101,8.0
ETU1163,ELEC101,5.28
ETU1163,GEST101,10.3
ETU1163,PROJ101,11.3
ETU1164,MAT101,9.46
ETU1164,PHY101,8.76
ETU1164,PROG101,8.41
ETU1164,STAT101,8.36
ETU1164,ANG101,9.57
ETU1164,DATA101,10.88
ETU1164,ALG101,4.56
ETU1164,ELEC101,6.95
ETU1164,GEST101,7.27
ETU1164,PROJ101,13.86
ETU1165,MAT101,13.58
ETU1165,PHY101,9.99
ETU1165,PROG101,9.14
ETU1165,STAT101,9.2
ETU1165,ANG101,14.61
ETU1165,DATA101,8.86
ETU1165,ALG101,11.35
ETU1165,ELEC101,12.54
ETU1165,GEST101,9.92
ETU1165,PROJ101,12.73
ETU1166,MAT101,8.13
ETU1166,PHY101,7.58
ETU1166,PROG101,8.26
ETU1166,STAT101,11.03
ETU1166,ANG101,13.37
ETU1166,DATA101,9.22
ETU1166,ALG101,9.87
ETU1166,ELEC101,8.79
ETU1166,GEST101,6.64
ETU1166,PROJ101,9.95
ETU1167,MAT101,5.5
ETU1167,PHY101,8.06
ETU1167,PROG101,9.98
ETU1167,STAT101,11.06
ETU1167,ANG101,11.38
ETU1167,DATA101,11.98
ETU1167,ALG101,7.84
ETU1167,ELEC101,11.75
ETU1167,GEST101,13.46
ETU1167,PROJ101,7.02
ETU1168,MAT101,6.06
ETU1168,PHY101,8.83
ETU1168,PROG101,8.81
ETU1168,STAT101,8.7
ETU1168,ANG101,11.25
ETU1168,DATA101,11.96
ETU1168,ALG101,7.64
ETU1168,ELEC101,11.33
ETU1168,GEST101,9.01
ETU1168,PROJ101,15.37
ETU1169,MAT101,15.25
ETU1169,PHY101,11.09
ETU1169,PROG101,10.66
ETU1169,STAT101,11.64
ETU1169,ANG101,12.58
ETU1169,DATA101,14.58
ETU1169,ALG101,8.94
ETU1169,ELEC101,9.27
ETU1169,GEST101,14.92
ETU1169,PROJ101,12.6
ETU1170,MAT101,9.71
ETU1170,PHY101,11.95
ETU1170,PROG101,13.39
ETU1170,STAT101,13.47
ETU1170,ANG101,13.57
ETU1170,DATA101,11.03
ETU1170,ALG101,10.26
ETU1170,ELEC101,9.64
ETU1170,GEST101,9.46
ETU1170,PROJ101,10.4
ETU1171,MAT101,13.0
ETU1171,PHY101,9.06
ETU1171,PROG101,9.11
ETU1171,STAT101,13.49
ETU1171,ANG101,9.4
ETU1171,DATA101,11.99
ETU1171,ALG101,6.7
ETU1171,ELEC101,14.03
ETU1171,GEST101,15.16
ETU1171,PROJ101,10.16
ETU1172,MAT101,12.58
ETU1172,PHY101,10.52
ETU1172,PROG101,11.5
ETU1172,STAT101,
ETU1172,ANG101,15.53
ETU1172,DATA101,14.84
ETU1172,ALG101,13.98
ETU1172,ELEC101,12.18
ETU1172,GEST101,15.36
ETU1172,PROJ101,12.0
ETU1173,MAT101,11.32
ETU1173,PHY101,10.6
ETU1173,PROG101,11.04
ETU1173,STAT101,11.7
ETU1173,ANG101,8.36
ETU1173,DATA101,9.73
ETU1173,ALG101,12.14
ETU1173,ELEC101,10.65
ETU1173,GEST101,9.1
ETU1173,PROJ101,12.4
ETU1174,MAT101,9.44
ETU1174,PHY101,12.5
ETU1174,PROG101,8.95
ETU1174,STAT101,8.61
ETU1174,ANG101,12.8
ETU1174,DATA101,10.98
ETU1174,ALG101,10.28
ETU1174,ELEC101,14.89
ETU1174,GEST101,13.03
ETU1174,PROJ101,11.43
ETU1175,MAT101,9.27
ETU1175,PHY101,11.37
ETU1175,PROG101,10.71
ETU1175,STAT101,10.94
ETU1175,ANG101,12.2
ETU1175,DATA101,15.36
ETU1175,ALG101,9.83
ETU1175,ELEC101,14.13
ETU1175,GEST101,14.55
ETU1175,PROJ101,14.92
ETU1176,MAT101,11.08
ETU1176,PHY101,14.24
ETU1176,PROG101,7.96
ETU1176,STAT101,11.16
ETU1176,ANG101,
ETU1176,DATA101,15.93
ETU1176,ALG101,16.57
ETU1176,ELEC101,12.82
ETU1176,GEST101,13.84
ETU1176,PROJ101,13.73
ETU1177,MAT101,15.37
ETU1177,PHY101,11.78
ETU1177,PROG101,9.12
ETU1177,STAT101,13.86
ETU1177,ANG101,
ETU1177,DATA101,6.71
ETU1177,ALG101,9.54
ETU1177,ELEC101,12.81
ETU1177,GEST101,12.95
ETU1177,PROJ101,13.76
ETU1178,MAT101,14.12
ETU1178,PHY101,7.66
ETU1178,PROG101,10.65
ETU1178,STAT101,11.84
ETU1178,ANG101,15.17
ETU1178,DATA101,10.12
ETU1178,ALG101,10.95
ETU1178,ELEC101,11.21
ETU1178,GEST101,11.06
ETU1178,PROJ101,12.98
ETU1179,MAT101,8.86
ETU1179,PHY101,7.79
ETU1179,PROG101,11.46
ETU1179,STAT101,10.66
ETU1179,ANG101,12.36
ETU1179,DATA101,
ETU1179,ALG101,12.66
ETU1179,ELEC101,5.97
ETU1179,GEST101,7.56
ETU1179,PROJ101,12.17
ETU1180,MAT101,8.05
ETU1180,PHY101,7.51
ETU1180,PROG101,8.22
ETU1180,STAT101,11.03
ETU1180,ANG101,14.84
ETU1180,DATA101,11.64
ETU1180,ALG101,8.17
ETU1180,ELEC101,10.42
ETU1180,GEST101,7.3
ETU1180,PROJ101,5.34
ETU1181,MAT101,12.75
ETU1181,PHY101,9.45
ETU1181,PROG101,13.0
ETU1181,STAT101,13.85
ETU1181,ANG101,19.57
ETU1181,DATA101,16.44
ETU1181,ALG101,9.98
ETU1181,ELEC101,9.74
ETU1181,GEST101,12.86
ETU1181,PROJ101,18.55
ETU1182,MAT101,9.02
ETU1182,PHY101,10.63
ETU1182,PROG101,11.62
ETU1182,STAT101,13.48
ETU1182,ANG101,15.57
ETU1182,DATA101,14.37
ETU1182,ALG101,13.08
ETU1182,ELEC101,9.22
ETU1182,GEST101,13.75
ETU1182,PROJ101,16.74
ETU1183,MAT101,15.94
ETU1183,PHY101,12.85
ETU1183,PROG101,9.68
ETU1183,STAT101,13.49
ETU1183,ANG101,13.57
ETU1183,DATA101,10.05
ETU1183,ALG101,10.39
ETU1183,ELEC101,10.32
ETU1183,GEST101,15.0
ETU1183,PROJ101,17.43
ETU1184,MAT101,13.0
ETU1184,PHY101,13.11
ETU1184,PROG101,12.45
ETU1184,STAT101,11.05
ETU1184,ANG101,14.56
